season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2018,2017-18,Allan Hancock,allanhancock,jakeshusterichd3dg,Jake Shusterich,34,142,125,26.0,48.0,11.0,1.0,7.0,39.0,2.0,0.0,12.0,25.0,82,4.0,0.0,1.0,19,4.0,28.0,24.0,1.167,0.384,0.451,0.808,1.259,152.0,0.436,0.333,0.049,0.176,0.085,0.091,0.48
2018,2017-18,Allan Hancock,allanhancock,joshharmonayu16c,Josh Harmonay,22,91,82,14.0,22.0,7.0,0.0,0.0,10.0,2.0,0.0,7.0,10.0,29,2.0,0.0,0.0,7,4.0,29.0,19.0,1.526,0.268,0.341,0.439,0.78,94.0,0.306,0.452,0.0,0.11,0.077,0.033,0.7
2018,2017-18,Allan Hancock,allanhancock,joshtonascianjkk,Josh Tonascia,29,99,86,7.0,15.0,1.0,0.0,1.0,14.0,0.0,0.0,8.0,24.0,19,3.0,0.0,2.0,2,0.0,14.0,32.0,0.438,0.174,0.263,0.244,0.507,61.0,0.222,0.24,0.01,0.242,0.081,0.161,0.333
2018,2017-18,Allan Hancock,allanhancock,marcusnixjrwnda,"Marcus Nix, Jr.",18,24,21,4.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,3,0.0,1.0,1.0,0,1.0,7.0,3.0,2.333,0.143,0.167,0.143,0.31,37.0,0.2,1.0,0.0,0.292,0.042,0.25,0.143
2018,2017-18,Allan Hancock,allanhancock,nickproffittph54,Nick Proffitt,9,26,23,4.0,5.0,0.0,0.0,2.0,5.0,1.0,0.0,2.0,5.0,11,1.0,0.0,0.0,2,0.0,6.0,7.0,0.857,0.217,0.308,0.565,0.873,105.0,0.188,0.333,0.077,0.192,0.077,0.115,0.4
2018,2017-18,Allan Hancock,allanhancock,philalmanzanc4m,Phil Almanza,18,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2018,2017-18,Allan Hancock,allanhancock,quinntinperez0x9p,Quinntin Perez,31,145,109,35.0,40.0,7.0,2.0,3.0,18.0,10.0,2.0,26.0,18.0,60,8.0,1.0,1.0,12,0.0,19.0,30.0,0.633,0.367,0.51,0.661,1.171,141.0,0.416,0.451,0.021,0.124,0.179,-0.055,1.444
2018,2017-18,Allan Hancock,allanhancock,reedodland7y0v,Reed Odland,30,96,80,6.0,20.0,3.0,0.0,0.0,11.0,0.0,0.0,12.0,12.0,23,4.0,0.0,0.0,3,1.0,28.0,15.0,1.867,0.25,0.375,0.325,0.7,85.0,0.294,0.167,0.0,0.125,0.125,0.0,1.0
2018,2017-18,Allan Hancock,allanhancock,shaneflaningam420h,Shane Flaningam,24,62,45,10.0,8.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,10.0,9,6.0,1.0,1.0,1,2.0,9.0,17.0,0.529,0.178,0.371,0.222,0.593,72.0,0.222,0.435,0.0,0.161,0.145,0.016,0.9
2018,2017-18,Allan Hancock,allanhancock,tannerthompson31yw,Tanner Thompson,22,48,45,9.0,12.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,11.0,13,2.0,0.0,0.0,1,0.0,7.0,12.0,0.583,0.267,0.312,0.311,0.623,75.0,0.353,0.6,0.0,0.229,0.021,0.208,0.091
2018,2017-18,Allan Hancock,allanhancock,zacfernandezrq50,Zac Fernandez,9,4,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1.0,0.0,0.0,0,0.0,1.0,0.0,,0.0,0.25,0.0,0.25,30.0,0.0,3.0,0.0,0.5,0.0,0.5,0.0
2018,2017-18,Allan Hancock,allanhancock,zachruddxs7b,Zach Rudd,4,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2018,2017-18,American River,americanriver,bjbakerzoa3,BJ Baker,23,69,57,7.0,8.0,1.0,0.0,1.0,9.0,2.0,0.0,9.0,25.0,12,0.0,0.0,3.0,2,0.0,10.0,15.0,0.667,0.14,0.246,0.246,0.492,59.0,0.206,0.375,0.014,0.362,0.13,0.232,0.36
2018,2017-18,American River,americanriver,blakespencer4a37,Blake Spencer,28,110,93,9.0,19.0,3.0,0.0,0.0,11.0,1.0,1.0,12.0,20.0,22,2.0,2.0,1.0,3,2.0,24.0,29.0,0.828,0.204,0.3,0.269,0.569,69.0,0.257,0.273,0.0,0.182,0.109,0.073,0.6
2018,2017-18,American River,americanriver,caseydemello05g4,Casey DeMello,17,41,26,6.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,8.0,3,6.0,0.0,2.0,1,0.0,8.0,8.0,1.0,0.077,0.366,0.154,0.52,63.0,0.1,0.4,0.0,0.195,0.171,0.024,0.875
2018,2017-18,American River,americanriver,christianmuruaz7dc,Christian Murua,36,157,141,23.0,41.0,5.0,3.0,0.0,14.0,3.0,1.0,11.0,23.0,52,4.0,0.0,1.0,8,1.0,42.0,27.0,1.556,0.291,0.357,0.426,0.783,95.0,0.345,0.411,0.0,0.146,0.07,0.076,0.478
2018,2017-18,American River,americanriver,collinmartinzpi7,Collin Martin,11,19,12,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,2,0.0,1.0,0.0,0,0.0,2.0,3.0,0.667,0.167,0.421,0.167,0.588,71.0,0.286,0.375,0.0,0.263,0.316,-0.053,1.2
2018,2017-18,American River,americanriver,danielarmendarezwn97,Daniel Armendarez,12,17,15,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1,0.0,0.0,0.0,0,2.0,9.0,0.0,,0.067,0.176,0.067,0.243,29.0,0.1,0.333,0.0,0.294,0.118,0.176,0.4
2018,2017-18,American River,americanriver,justinbejaranohl52,Justin Bejarano,34,123,109,10.0,27.0,7.0,0.0,1.0,17.0,1.0,1.0,9.0,26.0,37,3.0,1.0,1.0,8,2.0,23.0,28.0,0.821,0.248,0.317,0.413,0.73,88.0,0.313,0.237,0.008,0.211,0.073,0.138,0.346
2018,2017-18,American River,americanriver,justinborcharduyj1,Justin Borchard,27,63,56,4.0,16.0,1.0,0.0,2.0,8.0,0.0,0.0,6.0,21.0,23,1.0,0.0,0.0,3,1.0,6.0,13.0,0.462,0.286,0.365,0.464,0.829,100.0,0.424,0.095,0.032,0.333,0.095,0.238,0.286
2018,2017-18,American River,americanriver,justinhanlin1c49,Justin Hanlin,31,110,98,15.0,17.0,6.0,1.0,3.0,15.0,3.0,0.0,8.0,46.0,34,4.0,0.0,0.0,10,1.0,17.0,14.0,1.214,0.173,0.264,0.449,0.713,86.0,0.286,0.462,0.027,0.418,0.073,0.345,0.174
2018,2017-18,American River,americanriver,lanefieldq2dx,Lane Field,35,159,132,16.0,45.0,6.0,1.0,0.0,25.0,5.0,3.0,18.0,16.0,53,3.0,5.0,1.0,7,3.0,44.0,28.0,1.571,0.341,0.415,0.455,0.87,105.0,0.385,0.242,0.0,0.101,0.113,-0.012,1.125
2018,2017-18,American River,americanriver,loganhalld5r2,Logan Hall,27,104,93,14.0,29.0,2.0,3.0,0.0,11.0,5.0,1.0,5.0,31.0,37,4.0,0.0,2.0,5,0.0,21.0,11.0,1.909,0.312,0.365,0.452,0.817,99.0,0.453,0.368,0.0,0.298,0.048,0.25,0.161
2018,2017-18,American River,americanriver,mattclarkegd1c,Matt Clarke,39,172,154,19.0,36.0,7.0,0.0,0.0,18.0,2.0,3.0,4.0,14.0,43,7.0,4.0,3.0,7,4.0,51.0,50.0,1.02,0.234,0.273,0.325,0.598,72.0,0.252,0.404,0.0,0.081,0.023,0.058,0.286
2018,2017-18,American River,americanriver,nickhuddlestunir6y,Nick Huddlestun,28,98,82,10.0,16.0,2.0,0.0,0.0,10.0,0.0,2.0,11.0,10.0,18,2.0,2.0,1.0,2,0.0,22.0,36.0,0.611,0.195,0.296,0.244,0.54,65.0,0.219,0.345,0.0,0.102,0.112,-0.01,1.1
2018,2017-18,American River,americanriver,oscarholmberg3p9a,Oscar Holmberg,9,12,9,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2,1.0,0.0,0.0,0,0.0,1.0,3.0,0.333,0.222,0.417,0.222,0.639,77.0,0.333,0.2,0.0,0.25,0.167,0.083,0.667
2018,2017-18,American River,americanriver,rayhenryjb3q,Ray Henry,33,117,96,22.0,30.0,3.0,1.0,0.0,12.0,3.0,1.0,17.0,11.0,35,2.0,2.0,0.0,4,2.0,31.0,23.0,1.348,0.312,0.419,0.406,0.825,100.0,0.353,0.449,0.0,0.094,0.145,-0.051,1.545
2018,2017-18,American River,americanriver,ryanburdickbskk,Ryan Burdick,23,63,58,9.0,15.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,18.0,19,0.0,2.0,1.0,4,0.0,12.0,14.0,0.857,0.259,0.27,0.397,0.667,81.0,0.366,0.529,0.0,0.286,0.032,0.254,0.111
2018,2017-18,American River,americanriver,willfloydgrwh,Will Floyd,38,158,129,24.0,32.0,6.0,1.0,1.0,15.0,10.0,0.0,16.0,33.0,43,9.0,2.0,2.0,8,2.0,35.0,26.0,1.346,0.248,0.361,0.395,0.756,91.0,0.32,0.411,0.006,0.209,0.101,0.108,0.485
2018,2017-18,Antelope Valley,antelopevalley,anthonyparisiw52v,Anthony Parisi,3,14,11,4.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,6,0.0,0.0,0.0,2,1.0,4.0,1.0,4.0,0.364,0.5,0.727,1.227,148.0,0.4,0.571,0.0,0.071,0.214,-0.143,3.0
2018,2017-18,Antelope Valley,antelopevalley,blakeleidholdt7xjf,Blake Leidholdt,3,10,10,1.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7,0.0,0.0,0.0,2,0.0,3.0,2.0,1.5,0.5,0.5,0.9,1.4,169.0,0.5,0.2,0.0,0.0,0.0,0.0,
2018,2017-18,Antelope Valley,antelopevalley,carlosmartinez4uul,Carlos Martinez,1,2,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,121.0,0.5,1.0,0.0,0.0,0.0,0.0,
2018,2017-18,Antelope Valley,antelopevalley,danielgomez13tl,Daniel Gomez,3,12,9,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2,1.0,0.0,0.0,0,0.0,4.0,3.0,1.333,0.222,0.417,0.222,0.639,77.0,0.222,0.6,0.0,0.0,0.167,-0.167,
2018,2017-18,Antelope Valley,antelopevalley,daultonstanton0heh,Daulton Stanton,3,12,10,1.0,3.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,4.0,7,0.0,0.0,0.0,2,0.0,1.0,2.0,0.5,0.3,0.417,0.9,1.317,159.0,0.5,0.2,0.0,0.333,0.167,0.166,0.5
2018,2017-18,Antelope Valley,antelopevalley,eddiemarcottet4em,Eddie Marcotte,1,6,6,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,5,0.0,0.0,0.0,1,0.0,0.0,2.0,0.0,0.333,0.333,1.0,1.333,161.0,0.333,1.0,0.167,0.333,0.0,0.333,0.0
2018,2017-18,Antelope Valley,antelopevalley,ethanavantoafg,Ethan Avant,3,16,13,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,5,0.0,0.0,0.0,2,0.0,0.0,5.0,0.0,0.231,0.375,0.538,0.913,110.0,0.375,0.5,0.0,0.312,0.188,0.124,0.6
2018,2017-18,Antelope Valley,antelopevalley,joelamontotou,Joe Lamont,3,16,12,1.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,6,1.0,2.0,0.0,1,0.0,6.0,2.0,3.0,0.333,0.375,0.583,0.958,116.0,0.364,0.167,0.0,0.062,0.062,0.0,1.0
2018,2017-18,Antelope Valley,antelopevalley,johnreyesxclr,John Reyes,2,10,9,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4,0.0,0.0,0.0,1,0.0,2.0,4.0,0.5,0.333,0.4,0.556,0.956,115.0,0.333,0.5,0.0,0.0,0.1,-0.1,
2018,2017-18,Antelope Valley,antelopevalley,jonathancornish5hde,Jonathan Cornish,1,5,5,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.4,0.4,0.4,0.8,97.0,0.4,0.5,0.0,0.0,0.0,0.0,
2018,2017-18,Antelope Valley,antelopevalley,jorgevillalobosoghu,Jorge Villalobos,3,17,16,3.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,7,0.0,0.0,0.0,1,0.0,5.0,3.0,1.667,0.375,0.412,0.5,0.912,110.0,0.429,0.429,0.0,0.118,0.059,0.059,0.5
2018,2017-18,Antelope Valley,antelopevalley,kylelathrop5ndi,Kyle Lathrop,3,18,17,5.0,6.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,7,0.0,0.0,0.0,1,0.0,3.0,7.0,0.429,0.353,0.389,0.471,0.86,104.0,0.375,0.714,0.0,0.056,0.056,0.0,1.0
2018,2017-18,Antelope Valley,antelopevalley,rickyornelasycqe,Ricky Ornelas,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0
2018,2017-18,Antelope Valley,antelopevalley,trevormorrison6b53,Trevor Morrison,3,11,10,4.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,8,0.0,0.0,0.0,2,0.0,1.0,2.0,0.5,0.6,0.636,1.0,1.636,198.0,0.667,0.571,0.0,0.091,0.091,0.0,1.0
2018,2017-18,Bakersfield,bakersfield,ashantirosse89w,Ashanti Ross,34,145,119,22.0,37.0,3.0,0.0,0.0,15.0,12.0,2.0,12.0,25.0,40,3.0,7.0,4.0,3,1.0,35.0,24.0,1.458,0.311,0.359,0.361,0.72,87.0,0.378,0.423,0.0,0.172,0.083,0.089,0.48
2018,2017-18,Bakersfield,bakersfield,brantonjasparspbf,Branton Jaspar,10,16,15,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,4,0.0,0.0,0.0,1,1.0,2.0,5.0,0.4,0.2,0.25,0.333,0.583,70.0,0.3,0.25,0.0,0.312,0.062,0.25,0.2
2018,2017-18,Bakersfield,bakersfield,brycinhernandezth93,Brycin Hernandez,38,168,139,29.0,41.0,4.0,2.0,1.0,27.0,6.0,1.0,24.0,10.0,52,1.0,3.0,1.0,7,5.0,52.0,36.0,1.444,0.295,0.393,0.424,0.817,99.0,0.31,0.431,0.006,0.06,0.143,-0.083,2.4
2018,2017-18,Bakersfield,bakersfield,carsonwatsonj32o,Carson Watson,15,52,50,8.0,15.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,11.0,15,0.0,0.0,0.0,0,0.0,13.0,9.0,1.444,0.3,0.327,0.3,0.627,76.0,0.385,0.471,0.0,0.212,0.038,0.174,0.182
2018,2017-18,Bakersfield,bakersfield,colbyfreemane72k,Colby Freeman,23,61,54,7.0,14.0,2.0,1.0,0.0,10.0,0.0,1.0,2.0,12.0,18,3.0,1.0,1.0,3,1.0,15.0,16.0,0.938,0.259,0.311,0.389,0.7,85.0,0.326,0.368,0.0,0.197,0.033,0.164,0.167
2018,2017-18,Bakersfield,bakersfield,hectorruvalcabaib17,Hector Ruvalcaba,33,156,137,28.0,46.0,8.0,0.0,1.0,16.0,3.0,4.0,10.0,14.0,57,4.0,3.0,2.0,9,2.0,32.0,43.0,0.744,0.336,0.385,0.482,0.867,105.0,0.363,0.458,0.006,0.09,0.064,0.026,0.714
2018,2017-18,Bakersfield,bakersfield,isaacramosoemp,Isaac Ramos,16,41,32,7.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,5.0,6,0.0,1.0,0.0,0,0.0,10.0,10.0,1.0,0.188,0.341,0.188,0.529,64.0,0.222,0.5,0.0,0.122,0.195,-0.073,1.6
2018,2017-18,Bakersfield,bakersfield,jacobsanchez0s9y,Jacob Sanchez,21,60,51,9.0,12.0,1.0,0.0,0.0,5.0,3.0,0.0,4.0,12.0,13,3.0,1.0,1.0,1,1.0,10.0,12.0,0.833,0.235,0.317,0.275,0.592,71.0,0.3,0.474,0.0,0.2,0.067,0.133,0.333
2018,2017-18,Bakersfield,bakersfield,joepinedabs3d,Joe Pineda,33,135,116,25.0,33.0,8.0,2.0,0.0,17.0,6.0,3.0,8.0,30.0,45,9.0,2.0,0.0,10,1.0,28.0,21.0,1.333,0.284,0.37,0.474,0.844,102.0,0.384,0.5,0.0,0.222,0.059,0.163,0.267
2018,2017-18,Bakersfield,bakersfield,konnerdodgemg55,Konner Dodge,29,79,61,10.0,12.0,0.0,2.0,0.0,7.0,3.0,3.0,15.0,19.0,16,2.0,1.0,0.0,2,1.0,21.0,8.0,2.625,0.197,0.367,0.295,0.662,80.0,0.286,0.345,0.0,0.241,0.19,0.051,0.789
2018,2017-18,Bakersfield,bakersfield,kylewillmane5ag,Kyle Willman,36,166,132,29.0,44.0,7.0,0.0,0.0,30.0,7.0,2.0,17.0,20.0,51,12.0,1.0,4.0,7,6.0,32.0,36.0,0.889,0.333,0.44,0.439,0.879,106.0,0.379,0.397,0.0,0.12,0.102,0.018,0.85
2018,2017-18,Bakersfield,bakersfield,luisomphroyh0hu,Luis Omphroy,10,13,11,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1,1.0,0.0,0.0,0,0.0,2.0,4.0,0.5,0.091,0.231,0.091,0.322,39.0,0.143,0.0,0.0,0.308,0.077,0.231,0.25
2018,2017-18,Bakersfield,bakersfield,lukelewisiy0a,Luke Lewis,33,134,112,17.0,36.0,7.0,1.0,0.0,23.0,0.0,2.0,15.0,16.0,45,3.0,4.0,0.0,8,5.0,28.0,30.0,0.933,0.321,0.403,0.473,0.876,106.0,0.375,0.315,0.0,0.119,0.112,0.007,0.938
2018,2017-18,Bakersfield,bakersfield,ryandarbeew3s4,Ryan Darbee,31,121,107,20.0,29.0,3.0,1.0,0.0,18.0,3.0,2.0,7.0,22.0,34,4.0,3.0,0.0,4,1.0,26.0,27.0,0.963,0.271,0.331,0.355,0.686,83.0,0.341,0.5,0.0,0.182,0.058,0.124,0.318
2018,2017-18,Bakersfield,bakersfield,timbillingsley302o,Tim Billingsley,38,179,150,28.0,41.0,6.0,0.0,0.0,17.0,7.0,2.0,14.0,26.0,47,6.0,7.0,2.0,6,2.0,48.0,38.0,1.263,0.273,0.341,0.353,0.694,84.0,0.325,0.459,0.0,0.145,0.078,0.067,0.538
2018,2017-18,Bakersfield,bakersfield,treyharmon13vb,Trey Harmon,14,41,37,2.0,9.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,9.0,10,1.0,0.0,0.0,1,1.0,12.0,6.0,2.0,0.243,0.317,0.297,0.614,74.0,0.321,0.154,0.0,0.22,0.073,0.147,0.333
2018,2017-18,Bakersfield,bakersfield,zachwilliamsfqjh,Zach Williams,42,202,154,40.0,51.0,6.0,5.0,3.0,32.0,13.0,4.0,35.0,29.0,76,11.0,2.0,0.0,14,4.0,39.0,31.0,1.258,0.331,0.48,0.584,1.064,129.0,0.393,0.394,0.015,0.144,0.173,-0.029,1.207
2018,2017-18,Barstow,barstow,alexpenaypfw,Alex Pena,4,4,3,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1,0.0,1.0,0.0,0,0.0,1.0,0.0,,0.333,0.25,0.333,0.583,70.0,1.0,2.0,0.0,0.5,0.0,0.5,0.0
2018,2017-18,Barstow,barstow,alfreddelsangrofjz4,Alfred DelSangro,36,120,100,14.0,24.0,6.0,0.0,0.0,15.0,0.0,0.0,12.0,28.0,30,3.0,2.0,3.0,6,2.0,24.0,24.0,1.0,0.24,0.325,0.36,0.685,83.0,0.32,0.359,0.0,0.233,0.1,0.133,0.429
2018,2017-18,Barstow,barstow,antoniogaxiolajbev,Antonio Gaxiola,34,142,117,13.0,45.0,8.0,0.0,1.0,37.0,0.0,1.0,18.0,22.0,56,3.0,1.0,3.0,9,3.0,30.0,19.0,1.579,0.385,0.465,0.556,1.021,123.0,0.454,0.185,0.007,0.155,0.127,0.028,0.818
2018,2017-18,Barstow,barstow,dylanbradfordgjhm,Dylan Bradford,3,10,9,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0.0,0.0,0.0,0,0.0,2.0,1.0,2.0,0.444,0.5,0.444,0.944,114.0,0.5,0.2,0.0,0.1,0.1,0.0,1.0
2018,2017-18,Barstow,barstow,jathansibalnfsi,Jathan Sibal,27,77,70,11.0,18.0,3.0,0.0,0.0,4.0,4.0,1.0,2.0,15.0,21,3.0,2.0,0.0,3,3.0,18.0,19.0,0.947,0.257,0.299,0.343,0.642,78.0,0.327,0.478,0.0,0.195,0.026,0.169,0.133
2018,2017-18,Barstow,barstow,joshtorranceqfhe,Josh Torrance,4,11,8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,2.0,1.0,0.0,0,0.0,3.0,2.0,1.5,0.25,0.364,0.25,0.614,74.0,0.333,0.25,0.0,0.182,0.0,0.182,0.0
2018,2017-18,Barstow,barstow,judahwilbur5kzg,Judah Wilbur,40,188,160,41.0,63.0,16.0,3.0,2.0,31.0,6.0,0.0,22.0,20.0,91,4.0,1.0,1.0,21,5.0,31.0,40.0,0.775,0.394,0.473,0.7,1.173,142.0,0.439,0.448,0.011,0.106,0.117,-0.011,1.1
2018,2017-18,Barstow,barstow,kagenkennedyz0m5,Kagen Kennedy,2,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0,0.0,2.0,2.0,1.0,0.0,0.167,0.0,0.167,20.0,0.0,0.0,0.0,0.167,0.167,0.0,1.0
2018,2017-18,Barstow,barstow,mattvanderbergw66k,Matt Vanderberg,27,63,47,6.0,10.0,2.0,0.0,1.0,10.0,0.0,0.0,10.0,10.0,15,5.0,1.0,0.0,3,1.0,9.0,17.0,0.529,0.213,0.397,0.383,0.78,94.0,0.25,0.208,0.016,0.159,0.159,0.0,1.0
2018,2017-18,Barstow,barstow,nickcaswellz04q,Nick Caswell,4,20,19,5.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,3.0,8,0.0,1.0,0.0,0,1.0,4.0,4.0,1.0,0.421,0.4,0.421,0.821,99.0,0.5,0.625,0.0,0.15,0.0,0.15,0.0
2018,2017-18,Barstow,barstow,nickstevenspxwh,Nick Stevens,3,14,12,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4,0.0,0.0,0.0,1,2.0,4.0,2.0,2.0,0.25,0.357,0.417,0.774,93.0,0.273,0.8,0.0,0.071,0.143,-0.072,2.0
2018,2017-18,Barstow,barstow,richardesquivel0qgn,Richard Esquivel,2,6,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0,0.0,2.0,1.0,2.0,0.2,0.333,0.2,0.533,64.0,0.2,0.5,0.0,0.0,0.0,0.0,
2018,2017-18,Barstow,barstow,thomaskeller4d4w,Thomas Keller,2,7,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0,0.0,2.0,1.0,2.0,0.2,0.429,0.2,0.629,76.0,0.25,0.333,0.0,0.143,0.286,-0.143,2.0
