season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2016,2015-16,Allan Hancock,allanhancock,billdalyu8po,Bill Daly,9,16,13,1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,7,0.0,0.0,0.0,1,0.0,3.0,2.0,1.5,0.385,0.5,0.615,1.115,140.0,0.5,0.125,0.0,0.188,0.188,0.0,1.0
2016,2015-16,Allan Hancock,allanhancock,carvertippittemw0,Carver Tippitt,20,37,29,3.0,7.0,2.0,0.0,0.0,6.0,2.0,0.0,2.0,2.0,9,1.0,5.0,0.0,2,2.0,10.0,14.0,0.714,0.241,0.27,0.379,0.649,82.0,0.259,0.3,0.0,0.054,0.054,0.0,1.0
2016,2015-16,Allan Hancock,allanhancock,christaitaguelmvc,Chris Taitague,16,46,41,7.0,8.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,9.0,10,1.0,1.0,1.0,2,0.0,12.0,11.0,1.091,0.195,0.239,0.293,0.532,67.0,0.242,0.636,0.0,0.196,0.043,0.153,0.222
2016,2015-16,Allan Hancock,allanhancock,colbybarrickpion,Colby Barrick,32,147,116,37.0,45.0,9.0,5.0,5.0,24.0,13.0,2.0,22.0,25.0,79,6.0,3.0,0.0,19,0.0,22.0,21.0,1.048,0.388,0.497,0.845,1.342,169.0,0.465,0.471,0.034,0.17,0.15,0.02,0.88
2016,2015-16,Allan Hancock,allanhancock,coltonstudebakerdrfv,Colton Studebaker,34,152,125,22.0,35.0,6.0,1.0,0.0,24.0,7.0,8.0,13.0,18.0,43,4.0,8.0,2.0,7,1.0,44.0,31.0,1.419,0.28,0.342,0.4,0.742,93.0,0.321,0.423,0.0,0.118,0.086,0.032,0.722
2016,2015-16,Allan Hancock,allanhancock,danielcurielkw61,Daniel Curiel,1,4,3,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0,0.0,1.0,0.0,,0.333,0.5,0.333,0.833,105.0,0.333,0.5,0.0,0.0,0.25,-0.25,
2016,2015-16,Allan Hancock,allanhancock,hunterchristensen4ul9,Hunter Christensen,33,125,115,17.0,34.0,10.0,3.0,2.0,14.0,1.0,1.0,9.0,25.0,56,1.0,0.0,0.0,15,4.0,28.0,18.0,1.556,0.296,0.352,0.617,0.969,122.0,0.364,0.357,0.016,0.2,0.072,0.128,0.36
2016,2015-16,Allan Hancock,allanhancock,isaiahramos7gwi,Isaiah Ramos,19,8,7,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.143,0.25,0.143,0.393,49.0,0.25,1.0,0.0,0.375,0.125,0.25,0.333
2016,2015-16,Allan Hancock,allanhancock,jacobtonasciayq3z,Jacob Tonascia,36,158,139,16.0,41.0,13.0,2.0,4.0,31.0,0.0,0.0,12.0,51.0,70,5.0,0.0,2.0,19,3.0,19.0,19.0,1.0,0.295,0.367,0.64,1.007,127.0,0.43,0.222,0.025,0.323,0.076,0.247,0.235
2016,2015-16,Allan Hancock,allanhancock,jamesfitzmauriceff3d,James Fitzmaurice,15,33,29,6.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,10.0,8,1.0,0.0,0.0,2,1.0,2.0,7.0,0.286,0.207,0.303,0.345,0.648,81.0,0.316,0.6,0.0,0.303,0.091,0.212,0.3
2016,2015-16,Allan Hancock,allanhancock,jeremyterronesuns6,Jeremy Terrones,13,27,26,1.0,5.0,2.0,1.0,0.0,4.0,0.0,1.0,1.0,7.0,9,0.0,0.0,0.0,3,1.0,4.0,9.0,0.444,0.192,0.222,0.462,0.684,86.0,0.263,0.167,0.0,0.259,0.037,0.222,0.143
2016,2015-16,Allan Hancock,allanhancock,justindaraban8c6o,Justin Daraban,28,97,84,10.0,22.0,3.0,0.0,0.0,9.0,1.0,2.0,6.0,13.0,25,0.0,6.0,1.0,3,4.0,33.0,18.0,1.833,0.262,0.289,0.333,0.622,78.0,0.306,0.357,0.0,0.134,0.062,0.072,0.462
