season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2017,2016-17,Allan Hancock,allanhancock,brandondavis45lz,Brandon Davis,17,36,32,7.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,7.0,4,0.0,0.0,0.0,0,0.0,10.0,7.0,1.429,0.125,0.222,0.125,0.347,43.0,0.16,0.875,0.0,0.194,0.111,0.083,0.571
2017,2016-17,Allan Hancock,allanhancock,brendangomez955x,Brendan Gomez,34,121,106,15.0,24.0,1.0,0.0,2.0,15.0,5.0,2.0,5.0,17.0,31,6.0,2.0,2.0,3,1.0,34.0,32.0,1.062,0.226,0.289,0.321,0.61,76.0,0.247,0.394,0.017,0.14,0.041,0.099,0.294
2017,2016-17,Allan Hancock,allanhancock,briandowellffb3,Brian Dowell,18,58,53,6.0,13.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,21.0,15,2.0,0.0,0.0,2,0.0,7.0,11.0,0.636,0.245,0.31,0.321,0.631,78.0,0.406,0.333,0.0,0.362,0.052,0.31,0.143
2017,2016-17,Allan Hancock,allanhancock,chadjonesiiao,Chad Jones,17,51,45,7.0,13.0,2.0,0.0,0.0,7.0,1.0,1.0,2.0,15.0,15,2.0,2.0,0.0,2,0.0,8.0,11.0,0.727,0.289,0.333,0.378,0.711,88.0,0.433,0.412,0.0,0.294,0.039,0.255,0.133
2017,2016-17,Allan Hancock,allanhancock,christaitagueged9,Chris Taitague,31,98,86,16.0,21.0,6.0,1.0,1.0,12.0,2.0,2.0,8.0,26.0,32,2.0,2.0,0.0,8,1.0,17.0,23.0,0.739,0.244,0.316,0.465,0.781,97.0,0.339,0.5,0.01,0.265,0.082,0.183,0.308
2017,2016-17,Allan Hancock,allanhancock,cordellbowier6nh,Cordell Bowie,19,50,41,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,8.0,22.0,7,1.0,0.0,0.0,2,0.0,10.0,4.0,2.5,0.122,0.28,0.22,0.5,62.0,0.263,0.214,0.0,0.44,0.16,0.28,0.364
2017,2016-17,Allan Hancock,allanhancock,danielcuriel03n0,Daniel Curiel,37,164,138,24.0,36.0,11.0,0.0,0.0,12.0,11.0,1.0,17.0,32.0,47,4.0,4.0,1.0,11,4.0,32.0,37.0,0.865,0.261,0.348,0.42,0.768,95.0,0.336,0.421,0.0,0.195,0.104,0.091,0.531
2017,2016-17,Allan Hancock,allanhancock,dylanmaiden3d8i,Dylan Maiden,30,110,100,23.0,27.0,3.0,2.0,1.0,20.0,3.0,0.0,7.0,18.0,37,3.0,0.0,0.0,6,1.0,18.0,33.0,0.545,0.27,0.336,0.43,0.766,95.0,0.321,0.611,0.009,0.164,0.064,0.1,0.389
2017,2016-17,Allan Hancock,allanhancock,jeremyterronesuyw4,Jeremy Terrones,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
2017,2016-17,Allan Hancock,allanhancock,joshharmonayba2x,Josh Harmonay,40,188,154,29.0,46.0,12.0,1.0,1.0,26.0,5.0,0.0,25.0,22.0,63,8.0,0.0,1.0,14,2.0,33.0,47.0,0.702,0.299,0.42,0.5,0.92,114.0,0.341,0.359,0.005,0.117,0.133,-0.016,1.136
