season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2022,2021-22,Allan Hancock,allanhancock,brayannunez3np0,Brayan Nunez,23,52,37,6.0,8.0,0.0,0.0,1.0,11.0,0.0,0.0,12.0,9.0,11,1.0,1.0,1.0,1,1.0,8.0,14.0,0.571,0.216,0.404,0.324,0.728,83.0,0.25,0.25,0.019,0.173,0.231,-0.058,1.333
2022,2021-22,Allan Hancock,allanhancock,caelandalmank46c,Caelan Dalman,23,72,57,12.0,16.0,5.0,0.0,0.0,11.0,5.0,0.0,15.0,16.0,21,0.0,0.0,0.0,5,1.0,8.0,16.0,0.5,0.281,0.431,0.456,0.887,102.0,0.39,0.387,0.0,0.222,0.208,0.014,0.938
2022,2021-22,Allan Hancock,allanhancock,dylanhowellwxyp,Dylan Howell,29,59,48,9.0,13.0,3.0,1.0,0.0,11.0,1.0,0.0,10.0,14.0,18,0.0,1.0,0.0,4,0.0,5.0,16.0,0.312,0.271,0.39,0.458,0.848,97.0,0.382,0.391,0.0,0.237,0.169,0.068,0.714
2022,2021-22,Allan Hancock,allanhancock,evansteinbergerbb1i,Evan Steinberger,36,155,134,23.0,48.0,3.0,1.0,2.0,31.0,7.0,4.0,14.0,20.0,59,4.0,2.0,1.0,6,2.0,35.0,30.0,1.167,0.358,0.426,0.485,0.911,104.0,0.407,0.328,0.013,0.129,0.09,0.039,0.7
2022,2021-22,Allan Hancock,allanhancock,jacksonstahlqbh4,Jackson Stahl,11,12,10,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4,1.0,0.0,0.0,2,1.0,4.0,0.0,,0.2,0.333,0.6,0.933,107.0,0.25,0.5,0.0,0.167,0.083,0.084,0.5
2022,2021-22,Allan Hancock,allanhancock,jacobortegajmnn,Jacob Ortega,37,128,116,20.0,24.0,7.0,1.0,2.0,13.0,3.0,0.0,10.0,23.0,39,1.0,0.0,1.0,10,0.0,15.0,53.0,0.283,0.207,0.273,0.422,0.695,80.0,0.239,0.545,0.016,0.18,0.078,0.102,0.435
2022,2021-22,Allan Hancock,allanhancock,jacobruleype4d,Jacob Ruley,40,159,119,24.0,31.0,3.0,3.0,2.0,24.0,7.0,1.0,28.0,21.0,46,2.0,6.0,4.0,8,4.0,29.0,47.0,0.617,0.261,0.384,0.454,0.838,96.0,0.29,0.373,0.013,0.132,0.176,-0.044,1.333
2022,2021-22,Allan Hancock,allanhancock,jacobsteels2tno,Jacob Steels,40,200,166,45.0,69.0,9.0,9.0,3.0,33.0,27.0,1.0,20.0,18.0,105,11.0,2.0,1.0,21,2.0,34.0,42.0,0.81,0.416,0.5,0.759,1.259,144.0,0.452,0.433,0.015,0.09,0.1,-0.01,1.111
2022,2021-22,Allan Hancock,allanhancock,joeyfreitasdqgp,Joey Freitas,40,189,168,30.0,49.0,6.0,3.0,1.0,28.0,7.0,3.0,12.0,18.0,64,4.0,4.0,1.0,10,7.0,55.0,45.0,1.222,0.292,0.344,0.44,0.784,90.0,0.32,0.453,0.005,0.095,0.063,0.032,0.667
2022,2021-22,Allan Hancock,allanhancock,kalubramireza28r,Kalub Ramirez,36,147,128,32.0,35.0,10.0,0.0,1.0,24.0,6.0,1.0,9.0,21.0,48,7.0,0.0,3.0,11,2.0,37.0,29.0,1.276,0.273,0.347,0.461,0.808,93.0,0.312,0.62,0.007,0.143,0.061,0.082,0.429
2022,2021-22,Allan Hancock,allanhancock,lukewenzeln2ft,Luke Wenzel,19,65,44,16.0,11.0,5.0,0.0,0.0,10.0,0.0,0.0,14.0,11.0,16,7.0,0.0,0.0,5,2.0,11.0,8.0,1.375,0.25,0.492,0.477,0.969,111.0,0.333,0.5,0.0,0.169,0.215,-0.046,1.273
2022,2021-22,Allan Hancock,allanhancock,matthewgonzales7jur,Matthew Gonzales,13,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0,0.0,1.0,0.0,,,0.0,,,,,,0.0,0.0,0.0,0.0,
2022,2021-22,Allan Hancock,allanhancock,michaeltackettg94o,Michael Tackett,15,20,17,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6,0.0,0.0,0.0,1,1.0,8.0,3.0,2.667,0.294,0.4,0.412,0.812,93.0,0.294,0.125,0.0,0.0,0.15,-0.15,
2022,2021-22,Allan Hancock,allanhancock,parkerhaskellkvwm,Parker Haskell,34,139,112,22.0,33.0,4.0,0.0,7.0,26.0,1.0,1.0,26.0,25.0,58,0.0,0.0,1.0,11,0.0,28.0,26.0,1.077,0.295,0.424,0.616,1.04,119.0,0.321,0.288,0.05,0.18,0.187,-0.007,1.04
2022,2021-22,Allan Hancock,allanhancock,trentonpallasrjr7,Trenton Pallas,24,75,62,22.0,22.0,5.0,0.0,1.0,11.0,6.0,2.0,7.0,9.0,30,3.0,2.0,1.0,6,0.0,14.0,16.0,0.875,0.355,0.427,0.581,1.008,115.0,0.396,0.677,0.013,0.12,0.093,0.027,0.778
2022,2021-22,Allan Hancock,allanhancock,vanceserranovt54,Vance Serrano,26,32,28,4.0,6.0,1.0,0.0,0.0,6.0,1.0,0.0,3.0,5.0,7,0.0,0.0,1.0,1,1.0,12.0,5.0,2.4,0.214,0.281,0.286,0.567,65.0,0.25,0.444,0.0,0.156,0.094,0.062,0.6
2022,2021-22,Allan Hancock,allanhancock,vanderhodgesqaqu,Vander Hodges,36,134,119,23.0,35.0,10.0,2.0,0.0,21.0,2.0,3.0,8.0,16.0,49,3.0,3.0,1.0,12,4.0,40.0,25.0,1.6,0.294,0.343,0.513,0.856,98.0,0.337,0.5,0.0,0.119,0.06,0.059,0.5
2022,2021-22,Allan Hancock,allanhancock,zachmartinezcbsc,Zach Martinez,21,51,42,12.0,11.0,2.0,0.0,0.0,9.0,0.0,1.0,5.0,13.0,13,1.0,3.0,0.0,2,0.0,14.0,6.0,2.333,0.262,0.333,0.357,0.69,79.0,0.379,0.706,0.0,0.255,0.098,0.157,0.385
2022,2021-22,American River,americanriver,alejandrobelolqkm,Alejandro Belo,29,122,111,9.0,33.0,3.0,0.0,0.0,8.0,0.0,0.0,7.0,14.0,36,1.0,1.0,2.0,3,3.0,32.0,32.0,1.0,0.297,0.336,0.351,0.687,79.0,0.333,0.22,0.0,0.115,0.057,0.058,0.5
2022,2021-22,American River,americanriver,blakeyuyamaszcq,Blake Yuyama,32,137,116,24.0,33.0,6.0,2.0,1.0,17.0,5.0,3.0,13.0,26.0,46,4.0,1.0,3.0,9,3.0,32.0,30.0,1.067,0.284,0.365,0.474,0.839,96.0,0.348,0.469,0.007,0.19,0.095,0.095,0.5
