season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2012,2011-12,Allan Hancock,allanhancock,andrewclarkj6qo,Andrew Clark,35,164,134,31.0,35.0,3.0,1.0,0.0,10.0,7.0,0.0,22.0,23.0,40,2.0,5.0,1.0,4,3.0,49.0,28.0,1.75,0.261,0.36,0.328,0.688,89.0,0.312,0.525,0.0,0.14,0.134,0.006,0.957
2012,2011-12,Allan Hancock,allanhancock,cesarcatibayanrzgz,Cesar Catibayan,20,19,16,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,3,0.0,1.0,0.0,1,3.0,6.0,3.0,2.0,0.125,0.211,0.25,0.461,60.0,0.182,1.0,0.0,0.263,0.105,0.158,0.4
2012,2011-12,Allan Hancock,allanhancock,chrishernandezzg5m,Chris Hernandez,30,136,97,22.0,23.0,3.0,0.0,1.0,8.0,1.0,2.0,30.0,12.0,29,1.0,8.0,0.0,4,1.0,30.0,37.0,0.811,0.237,0.397,0.34,0.737,96.0,0.262,0.396,0.007,0.088,0.221,-0.133,2.5
2012,2011-12,Allan Hancock,allanhancock,danielmalloryej4j,Daniel Mallory,36,157,140,25.0,42.0,12.0,1.0,5.0,27.0,2.0,1.0,14.0,29.0,71,2.0,1.0,0.0,18,7.0,31.0,36.0,0.861,0.3,0.369,0.636,1.005,131.0,0.349,0.377,0.032,0.185,0.089,0.096,0.483
2012,2011-12,Allan Hancock,allanhancock,jacobcanoq7ml,Jacob Cano,35,160,136,31.0,53.0,11.0,1.0,4.0,45.0,4.0,3.0,15.0,10.0,78,4.0,1.0,4.0,16,5.0,41.0,34.0,1.206,0.39,0.45,0.691,1.141,148.0,0.389,0.397,0.025,0.062,0.094,-0.032,1.5
2012,2011-12,Allan Hancock,allanhancock,mikefoleyzd3k,Mike Foley,31,119,101,11.0,27.0,5.0,0.0,0.0,15.0,2.0,1.0,11.0,24.0,32,3.0,3.0,1.0,5,2.0,20.0,30.0,0.667,0.267,0.345,0.366,0.711,92.0,0.346,0.268,0.0,0.202,0.092,0.11,0.458
2012,2011-12,Allan Hancock,allanhancock,mitchehollingsworthiewb,Mitche Hollingsworth,25,108,85,10.0,19.0,3.0,0.0,1.0,10.0,2.0,1.0,12.0,19.0,25,1.0,10.0,0.0,4,1.0,23.0,30.0,0.767,0.224,0.296,0.341,0.637,83.0,0.277,0.29,0.009,0.176,0.111,0.065,0.632
2012,2011-12,Allan Hancock,allanhancock,mitchellangelonix3wf,Mitchell Angeloni,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,1.0,,,,,0.0,0.0,0.0,1.0,-1.0,
2012,2011-12,Allan Hancock,allanhancock,nichayzj8u,Nic Hay,19,52,49,4.0,9.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,11.0,11,1.0,0.0,2.0,2,3.0,14.0,17.0,0.824,0.184,0.192,0.265,0.457,59.0,0.225,0.4,0.0,0.212,0.0,0.212,0.0
2012,2011-12,Allan Hancock,allanhancock,nicktaitagueaebg,Nick Taitague,10,17,11,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,3,2.0,0.0,0.0,0,0.0,4.0,1.0,4.0,0.273,0.529,0.273,0.802,104.0,0.375,0.444,0.0,0.176,0.235,-0.059,1.333
2012,2011-12,Allan Hancock,allanhancock,riverstevens4ei8,River Stevens,36,167,136,33.0,61.0,6.0,1.0,3.0,27.0,14.0,1.0,25.0,9.0,78,2.0,1.0,3.0,10,4.0,27.0,41.0,0.659,0.449,0.527,0.647,1.174,152.0,0.457,0.353,0.018,0.054,0.15,-0.096,2.778
2012,2011-12,Allan Hancock,allanhancock,rogerguillenqg93,Roger Guillen,6,19,16,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,4,1.0,0.0,0.0,1,0.0,4.0,3.0,1.333,0.188,0.316,0.312,0.628,82.0,0.3,0.167,0.0,0.316,0.105,0.211,0.333
2012,2011-12,Allan Hancock,allanhancock,sethspearsv4jb,Seth Spears,17,39,32,3.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,14.0,5,3.0,0.0,0.0,1,0.0,9.0,7.0,1.286,0.062,0.231,0.188,0.419,54.0,0.059,0.25,0.026,0.359,0.103,0.256,0.286
