season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,2013-14,Allan Hancock,allanhancock,angelgonzalezsgn8,Angel Gonzalez,21,67,47,4.0,9.0,2.0,0.0,0.0,8.0,0.0,0.0,13.0,14.0,11,2.0,4.0,1.0,2,3.0,14.0,14.0,1.0,0.191,0.358,0.277,0.635,86.0,0.265,0.167,0.0,0.209,0.194,0.015,0.929
2014,2013-14,Allan Hancock,allanhancock,angelguillenvx66,Angel Guillen,26,89,77,12.0,25.0,4.0,0.0,0.0,7.0,3.0,2.0,4.0,15.0,29,3.0,4.0,1.0,4,0.0,12.0,27.0,0.444,0.325,0.36,0.429,0.789,107.0,0.397,0.375,0.0,0.169,0.045,0.124,0.267
2014,2013-14,Allan Hancock,allanhancock,brooksfagesohpk,Brooks Fages,26,88,75,6.0,19.0,2.0,0.0,0.0,6.0,1.0,0.0,8.0,12.0,21,2.0,2.0,1.0,2,1.0,22.0,24.0,0.917,0.253,0.33,0.307,0.637,86.0,0.297,0.207,0.0,0.136,0.091,0.045,0.667
2014,2013-14,Allan Hancock,allanhancock,cameronketchenuuey,Cameron Ketchen,36,154,118,18.0,32.0,11.0,2.0,1.0,23.0,5.0,3.0,30.0,42.0,50,3.0,1.0,2.0,14,1.0,20.0,21.0,0.952,0.271,0.422,0.542,0.964,130.0,0.403,0.266,0.006,0.273,0.195,0.078,0.714
2014,2013-14,Allan Hancock,allanhancock,caymanhoggardkdft,Cayman Hoggard,17,57,50,4.0,10.0,1.0,0.0,1.0,7.0,0.0,0.0,3.0,15.0,14,2.0,0.0,2.0,2,2.0,11.0,14.0,0.786,0.2,0.263,0.32,0.583,79.0,0.25,0.214,0.018,0.263,0.053,0.21,0.2
2014,2013-14,Allan Hancock,allanhancock,chriscuriel7mrz,Chris Curiel,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0.0,0.0,0.25,0.0,0.25,34.0,0.0,0.0,0.0,0.0,0.25,-0.25,
2014,2013-14,Allan Hancock,allanhancock,evanaguilare2mo,Evan Aguilar,35,128,110,19.0,23.0,2.0,1.0,0.0,9.0,3.0,0.0,10.0,27.0,27,0.0,6.0,2.0,3,0.0,30.0,32.0,0.938,0.209,0.258,0.273,0.531,72.0,0.271,0.576,0.0,0.211,0.078,0.133,0.37
2014,2013-14,Allan Hancock,allanhancock,felipegonzalezo0ki,Felipe Gonzalez,41,186,152,21.0,47.0,7.0,2.0,0.0,28.0,0.0,3.0,28.0,14.0,58,0.0,2.0,4.0,9,5.0,51.0,44.0,1.159,0.309,0.403,0.441,0.844,114.0,0.331,0.28,0.0,0.075,0.151,-0.076,2.0
2014,2013-14,Allan Hancock,allanhancock,jacobwitkowskimfaj,Jacob Witkowski,41,198,164,31.0,43.0,5.0,1.0,1.0,22.0,9.0,1.0,25.0,40.0,53,5.0,3.0,1.0,7,3.0,34.0,46.0,0.739,0.262,0.369,0.366,0.735,99.0,0.339,0.417,0.005,0.202,0.126,0.076,0.625
2014,2013-14,Allan Hancock,allanhancock,jakepeters2xur,Jake Peters,7,5,5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0.0,0.0,0.0,1,0.0,2.0,0.0,,0.2,0.2,0.6,0.8,108.0,0.333,0.0,0.0,0.4,0.0,0.4,0.0
2014,2013-14,Allan Hancock,allanhancock,kylesmith9mdd,Kyle Smith,34,93,70,8.0,8.0,1.0,1.0,0.0,11.0,3.0,0.0,10.0,28.0,11,4.0,7.0,2.0,2,1.0,22.0,19.0,1.158,0.114,0.237,0.186,0.423,57.0,0.182,0.364,0.0,0.301,0.108,0.193,0.357
2014,2013-14,Allan Hancock,allanhancock,mattwatkinsj55g,Matt Watkins,4,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.333,0.0,0.333,45.0,0.0,0.0,0.0,0.0,0.333,-0.333,
2014,2013-14,Allan Hancock,allanhancock,rogerguillen4l52,Roger Guillen,29,80,70,16.0,14.0,3.0,1.0,0.0,3.0,1.0,0.0,7.0,18.0,19,2.0,1.0,0.0,4,0.0,12.0,27.0,0.444,0.2,0.288,0.329,0.617,83.0,0.269,0.696,0.0,0.225,0.088,0.137,0.389
2014,2013-14,Allan Hancock,allanhancock,ronregaladoevbf,Ron Regalado,28,64,49,3.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,15.0,8,4.0,1.0,1.0,0,1.0,14.0,13.0,1.077,0.163,0.328,0.163,0.491,66.0,0.229,0.143,0.0,0.234,0.141,0.093,0.6
2014,2013-14,Allan Hancock,allanhancock,ryanbendele23cf,Ryan Bendele,37,163,144,14.0,49.0,9.0,0.0,0.0,23.0,5.0,7.0,8.0,20.0,58,5.0,3.0,3.0,9,3.0,31.0,44.0,0.705,0.34,0.38,0.465,0.845,114.0,0.386,0.226,0.0,0.123,0.049,0.074,0.4
2014,2013-14,Allan Hancock,allanhancock,ryanwelkerbbm3,Ryan Welker,41,185,143,39.0,51.0,4.0,2.0,0.0,20.0,11.0,1.0,26.0,16.0,59,9.0,6.0,1.0,6,5.0,41.0,36.0,1.139,0.357,0.465,0.455,0.92,124.0,0.398,0.453,0.0,0.086,0.141,-0.055,1.625
2014,2013-14,Allan Hancock,allanhancock,troyprober09kf,Troy Prober,11,8,7,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1,0.0,0.0,0.0,0,0.0,1.0,2.0,0.5,0.143,0.25,0.143,0.393,53.0,0.25,1.0,0.0,0.375,0.125,0.25,0.333
2014,2013-14,Allan Hancock,allanhancock,zachnymanzo0c,Zach Nyman,24,78,61,17.0,22.0,0.0,1.0,0.0,5.0,6.0,1.0,6.0,9.0,24,7.0,4.0,0.0,1,1.0,24.0,9.0,2.667,0.361,0.449,0.41,0.859,116.0,0.423,0.486,0.0,0.115,0.077,0.038,0.667
2014,2013-14,American River,americanriver,ajphillipshc5v,AJ Phillips,34,143,117,13.0,26.0,2.0,2.0,0.0,8.0,16.0,1.0,15.0,16.0,32,4.0,5.0,2.0,4,1.0,49.0,28.0,1.75,0.222,0.315,0.308,0.623,84.0,0.252,0.289,0.0,0.112,0.105,0.007,0.938
2014,2013-14,American River,americanriver,alexgaskinkoqp,Alex Gaskin,31,105,94,8.0,27.0,5.0,1.0,0.0,6.0,0.0,1.0,5.0,23.0,34,2.0,4.0,0.0,6,2.0,24.0,21.0,1.143,0.287,0.324,0.426,0.75,101.0,0.38,0.235,0.0,0.219,0.048,0.171,0.217
2014,2013-14,American River,americanriver,austincall5qjg,Austin Call,31,122,101,7.0,17.0,4.0,0.0,0.0,5.0,3.0,0.0,11.0,17.0,21,9.0,1.0,0.0,4,3.0,34.0,31.0,1.097,0.168,0.303,0.248,0.551,74.0,0.202,0.189,0.0,0.139,0.09,0.049,0.647
2014,2013-14,American River,americanriver,brandonraposavnb9,Brandon Raposa,21,64,57,6.0,15.0,1.0,1.0,0.0,5.0,5.0,0.0,7.0,17.0,18,0.0,0.0,0.0,2,0.0,9.0,14.0,0.643,0.263,0.344,0.351,0.695,94.0,0.375,0.273,0.0,0.266,0.109,0.157,0.412
2014,2013-14,American River,americanriver,coleebnerorrt,Cole Ebner,32,128,113,7.0,30.0,3.0,0.0,0.0,13.0,3.0,2.0,11.0,32.0,33,2.0,1.0,1.0,3,2.0,25.0,24.0,1.042,0.265,0.336,0.319,0.655,89.0,0.366,0.163,0.0,0.25,0.086,0.164,0.344
2014,2013-14,American River,americanriver,coltonfreemanxkux,Colton Freeman,21,38,32,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,10.0,4,2.0,0.0,0.0,0,0.0,14.0,4.0,3.5,0.125,0.263,0.125,0.388,52.0,0.182,0.2,0.0,0.263,0.105,0.158,0.4
2014,2013-14,American River,americanriver,jamesboitanoeua6,James Boitano,10,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0,1.0,0.0,0.0,0,1.0,3.0,2.0,1.5,0.0,0.182,0.0,0.182,25.0,0.0,0.0,0.0,0.364,0.091,0.273,0.25
2014,2013-14,American River,americanriver,jimmylunardelli751x,Jimmy Lunardelli,22,53,46,3.0,9.0,2.0,0.0,0.0,4.0,2.0,0.0,6.0,17.0,11,0.0,0.0,1.0,2,1.0,7.0,11.0,0.636,0.196,0.283,0.283,0.566,76.0,0.3,0.2,0.0,0.321,0.113,0.208,0.353
2014,2013-14,American River,americanriver,joewilliamsn6yk,Joe Williams,27,105,92,6.0,25.0,7.0,0.0,0.0,9.0,0.0,0.0,3.0,13.0,32,4.0,4.0,2.0,7,4.0,29.0,27.0,1.074,0.272,0.305,0.424,0.729,99.0,0.309,0.188,0.0,0.124,0.029,0.095,0.231
