season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2013,2012-13,Allan Hancock,allanhancock,angelgonzalezjydv,Angel Gonzalez,10,12,7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0,1.0,1.0,0.0,0,0.0,4.0,3.0,1.333,0.0,0.333,0.0,0.333,44.0,0.0,0.25,0.0,0.083,0.25,-0.167,3.0
2013,2012-13,Allan Hancock,allanhancock,codythompson9cv6,Cody Thompson,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,
2013,2012-13,Allan Hancock,allanhancock,felipegonzalezv7bt,Felipe Gonzalez,35,156,134,19.0,47.0,9.0,1.0,2.0,35.0,2.0,1.0,16.0,10.0,64,3.0,1.0,2.0,12,3.0,36.0,41.0,0.878,0.351,0.423,0.567,0.99,132.0,0.363,0.266,0.013,0.064,0.103,-0.039,1.6
2013,2012-13,Allan Hancock,allanhancock,georgecurielvmab,George Curiel,5,5,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6,0.0,0.6,0.0
2013,2012-13,Allan Hancock,allanhancock,jacobwitkowski7ew8,Jacob Witkowski,36,157,136,18.0,36.0,5.0,7.0,0.0,14.0,5.0,1.0,13.0,37.0,55,2.0,5.0,1.0,12,2.0,28.0,34.0,0.824,0.265,0.325,0.493,0.818,109.0,0.36,0.353,0.0,0.236,0.083,0.153,0.351
2013,2012-13,Allan Hancock,allanhancock,joshluehmannb7kf,Josh Luehmann,31,98,83,10.0,14.0,0.0,0.0,0.0,4.0,7.0,2.0,12.0,25.0,14,0.0,3.0,0.0,0,1.0,28.0,18.0,1.556,0.169,0.265,0.169,0.434,58.0,0.241,0.385,0.0,0.255,0.122,0.133,0.48
2013,2012-13,Allan Hancock,allanhancock,kylesmithfmkp,Kyle Smith,27,102,84,17.0,26.0,4.0,2.0,0.0,9.0,10.0,3.0,13.0,28.0,34,5.0,0.0,0.0,6,0.0,9.0,20.0,0.45,0.31,0.431,0.476,0.907,121.0,0.464,0.386,0.0,0.275,0.127,0.148,0.464
2013,2012-13,Allan Hancock,allanhancock,marvinfightcy1m,Marvin Fight,30,127,108,20.0,30.0,7.0,1.0,0.0,10.0,5.0,3.0,11.0,35.0,39,5.0,2.0,1.0,8,0.0,24.0,19.0,1.263,0.278,0.362,0.435,0.797,106.0,0.405,0.435,0.0,0.276,0.087,0.189,0.314
2013,2012-13,Allan Hancock,allanhancock,nicktaitaguesnb6,Nick Taitague,14,42,36,4.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,9.0,7,4.0,0.0,1.0,2,0.0,10.0,12.0,0.833,0.139,0.238,0.25,0.488,65.0,0.179,0.4,0.0,0.214,0.024,0.19,0.111
2013,2012-13,Allan Hancock,allanhancock,prestonthomasyiz3,Preston Thomas,35,152,120,18.0,32.0,6.0,3.0,0.0,16.0,8.0,2.0,26.0,26.0,44,3.0,3.0,0.0,9,3.0,41.0,22.0,1.864,0.267,0.401,0.442,0.843,112.0,0.34,0.295,0.0,0.171,0.171,0.0,1.0
