season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2021,2020-21,Allan Hancock,allanhancock,dylanhowellh2v1,Dylan Howell,4,8,7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0,0.0,2.0,1.0,2.0,0.0,0.125,0.0,0.125,14.0,0.0,0.0,0.0,0.5,0.125,0.375,0.25
2021,2020-21,Allan Hancock,allanhancock,evankling8i3j,Evan Kling,21,64,53,9.0,16.0,4.0,1.0,1.0,9.0,0.0,0.0,8.0,19.0,25,3.0,0.0,0.0,6,0.0,5.0,12.0,0.417,0.302,0.422,0.585,1.007,114.0,0.455,0.308,0.016,0.297,0.125,0.172,0.421
2021,2020-21,Allan Hancock,allanhancock,evansteinberger7xc1,Evan Steinberger,7,18,15,6.0,5.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,9,0.0,0.0,0.0,2,0.0,3.0,3.0,1.0,0.333,0.444,0.733,1.177,134.0,0.364,0.714,0.056,0.167,0.167,0.0,1.0
2021,2020-21,Allan Hancock,allanhancock,jacksonstahl5v0m,Jackson Stahl,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0
2021,2020-21,Allan Hancock,allanhancock,jacobortega3672,Jacob Ortega,21,71,59,19.0,19.0,7.0,0.0,2.0,15.0,3.0,0.0,9.0,11.0,32,1.0,0.0,2.0,9,1.0,7.0,23.0,0.304,0.322,0.408,0.695,1.103,125.0,0.354,0.63,0.028,0.155,0.127,0.028,0.818
2021,2020-21,Allan Hancock,allanhancock,jacobruleyxflf,Jacob Ruley,21,83,65,20.0,25.0,6.0,2.0,0.0,16.0,7.0,0.0,11.0,15.0,35,5.0,1.0,1.0,8,0.0,8.0,18.0,0.444,0.385,0.494,0.662,1.156,131.0,0.49,0.488,0.0,0.181,0.133,0.048,0.733
2021,2020-21,Allan Hancock,allanhancock,jacobsteelsqnk2,Jacob Steels,19,68,55,17.0,12.0,0.0,1.0,1.0,10.0,5.0,0.0,11.0,11.0,17,2.0,0.0,0.0,2,0.0,15.0,14.0,1.071,0.218,0.368,0.345,0.713,81.0,0.256,0.667,0.015,0.162,0.162,0.0,1.0
2021,2020-21,Allan Hancock,allanhancock,jeffrayx7b8,Jeff Ray,20,84,61,14.0,21.0,6.0,0.0,0.0,27.0,8.0,1.0,9.0,9.0,27,4.0,3.0,7.0,6,1.0,14.0,22.0,0.636,0.344,0.405,0.541,0.946,107.0,0.356,0.412,0.0,0.107,0.107,0.0,1.0
2021,2020-21,Allan Hancock,allanhancock,joeyfreitasqqc8,Joey Freitas,23,91,79,14.0,27.0,3.0,1.0,0.0,13.0,8.0,1.0,9.0,12.0,32,1.0,2.0,0.0,4,1.0,24.0,14.0,1.714,0.342,0.407,0.456,0.863,98.0,0.403,0.378,0.0,0.132,0.099,0.033,0.75
2021,2020-21,Allan Hancock,allanhancock,josephhernandezbd25,Joseph Hernandez,9,18,14,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,5,2.0,0.0,0.0,1,0.0,2.0,0.0,,0.286,0.444,0.429,0.873,99.0,0.571,0.375,0.0,0.389,0.111,0.278,0.286
