season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2015,2014-15,Allan Hancock,allanhancock,angelguillen3ben,Angel Guillen,36,123,104,15.0,22.0,2.0,0.0,0.0,12.0,1.0,1.0,11.0,16.0,24,3.0,3.0,2.0,2,2.0,28.0,39.0,0.718,0.212,0.293,0.25,0.543,71.0,0.244,0.417,0.0,0.13,0.089,0.041,0.688
2015,2014-15,Allan Hancock,allanhancock,billdalyin37,Bill Daly,11,15,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0,1.0,0.0,0.0,0,0.0,2.0,4.0,0.5,0.0,0.133,0.0,0.133,17.0,0.0,0.0,0.0,0.467,0.067,0.4,0.143
2015,2014-15,Allan Hancock,allanhancock,carvertippett49rw,Carver Tippett,30,79,71,6.0,16.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,15.0,16,1.0,0.0,0.0,0,1.0,20.0,17.0,1.176,0.225,0.304,0.225,0.529,70.0,0.286,0.25,0.0,0.19,0.089,0.101,0.467
2015,2014-15,Allan Hancock,allanhancock,colbybarrickrm0u,Colby Barrick,34,154,123,23.0,39.0,1.0,4.0,1.0,15.0,4.0,2.0,18.0,27.0,51,8.0,4.0,1.0,6,1.0,29.0,33.0,0.879,0.317,0.422,0.463,0.885,116.0,0.396,0.344,0.006,0.175,0.117,0.058,0.667
2015,2014-15,Allan Hancock,allanhancock,coltonstudebakertkk0,Colton Studebaker,33,151,129,13.0,36.0,3.0,0.0,0.0,7.0,5.0,2.0,11.0,19.0,39,1.0,10.0,0.0,3,2.0,35.0,42.0,0.833,0.279,0.318,0.326,0.644,85.0,0.327,0.271,0.0,0.126,0.073,0.053,0.579
2015,2014-15,Allan Hancock,allanhancock,ejmorris5g8y,EJ Morris,16,44,41,3.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,7.0,7,0.0,1.0,0.0,0,4.0,16.0,11.0,1.455,0.171,0.205,0.171,0.376,49.0,0.206,0.333,0.0,0.159,0.045,0.114,0.286
2015,2014-15,Allan Hancock,allanhancock,ellisgerussiturner4kux,Ellis Gerussi-Turner,31,124,108,12.0,38.0,13.0,0.0,1.0,8.0,1.0,2.0,11.0,16.0,54,2.0,2.0,1.0,14,3.0,21.0,34.0,0.618,0.352,0.411,0.63,1.041,137.0,0.402,0.22,0.008,0.129,0.089,0.04,0.688
2015,2014-15,Allan Hancock,allanhancock,hunterchristensenxqa2,Hunter Christensen,27,104,94,9.0,23.0,3.0,0.0,0.0,8.0,2.0,2.0,7.0,29.0,26,2.0,0.0,1.0,3,2.0,20.0,21.0,0.952,0.245,0.308,0.309,0.617,81.0,0.348,0.281,0.0,0.279,0.067,0.212,0.241
2015,2014-15,Allan Hancock,allanhancock,isaiahramos2k4i,Isaiah Ramos,20,46,39,1.0,6.0,0.0,0.0,0.0,4.0,1.0,2.0,6.0,7.0,6,0.0,0.0,1.0,0,1.0,9.0,16.0,0.562,0.154,0.261,0.154,0.415,55.0,0.182,0.083,0.0,0.152,0.13,0.022,0.857
2015,2014-15,Allan Hancock,allanhancock,justindaraban0vkx,Justin Daraban,29,92,79,8.0,22.0,0.0,2.0,0.0,8.0,2.0,0.0,7.0,11.0,26,0.0,6.0,0.0,2,2.0,28.0,24.0,1.167,0.278,0.315,0.354,0.669,88.0,0.324,0.276,0.0,0.12,0.076,0.044,0.636
2015,2014-15,Allan Hancock,allanhancock,rileyjoyceazch,Riley Joyce,33,124,102,14.0,21.0,4.0,2.0,3.0,18.0,5.0,1.0,12.0,38.0,38,4.0,4.0,2.0,9,0.0,15.0,31.0,0.484,0.206,0.298,0.461,0.759,100.0,0.286,0.324,0.024,0.306,0.097,0.209,0.316
2015,2014-15,Allan Hancock,allanhancock,spencerarmstrong8a9p,Spencer Armstrong,15,13,12,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,8.0,1,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.083,0.154,0.083,0.237,31.0,0.25,0.5,0.0,0.615,0.077,0.538,0.125
2015,2014-15,Allan Hancock,allanhancock,timmahoneyyv9d,Tim Mahoney,28,109,96,11.0,26.0,3.0,0.0,0.0,9.0,2.0,1.0,6.0,11.0,29,5.0,2.0,0.0,3,6.0,27.0,28.0,0.964,0.271,0.339,0.333,0.672,88.0,0.306,0.297,0.0,0.101,0.055,0.046,0.545
2015,2014-15,Allan Hancock,allanhancock,williambierleine06k,William Bierlein,23,66,58,5.0,11.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,24.0,14,4.0,0.0,0.0,2,0.0,8.0,12.0,0.667,0.19,0.288,0.276,0.564,74.0,0.324,0.263,0.0,0.364,0.061,0.303,0.167
