season,cccaa_season,team,team_id,player_id,player_name,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,2019-20,Allan Hancock,allanhancock,benbergonziney7xr,Ben Bergonzine,10,9,5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,1,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.2,0.556,0.2,0.756,92.0,0.5,0.4,0.0,0.333,0.444,-0.111,1.333
2020,2019-20,Allan Hancock,allanhancock,cjjaramillo4hn1,CJ Jaramillo,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.333,0.0,0.333,41.0,0.0,0.0,0.0,0.0,0.333,-0.333,
2020,2019-20,Allan Hancock,allanhancock,craigoliverv39w,Craig Oliver,7,4,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.75,0.0,0.75,0.0
2020,2019-20,Allan Hancock,allanhancock,dylanhowellx4gm,Dylan Howell,14,42,33,6.0,7.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0,7.0,7,0.0,0.0,2.0,0,3.0,7.0,14.0,0.5,0.212,0.333,0.212,0.545,66.0,0.25,0.429,0.0,0.167,0.167,0.0,1.0
2020,2019-20,Allan Hancock,allanhancock,evanklingf52y,Evan Kling,11,45,38,6.0,8.0,3.0,0.0,2.0,10.0,0.0,0.0,6.0,12.0,17,1.0,0.0,0.0,5,0.0,2.0,14.0,0.143,0.211,0.333,0.579,0.912,111.0,0.25,0.308,0.044,0.267,0.133,0.134,0.5
2020,2019-20,Allan Hancock,allanhancock,jacobruley8wh2,Jacob Ruley,20,92,80,17.0,27.0,5.0,0.0,1.0,15.0,6.0,1.0,9.0,13.0,35,0.0,2.0,1.0,6,1.0,15.0,26.0,0.577,0.338,0.391,0.512,0.903,110.0,0.388,0.457,0.011,0.141,0.098,0.043,0.692
2020,2019-20,Allan Hancock,allanhancock,jeffray1aev,Jeff Ray,20,93,73,19.0,28.0,5.0,0.0,0.0,14.0,8.0,1.0,12.0,2.0,33,5.0,0.0,3.0,5,1.0,14.0,32.0,0.438,0.384,0.484,0.521,1.005,123.0,0.378,0.422,0.0,0.022,0.129,-0.107,6.0
2020,2019-20,Allan Hancock,allanhancock,joehernandezqsj2,Joe Hernandez,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.333,0.0,0.333,41.0,0.0,0.0,0.0,0.333,0.333,0.0,1.0
2020,2019-20,Allan Hancock,allanhancock,kadinbyrnenxd0,Kadin Byrne,16,70,62,12.0,24.0,4.0,0.0,2.0,12.0,2.0,0.0,5.0,2.0,34,2.0,0.0,1.0,6,0.0,12.0,20.0,0.6,0.387,0.443,0.645,1.088,133.0,0.373,0.345,0.029,0.029,0.071,-0.042,2.5
2020,2019-20,Allan Hancock,allanhancock,kalubramirez5iyr,Kalub Ramirez,11,47,41,9.0,16.0,8.0,0.0,1.0,10.0,0.0,0.0,4.0,7.0,27,2.0,0.0,0.0,9,1.0,9.0,9.0,1.0,0.39,0.468,0.878,1.346,164.0,0.455,0.381,0.021,0.149,0.085,0.064,0.571
2020,2019-20,Allan Hancock,allanhancock,luismartinez2dpz,Luis Martinez,3,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.286,0.0,0.286,0.0
2020,2019-20,Allan Hancock,allanhancock,michaeltackett7v3d,Michael Tackett,6,8,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0,0.0,3.0,3.0,1.0,0.0,0.125,0.0,0.125,15.0,0.0,1.0,0.0,0.0,0.125,-0.125,
2020,2019-20,Allan Hancock,allanhancock,mikemcleanlrmr,Mike McLean,19,76,65,11.0,19.0,1.0,0.0,1.0,11.0,4.0,2.0,6.0,26.0,23,2.0,2.0,1.0,2,3.0,12.0,7.0,1.714,0.292,0.355,0.385,0.74,90.0,0.462,0.385,0.013,0.342,0.079,0.263,0.231
2020,2019-20,Allan Hancock,allanhancock,natemitchell9kyq,Nate Mitchell,14,31,26,4.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,7.0,6,0.0,0.0,0.0,0,1.0,7.0,5.0,1.4,0.231,0.355,0.231,0.586,71.0,0.316,0.364,0.0,0.226,0.161,0.065,0.714
2020,2019-20,Allan Hancock,allanhancock,rickyiniguezhrle,Ricky Iniguez,14,31,29,5.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,8.0,3,1.0,0.0,1.0,0,0.0,7.0,12.0,0.583,0.103,0.129,0.103,0.232,28.0,0.136,1.25,0.0,0.258,0.0,0.258,0.0
2020,2019-20,Allan Hancock,allanhancock,rjclaytonz6d3,RJ Clayton,18,72,62,13.0,16.0,6.0,0.0,1.0,13.0,3.0,0.0,9.0,23.0,25,1.0,0.0,0.0,7,1.0,11.0,9.0,1.222,0.258,0.361,0.516,0.877,107.0,0.395,0.48,0.014,0.319,0.125,0.194,0.391
