No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
6,Jared Reupert,OF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/jaredreuperty92f,jaredreuperty92f,West Valley,2019-20,westvalley,2020
10,Steven Grizzle,C,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/stevengrizzle8260,stevengrizzle8260,West Valley,2019-20,westvalley,2020
8,Jonathan Teschner,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/jonathanteschnere5tx,jonathanteschnere5tx,West Valley,2019-20,westvalley,2020
9,Henry Wright,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/henrywrightskxd,henrywrightskxd,West Valley,2019-20,westvalley,2020
35,Kyle Riveron,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/kyleriveronyk7y,kyleriveronyk7y,West Valley,2019-20,westvalley,2020
18,Curran Ozawa-Burns,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/curranozawaburns3yoc,curranozawaburns3yoc,West Valley,2019-20,westvalley,2020
33,Cole Murchison,1B,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/colemurchisonvgj9,colemurchisonvgj9,West Valley,2019-20,westvalley,2020
19,Jacob Dressler,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/jacobdresslerkad7,jacobdresslerkad7,West Valley,2019-20,westvalley,2020
20,Evan Meier,1B/RHP,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/evanmeierglt6,evanmeierglt6,West Valley,2019-20,westvalley,2020
14,Pako Vehikite,OF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/pakovehikite4wzg,pakovehikite4wzg,West Valley,2019-20,westvalley,2020
13,Connor Leaverton,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/connorleaverton1i9f,connorleaverton1i9f,West Valley,2019-20,westvalley,2020
55,Logan Reulman,C,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/loganreulmano2s1,loganreulmano2s1,West Valley,2019-20,westvalley,2020
3,Tyler Schrader,OF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/tylerschrader03dm,tylerschrader03dm,West Valley,2019-20,westvalley,2020
1,Jalen Robinson,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/jalenrobinsonl4n9,jalenrobinsonl4n9,West Valley,2019-20,westvalley,2020
5,Franklin Ngai,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/franklinngaipt9w,franklinngaipt9w,West Valley,2019-20,westvalley,2020
27,Jason Haug,1B,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/jasonhaugfk5m,jasonhaugfk5m,West Valley,2019-20,westvalley,2020
34,Alex Howard,C,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/alexhoward99dn,alexhoward99dn,West Valley,2019-20,westvalley,2020
