No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
29,Angel Estrada,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/angelestradax53f,angelestradax53f,Southwestern,2016-17,southwestern,2017
24,Adam Lopez,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/adamlopezw6ph,adamlopezw6ph,Southwestern,2016-17,southwestern,2017
11,Kenny Ohlhauser,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/kennyohlhauser23bj,kennyohlhauser23bj,Southwestern,2016-17,southwestern,2017
4,Freddy Walker,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/freddywalker4fic,freddywalker4fic,Southwestern,2016-17,southwestern,2017
2,Jarred Uyeda,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jarreduyeda9nup,jarreduyeda9nup,Southwestern,2016-17,southwestern,2017
7,Victor Carlino,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/victorcarlinovq4j,victorcarlinovq4j,Southwestern,2016-17,southwestern,2017
20,Hunter Reed,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/hunterreedtoke,hunterreedtoke,Southwestern,2016-17,southwestern,2017
17,Abraham Valdez,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/abrahamvaldez9297,abrahamvaldez9297,Southwestern,2016-17,southwestern,2017
3,Evan McCarthy,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/evanmccarthytysa,evanmccarthytysa,Southwestern,2016-17,southwestern,2017
1,Kyle Pineda,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/kylepineda5091,kylepineda5091,Southwestern,2016-17,southwestern,2017
12,Baley Castro,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/baleycastro64pr,baleycastro64pr,Southwestern,2016-17,southwestern,2017
36,Justin Sparby,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/justinsparbyrqyw,justinsparbyrqyw,Southwestern,2016-17,southwestern,2017
5,Anthony Llamas,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/anthonyllamasf0pb,anthonyllamasf0pb,Southwestern,2016-17,southwestern,2017
30,Dawson McClanahan,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/dawsonmcclanahan5a47,dawsonmcclanahan5a47,Southwestern,2016-17,southwestern,2017
18,Blake Flippen,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/blakeflippenc9mu,blakeflippenc9mu,Southwestern,2016-17,southwestern,2017
33,Tiger Guerrero,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/tigerguerrero1m55,tigerguerrero1m55,Southwestern,2016-17,southwestern,2017
8,Riley Regala,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/rileyregalajfiw,rileyregalajfiw,Southwestern,2016-17,southwestern,2017
15,Parker Flippen,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/parkerflippenqt1p,parkerflippenqt1p,Southwestern,2016-17,southwestern,2017
9,Andre Avalos,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/andreavalosr2kv,andreavalosr2kv,Southwestern,2016-17,southwestern,2017
13,Devin Pickett,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/devinpickettm4vv,devinpickettm4vv,Southwestern,2016-17,southwestern,2017
34,Angel Torres,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/angeltorrestro6,angeltorrestro6,Southwestern,2016-17,southwestern,2017
23,Justin Meza,RHP,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/justinmezacywg,justinmezacywg,Southwestern,2016-17,southwestern,2017
27,Dylan Wannamaker,RHP,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/dylanwannamaker4a6g,dylanwannamaker4a6g,Southwestern,2016-17,southwestern,2017
21,Justin Jaime,RHP,So,https://www.cccaasports.org/sports/bsb/2016-17/players/justinjaime9oc3,justinjaime9oc3,Southwestern,2016-17,southwestern,2017
