No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
10,Nathan Nykaza,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/nathannykazat1v6,nathannykazat1v6,West LA,2021-22,westla,2022
30,Noah Matsumoto,C/RHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/noahmatsumoto6x33,noahmatsumoto6x33,West LA,2021-22,westla,2022
23,Jesus Sanchez,INF/OF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/jesussanchez6wye,jesussanchez6wye,West LA,2021-22,westla,2022
14,Kai Hershberger,1B/OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/kaihershbergeraifz,kaihershbergeraifz,West LA,2021-22,westla,2022
17,Danny Gill,OF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/dannygillc0ae,dannygillc0ae,West LA,2021-22,westla,2022
20,Tristan Gallegos,1B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/tristangallegoscv99,tristangallegoscv99,West LA,2021-22,westla,2022
7,Isaiah Figueroa,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/isaiahfigueroar7uh,isaiahfigueroar7uh,West LA,2021-22,westla,2022
45,George Eaves,3B/1B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/georgeeaveszi77,georgeeaveszi77,West LA,2021-22,westla,2022
50,Damien Johnson,OF/INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/damienjohnsonvppz,damienjohnsonvppz,West LA,2021-22,westla,2022
21,Kobe Estrada,OF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/kobeestrada8h3d,kobeestrada8h3d,West LA,2021-22,westla,2022
8,Jonny Soto,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/jonnysoto1cqn,jonnysoto1cqn,West LA,2021-22,westla,2022
43,Joshua Kennedy,OF/LHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/joshuakennedyrzw5,joshuakennedyrzw5,West LA,2021-22,westla,2022
19,Juan Jacobo,OF/RHP,,https://www.cccaasports.org/sports/bsb/2021-22/players/juanjacoboeo3t,juanjacoboeo3t,West LA,2021-22,westla,2022
5,Ian Mcvey,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/ianmcveyrsj5,ianmcveyrsj5,West LA,2021-22,westla,2022
22,Justin Strickland,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/justinstricklandb4qe,justinstricklandb4qe,West LA,2021-22,westla,2022
36,Justin Baldwin,OF/LHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/justinbaldwin43it,justinbaldwin43it,West LA,2021-22,westla,2022
25,Kai Casillas,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/kaicasillas32aj,kaicasillas32aj,West LA,2021-22,westla,2022
31,Fernando Gonzalez,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/fernandogonzalezmcag,fernandogonzalezmcag,West LA,2021-22,westla,2022
28,Erik Diaz,INF/OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/erikdiazy4w4,erikdiazy4w4,West LA,2021-22,westla,2022
9,Dean Keyes,3B/1B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/deankeyespdms,deankeyespdms,West LA,2021-22,westla,2022
52,Mario Balderas,RHP/C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/mariobalderasmdkd,mariobalderasmdkd,West LA,2021-22,westla,2022
24,Justin Hurst,LHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/justinhurstxw52,justinhurstxw52,West LA,2021-22,westla,2022
