No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
33,Tai Tiedemann,OF,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/taitiedemann8tu5,taitiedemann8tu5,Long Beach,2015-16,longbeach,2016
5,Tony Monroy,SS,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/tonymonroycgck,tonymonroycgck,Long Beach,2015-16,longbeach,2016
26,Gavin Windes,1B,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/gavinwindesok1t,gavinwindesok1t,Long Beach,2015-16,longbeach,2016
42,Jackson Foss,3B,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/jacksonfosspcgl,jacksonfosspcgl,Long Beach,2015-16,longbeach,2016
19,Tristin Chamberlain,OF,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/tristinchamberlain9j0q,tristinchamberlain9j0q,Long Beach,2015-16,longbeach,2016
25,Vincent Byrd II,1B,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/vincentbyrdii4r7g,vincentbyrdii4r7g,Long Beach,2015-16,longbeach,2016
28,Stevie Castro,C,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/steviecastrot8xk,steviecastrot8xk,Long Beach,2015-16,longbeach,2016
8,Tanner Moore,2B,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/tannermoorebyb9,tannermoorebyb9,Long Beach,2015-16,longbeach,2016
21,Sean Williams,OF,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/seanwilliamsxzvc,seanwilliamsxzvc,Long Beach,2015-16,longbeach,2016
4,Pernell Roberts Jr.,INF,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/pernellrobertsjrwcft,pernellrobertsjrwcft,Long Beach,2015-16,longbeach,2016
22,Steven Nuno,OF,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/stevennunol3jd,stevennunol3jd,Long Beach,2015-16,longbeach,2016
27,Andrew Jaekel,C,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/andrewjaekel62qb,andrewjaekel62qb,Long Beach,2015-16,longbeach,2016
32,Erikson Fish,OF,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/eriksonfish07im,eriksonfish07im,Long Beach,2015-16,longbeach,2016
7,Ernie Sierra,,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/erniesierraakp8,erniesierraakp8,Long Beach,2015-16,longbeach,2016
12,Jacob Gotta,C,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/jacobgottaacwt,jacobgottaacwt,Long Beach,2015-16,longbeach,2016
13,Mickey Miladinovich,OF,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/mickeymiladinovichxj95,mickeymiladinovichxj95,Long Beach,2015-16,longbeach,2016
11,Daniel Rocha,P,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/danielrocha1wv1,danielrocha1wv1,Long Beach,2015-16,longbeach,2016
10,Gary Dominguez,INF,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/garydominguez2pgh,garydominguez2pgh,Long Beach,2015-16,longbeach,2016
20,Jared Mayeda,OF,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/jaredmayeda385u,jaredmayeda385u,Long Beach,2015-16,longbeach,2016
15,Chase Ambrose,INF,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/chaseambroseh6tp,chaseambroseh6tp,Long Beach,2015-16,longbeach,2016
16,Aaron Hinds,OF,Fr.,https://www.cccaasports.org/sports/bsb/2015-16/players/aaronhindsrpxf,aaronhindsrpxf,Long Beach,2015-16,longbeach,2016
24,Connor Steer,INF,So.,https://www.cccaasports.org/sports/bsb/2015-16/players/connorsteergzy9,connorsteergzy9,Long Beach,2015-16,longbeach,2016
