No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
3,Cory Brooks,OF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/corybrooksvcnj,corybrooksvcnj,Victor Valley,2014-15,victorvalley,2015
22,Josh Gooding,INF,,https://www.cccaasports.org/sports/bsb/2014-15/players/joshgooding6mza,joshgooding6mza,Victor Valley,2014-15,victorvalley,2015
8,Fernando Ortega,OF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/fernandoortegawg12,fernandoortegawg12,Victor Valley,2014-15,victorvalley,2015
25,Luis Martinez,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/luismartinezz6w5,luismartinezz6w5,Victor Valley,2014-15,victorvalley,2015
27,Edgar Gallardo,OF,,https://www.cccaasports.org/sports/bsb/2014-15/players/edgargallardoe2wn,edgargallardoe2wn,Victor Valley,2014-15,victorvalley,2015
24,Joshua Rogers,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/joshuarogersanyb,joshuarogersanyb,Victor Valley,2014-15,victorvalley,2015
1,Nick Lagusis,INF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/nicklagusis2uas,nicklagusis2uas,Victor Valley,2014-15,victorvalley,2015
23,Adam Schoech,INF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/adamschoechjbep,adamschoechjbep,Victor Valley,2014-15,victorvalley,2015
20,Cesar Godinez,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/cesargodinez3wti,cesargodinez3wti,Victor Valley,2014-15,victorvalley,2015
11,Steven Lackey,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/stevenlackey7amg,stevenlackey7amg,Victor Valley,2014-15,victorvalley,2015
14,Gregory Giordano,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/gregorygiordanolreu,gregorygiordanolreu,Victor Valley,2014-15,victorvalley,2015
18,Chad Arten,OF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/chadartena081,chadartena081,Victor Valley,2014-15,victorvalley,2015
6,Johnny Juarez,C,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/johnnyjuarezbsna,johnnyjuarezbsna,Victor Valley,2014-15,victorvalley,2015
2,Zach Foster,OF,,https://www.cccaasports.org/sports/bsb/2014-15/players/zachfoster1ykt,zachfoster1ykt,Victor Valley,2014-15,victorvalley,2015
15,Brandon Chambers,P,,https://www.cccaasports.org/sports/bsb/2014-15/players/brandonchambersuehf,brandonchambersuehf,Victor Valley,2014-15,victorvalley,2015
9,Jared Fuerte,P,So,https://www.cccaasports.org/sports/bsb/2014-15/players/jaredfuerteosnp,jaredfuerteosnp,Victor Valley,2014-15,victorvalley,2015
7,Albert Monge,P,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/albertmonge635x,albertmonge635x,Victor Valley,2014-15,victorvalley,2015
19,Raymond Naranjo,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/raymondnaranjo86sh,raymondnaranjo86sh,Victor Valley,2014-15,victorvalley,2015
4,Gabriel Reyes,P,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/gabrielreyeshr5u,gabrielreyeshr5u,Victor Valley,2014-15,victorvalley,2015
