No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
32,Andrew Vanisi,INF/OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/andrewvanisiiim0,andrewvanisiiim0,Canada,2012-13,canada,2013
20,Dylan Cook,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dylancookdo14,dylancookdo14,Canada,2012-13,canada,2013
9,Kody Barden,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/kodybarden72di,kodybarden72di,Canada,2012-13,canada,2013
22,Kevin McGovern,INF/OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kevinmcgovernups4,kevinmcgovernups4,Canada,2012-13,canada,2013
11,Maurice Fuller,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mauricefuller1pbo,mauricefuller1pbo,Canada,2012-13,canada,2013
35,Justin Gubser,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/justingubser9p5l,justingubser9p5l,Canada,2012-13,canada,2013
13,Dominic Defiesta,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dominicdefiestajz1q,dominicdefiestajz1q,Canada,2012-13,canada,2013
5,Austin Parker,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/austinparkernc3f,austinparkernc3f,Canada,2012-13,canada,2013
7,Anthony Gomes,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/anthonygomeshium,anthonygomeshium,Canada,2012-13,canada,2013
3,Shadi Azar,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/shadiazar4lzl,shadiazar4lzl,Canada,2012-13,canada,2013
6,Greg Bildhauer,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/gregbildhauerdk1g,gregbildhauerdk1g,Canada,2012-13,canada,2013
31,Sho Sato,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/shosatorfjy,shosatorfjy,Canada,2012-13,canada,2013
8,Marcus Pollard,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/marcuspollard332x,marcuspollard332x,Canada,2012-13,canada,2013
33,Ramzy Azar,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/ramzyazar81mb,ramzyazar81mb,Canada,2012-13,canada,2013
12,Robert Roman,INF/RHP,So,https://www.cccaasports.org/sports/bsb/2012-13/players/robertroman560p,robertroman560p,Canada,2012-13,canada,2013
15,Roberto Galvan,C/OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/robertogalvan573y,robertogalvan573y,Canada,2012-13,canada,2013
14,Omar Noriega,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/omarnoriegao2ls,omarnoriegao2ls,Canada,2012-13,canada,2013
30,Tyler Outzen,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tyleroutzen96hy,tyleroutzen96hy,Canada,2012-13,canada,2013
27,Steven Pitts,RHP,So,https://www.cccaasports.org/sports/bsb/2012-13/players/stevenpitts6yuk,stevenpitts6yuk,Canada,2012-13,canada,2013
