No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
1,Justin Bohn,SS,So,https://www.cccaasports.org/sports/bsb/2012-13/players/justinbohnnx2u,justinbohnnx2u,Feather River,2012-13,featherriver,2013
11,Jake Bray,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jakebray4gac,jakebray4gac,Feather River,2012-13,featherriver,2013
2,Mike Egami,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/mikeegamijmfd,mikeegamijmfd,Feather River,2012-13,featherriver,2013
34,Jose Sierra,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/josesierray3je,josesierray3je,Feather River,2012-13,featherriver,2013
14,Chadwick Kaalekahi,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/chadwickkaalekahik6mn,chadwickkaalekahik6mn,Feather River,2012-13,featherriver,2013
8,Brock Asher,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/brockasherw9lh,brockasherw9lh,Feather River,2012-13,featherriver,2013
30,Ryan Coleman,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ryancolemankvtj,ryancolemankvtj,Feather River,2012-13,featherriver,2013
5,Kaimana Perreira-Alquiza,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/kaimanaperreiraalquizamm2n,kaimanaperreiraalquizamm2n,Feather River,2012-13,featherriver,2013
25,Jeremy Rosenthal,1B/C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jeremyrosenthal53ot,jeremyrosenthal53ot,Feather River,2012-13,featherriver,2013
17,Cody Bonner,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/codybonnerxkj3,codybonnerxkj3,Feather River,2012-13,featherriver,2013
12,Brandon Coborn,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/brandoncobornh5p8,brandoncobornh5p8,Feather River,2012-13,featherriver,2013
27,Brandon Erickson,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/brandonericksonk6ha,brandonericksonk6ha,Feather River,2012-13,featherriver,2013
3,Bronson Aiwohi,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/bronsonaiwohib180,bronsonaiwohib180,Feather River,2012-13,featherriver,2013
10,Ryan McMonigle,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ryanmcmoniglenahk,ryanmcmoniglenahk,Feather River,2012-13,featherriver,2013
23,Kameron Van Winkle,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kameronvanwinkle1sxr,kameronvanwinkle1sxr,Feather River,2012-13,featherriver,2013
26,Brysen Dafun,OF/P,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/brysendafun7aan,brysendafun7aan,Feather River,2012-13,featherriver,2013
43,Koa Matson,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/koamatsony9zy,koamatsony9zy,Feather River,2012-13,featherriver,2013
6,Grant Mattes,INF/P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/grantmattesut1l,grantmattesut1l,Feather River,2012-13,featherriver,2013
9,Kody Kuhlman,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/kodykuhlmanaxy5,kodykuhlmanaxy5,Feather River,2012-13,featherriver,2013
41,Mikeo Rita,UT,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mikeoritah1rh,mikeoritah1rh,Feather River,2012-13,featherriver,2013
4,Nazareth Thibodeaux,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/nazareththibodeauxvt35,nazareththibodeauxvt35,Feather River,2012-13,featherriver,2013
