No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
5,Ryne Dean,INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/rynedean7syj,rynedean7syj,Fresno City,2013-14,fresno,2014
2,Scott Silva,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/scottsilval315,scottsilval315,Fresno City,2013-14,fresno,2014
54,Preston Scott,INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/prestonscottm93r,prestonscottm93r,Fresno City,2013-14,fresno,2014
27,Daniel Gardner,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/danielgardnerldkk,danielgardnerldkk,Fresno City,2013-14,fresno,2014
16,Justin Flores,INF/C,So,https://www.cccaasports.org/sports/bsb/2013-14/players/justinflores0e4t,justinflores0e4t,Fresno City,2013-14,fresno,2014
10,Shota Runge,INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/shotarungedvt0,shotarungedvt0,Fresno City,2013-14,fresno,2014
19,Christian Parra,OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/christianparraji6h,christianparraji6h,Fresno City,2013-14,fresno,2014
7,Gabe Perez,C,So,https://www.cccaasports.org/sports/bsb/2013-14/players/gabepereze6cc,gabepereze6cc,Fresno City,2013-14,fresno,2014
9,Nate Navarrette,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/natenavarretten350,natenavarretten350,Fresno City,2013-14,fresno,2014
12,Anthony Hawkins,OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/anthonyhawkins4n9q,anthonyhawkins4n9q,Fresno City,2013-14,fresno,2014
34,Ryan Soares,P,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/ryansoares22iw,ryansoares22iw,Fresno City,2013-14,fresno,2014
14,Brett Bausman,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/brettbausmantvom,brettbausmantvom,Fresno City,2013-14,fresno,2014
30,Harley Glines,C,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/harleyglinesmci7,harleyglinesmci7,Fresno City,2013-14,fresno,2014
1,Kazuma Kaneko,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/kazumakanekomqiw,kazumakanekomqiw,Fresno City,2013-14,fresno,2014
23,Logan Carter,P,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/logancarter830m,logancarter830m,Fresno City,2013-14,fresno,2014
15,Ryan Wells,OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/ryanwellspa1x,ryanwellspa1x,Fresno City,2013-14,fresno,2014
6,Patrick Irwin,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/patrickirwingefe,patrickirwingefe,Fresno City,2013-14,fresno,2014
33,Sean Borboa,P,So,https://www.cccaasports.org/sports/bsb/2013-14/players/seanborboadypf,seanborboadypf,Fresno City,2013-14,fresno,2014
24,Marco Pierce,P,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/marcopierceby1l,marcopierceby1l,Fresno City,2013-14,fresno,2014
32,Scott Roberts,P,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/scottroberts8snf,scottroberts8snf,Fresno City,2013-14,fresno,2014
