No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
1,Dwight Tardy,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/dwighttardyddki,dwighttardyddki,Mt. San Antonio,2012-13,mtsanantonio,2013
3,Gabe Douglas,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/gabedouglassm3v,gabedouglassm3v,Mt. San Antonio,2012-13,mtsanantonio,2013
22,Steven Mancilla,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/stevenmancillacakw,stevenmancillacakw,Mt. San Antonio,2012-13,mtsanantonio,2013
32,Cameron Pongs,P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/cameronpongskzps,cameronpongskzps,Mt. San Antonio,2012-13,mtsanantonio,2013
29,Ceasar Murrillo,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/ceasarmurrillo1bvy,ceasarmurrillo1bvy,Mt. San Antonio,2012-13,mtsanantonio,2013
23,Adrian Franco,OF/INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/adrianfrancoq8gp,adrianfrancoq8gp,Mt. San Antonio,2012-13,mtsanantonio,2013
15,Derek Goodwin,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/derekgoodwindn69,derekgoodwindn69,Mt. San Antonio,2012-13,mtsanantonio,2013
18,Caleb Romo,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/calebromo10ef,calebromo10ef,Mt. San Antonio,2012-13,mtsanantonio,2013
5,Tyler Grijalva,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tylergrijalvae81i,tylergrijalvae81i,Mt. San Antonio,2012-13,mtsanantonio,2013
31,Chad Keenan,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/chadkeenankpl8,chadkeenankpl8,Mt. San Antonio,2012-13,mtsanantonio,2013
7,Dj Larios,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/djlariosejnt,djlariosejnt,Mt. San Antonio,2012-13,mtsanantonio,2013
24,Dustin Frailey,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dustinfraileynif2,dustinfraileynif2,Mt. San Antonio,2012-13,mtsanantonio,2013
2,David Garcia,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/davidgarciamlgl,davidgarciamlgl,Mt. San Antonio,2012-13,mtsanantonio,2013
36,Dominic Papa,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dominicpapafjc7,dominicpapafjc7,Mt. San Antonio,2012-13,mtsanantonio,2013
8,Lawrence Dominguez,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/lawrencedominguezvqn8,lawrencedominguezvqn8,Mt. San Antonio,2012-13,mtsanantonio,2013
35,Daniel Meza,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/danielmezan1un,danielmezan1un,Mt. San Antonio,2012-13,mtsanantonio,2013
33,Drew Detrinidad,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/drewdetrinidadwwam,drewdetrinidadwwam,Mt. San Antonio,2012-13,mtsanantonio,2013
