No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
10,Brady Conlan,inf,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/bradyconlan85kj,bradyconlan85kj,Moorpark,2011-12,moorpark,2012
3,Alex Bishop,c,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/alexbishop564r,alexbishop564r,Moorpark,2011-12,moorpark,2012
32,Taylor Khanowitch,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/taylorkhanowitchvlux,taylorkhanowitchvlux,Moorpark,2011-12,moorpark,2012
17,Kenny Overly,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/kennyoverly1oze,kennyoverly1oze,Moorpark,2011-12,moorpark,2012
7,Jeff Bejian,inf,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/jeffbejian40ur,jeffbejian40ur,Moorpark,2011-12,moorpark,2012
34,Matt Toczynski,1b,So,https://www.cccaasports.org/sports/bsb/2011-12/players/matttoczynski6zax,matttoczynski6zax,Moorpark,2011-12,moorpark,2012
12,Nick Rogowski,P,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nickrogowskialyd,nickrogowskialyd,Moorpark,2011-12,moorpark,2012
4,Martin Orozco,inf,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/martinorozcoy0ye,martinorozcoy0ye,Moorpark,2011-12,moorpark,2012
2,Mark Fitzgerald,inf,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/markfitzgeraldoj70,markfitzgeraldoj70,Moorpark,2011-12,moorpark,2012
22,Nick Massari,C,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nickmassarihl6t,nickmassarihl6t,Moorpark,2011-12,moorpark,2012
21,Aaron Martinez,inf,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/aaronmartinezkrrd,aaronmartinezkrrd,Moorpark,2011-12,moorpark,2012
14,Jimmy McCarron,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/jimmymccarronwjjp,jimmymccarronwjjp,Moorpark,2011-12,moorpark,2012
11,Jeremy Sworzyn,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/jeremysworzyny31i,jeremysworzyny31i,Moorpark,2011-12,moorpark,2012
19,David Whitaker,P,So,https://www.cccaasports.org/sports/bsb/2011-12/players/davidwhitakerkgnu,davidwhitakerkgnu,Moorpark,2011-12,moorpark,2012
6,Tanner Moe,inf,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/tannermoemvm2,tannermoemvm2,Moorpark,2011-12,moorpark,2012
13,Cole Acheronti,inf,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/coleacherontisr4l,coleacherontisr4l,Moorpark,2011-12,moorpark,2012
28,Sebastian Eaves,P,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/sebastianeavesh6gc,sebastianeavesh6gc,Moorpark,2011-12,moorpark,2012
29,Kevin Brown,P,So,https://www.cccaasports.org/sports/bsb/2011-12/players/kevinbrownn9ga,kevinbrownn9ga,Moorpark,2011-12,moorpark,2012
