No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
1,Leopoldo Gil Lamadrid,P/INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/leopoldogillamadridd9wm,leopoldogillamadridd9wm,Imperial Valley,2016-17,imperialvalley,2017
5,Jose Pena,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/josepenapmcm,josepenapmcm,Imperial Valley,2016-17,imperialvalley,2017
4,Luis Gil Lamadrid,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/luisgillamadridddo2,luisgillamadridddo2,Imperial Valley,2016-17,imperialvalley,2017
16,Michael Saucedo,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/michaelsaucedo05nc,michaelsaucedo05nc,Imperial Valley,2016-17,imperialvalley,2017
15,Edgardo Garcia,OF/P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/edgardogarcia9rx8,edgardogarcia9rx8,Imperial Valley,2016-17,imperialvalley,2017
12,Isaac Chavez,P/INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/isaacchavez117z,isaacchavez117z,Imperial Valley,2016-17,imperialvalley,2017
17,Jorge Mora,P/OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jorgemoraa36g,jorgemoraa36g,Imperial Valley,2016-17,imperialvalley,2017
7,Armando Lopez,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/armandolopezjmud,armandolopezjmud,Imperial Valley,2016-17,imperialvalley,2017
9,Lambert Soto,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/lambertsoto09h4,lambertsoto09h4,Imperial Valley,2016-17,imperialvalley,2017
27,Brian Doyle,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/briandoyleswih,briandoyleswih,Imperial Valley,2016-17,imperialvalley,2017
26,Zack Urias,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/zackuriasg74t,zackuriasg74t,Imperial Valley,2016-17,imperialvalley,2017
20,Andrew Limones,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/andrewlimonesftfg,andrewlimonesftfg,Imperial Valley,2016-17,imperialvalley,2017
14,Cesar Bermudez,P/INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/cesarbermudezsj4o,cesarbermudezsj4o,Imperial Valley,2016-17,imperialvalley,2017
23,Daniel Urias,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/danieluriasd0fj,danieluriasd0fj,Imperial Valley,2016-17,imperialvalley,2017
6,Ernesto Pereda,P/C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ernestoperedab55t,ernestoperedab55t,Imperial Valley,2016-17,imperialvalley,2017
33,Alan Arce,C/P,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/alanarceqk4y,alanarceqk4y,Imperial Valley,2016-17,imperialvalley,2017
8,Roberto Castro,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/robertocastroqyxo,robertocastroqyxo,Imperial Valley,2016-17,imperialvalley,2017
22,Ernesto Aguilar,P,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ernestoaguilartf04,ernestoaguilartf04,Imperial Valley,2016-17,imperialvalley,2017
18,Louis Garcia,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/louisgarcia3j7y,louisgarcia3j7y,Imperial Valley,2016-17,imperialvalley,2017
10,Alejandro Perezchica,P,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/alejandroperezchica1lka,alejandroperezchica1lka,Imperial Valley,2016-17,imperialvalley,2017
11,John Freeman,INF/OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/johnfreemanfo6u,johnfreemanfo6u,Imperial Valley,2016-17,imperialvalley,2017
