No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
14,Judah Wilbur,,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/judahwilbur5kzg,judahwilbur5kzg,Barstow,2017-18,barstow,2018
25,Antonio Gaxiola,3B,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/antoniogaxiolajbev,antoniogaxiolajbev,Barstow,2017-18,barstow,2018
41,Alfred DelSangro,,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/alfreddelsangrofjz4,alfreddelsangrofjz4,Barstow,2017-18,barstow,2018
3,Jathan Sibal,,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/jathansibalnfsi,jathansibalnfsi,Barstow,2017-18,barstow,2018
15,Matt Vanderberg,,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/mattvanderbergw66k,mattvanderbergw66k,Barstow,2017-18,barstow,2018
7,Nick Caswell,IF,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/nickcaswellz04q,nickcaswellz04q,Barstow,2017-18,barstow,2018
11,Nick Stevens,OF,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/nickstevenspxwh,nickstevenspxwh,Barstow,2017-18,barstow,2018
16,Josh Torrance,OF,SO,https://www.cccaasports.org/sports/bsb/2017-18/players/joshtorranceqfhe,joshtorranceqfhe,Barstow,2017-18,barstow,2018
18,Dylan Bradford,IF,RFR,https://www.cccaasports.org/sports/bsb/2017-18/players/dylanbradfordgjhm,dylanbradfordgjhm,Barstow,2017-18,barstow,2018
22,Thomas Keller,,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/thomaskeller4d4w,thomaskeller4d4w,Barstow,2017-18,barstow,2018
5,Richard Esquivel,C,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/richardesquivel0qgn,richardesquivel0qgn,Barstow,2017-18,barstow,2018
6,Kagen Kennedy,OF,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/kagenkennedyz0m5,kagenkennedyz0m5,Barstow,2017-18,barstow,2018
29,Alex Pena,IF,FR,https://www.cccaasports.org/sports/bsb/2017-18/players/alexpenaypfw,alexpenaypfw,Barstow,2017-18,barstow,2018
