No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
3,Aiden Leahy,INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/aidenleahyc98f,aidenleahyc98f,Lassen,2018-19,lassen,2019
30,Lincoln Turner,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/lincolnturnerz4gb,lincolnturnerz4gb,Lassen,2018-19,lassen,2019
4,Cade Kissel,RHP/INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/cadekisselddyp,cadekisselddyp,Lassen,2018-19,lassen,2019
17,Justin Geyer,UTL,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/justingeyerl7es,justingeyerl7es,Lassen,2018-19,lassen,2019
21,Nate Morgan,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/natemorganubca,natemorganubca,Lassen,2018-19,lassen,2019
1,Marlin Brucato,RHP/INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/marlinbrucatozw5b,marlinbrucatozw5b,Lassen,2018-19,lassen,2019
6,Austin Majorsky,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/austinmajorskynjhr,austinmajorskynjhr,Lassen,2018-19,lassen,2019
20,Donovan Gonzalez,RHP/1B,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/donovangonzalezhwrf,donovangonzalezhwrf,Lassen,2018-19,lassen,2019
7,TarQuin Daley,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/tarquindaleypuic,tarquindaleypuic,Lassen,2018-19,lassen,2019
10,Nathan Knowles,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/nathanknowlest7wc,nathanknowlest7wc,Lassen,2018-19,lassen,2019
27,Layne Thacker,RHP/INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/laynethackera0t5,laynethackera0t5,Lassen,2018-19,lassen,2019
2,Caleb Ariaz,C,So,https://www.cccaasports.org/sports/bsb/2018-19/players/calebariaz9763,calebariaz9763,Lassen,2018-19,lassen,2019
22,Anthony Pacifico,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/anthonypacifico94cn,anthonypacifico94cn,Lassen,2018-19,lassen,2019
32,Jacob Bennett,LHP/1B,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jacobbennettm8dd,jacobbennettm8dd,Lassen,2018-19,lassen,2019
5,Mateo Martinez,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/mateomartinezc0b5,mateomartinezc0b5,Lassen,2018-19,lassen,2019
28,Jacob Phillips,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jacobphillips4jn2,jacobphillips4jn2,Lassen,2018-19,lassen,2019
19,Jesse Dunham,RHP/INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/jessedunhamnli9,jessedunhamnli9,Lassen,2018-19,lassen,2019
14,Zachary Madrigal,UTL,So,https://www.cccaasports.org/sports/bsb/2018-19/players/zacharymadrigalhksz,zacharymadrigalhksz,Lassen,2018-19,lassen,2019
12,Jarred Kopp,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jarredkoppl6q5,jarredkoppl6q5,Lassen,2018-19,lassen,2019
33,Nick Brown,C,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/nickbrownb99i,nickbrownb99i,Lassen,2018-19,lassen,2019
11,Maleik LaRiviere,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/maleiklariviereha7o,maleiklariviereha7o,Lassen,2018-19,lassen,2019
