No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
21,Francisco Tostado,"OF,P",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/franciscotostadoj9v0,franciscotostadoj9v0,Oxnard,2016-17,oxnard,2017
23,Brett Workman,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/brettworkmanh1a9,brettworkmanh1a9,Oxnard,2016-17,oxnard,2017
15,Zane Chittenden,"1B,P",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/zanechittendenk892,zanechittendenk892,Oxnard,2016-17,oxnard,2017
8,Cal Hodgins,"OF,1B",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/calhodginsdl7p,calhodginsdl7p,Oxnard,2016-17,oxnard,2017
2,Lawson Faria,2B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/lawsonfaria3l6u,lawsonfaria3l6u,Oxnard,2016-17,oxnard,2017
24,Darius Vines,"SS,P",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/dariusvinesqchl,dariusvinesqchl,Oxnard,2016-17,oxnard,2017
4,Esteban SantaCruzRuiz,"C,Inf",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/estebansantacruzruiz42kc,estebansantacruzruiz42kc,Oxnard,2016-17,oxnard,2017
20,Logan Gillaspie,"3B,P",So,https://www.cccaasports.org/sports/bsb/2016-17/players/logangillaspiedpf8,logangillaspiedpf8,Oxnard,2016-17,oxnard,2017
16,Travis Hawkins,"3B,P",So,https://www.cccaasports.org/sports/bsb/2016-17/players/travishawkinscr0u,travishawkinscr0u,Oxnard,2016-17,oxnard,2017
10,Andy Melgoza,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/andymelgozaei67,andymelgozaei67,Oxnard,2016-17,oxnard,2017
25,Jordan Castro,"SS,2B",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jordancastroo3m7,jordancastroo3m7,Oxnard,2016-17,oxnard,2017
27,Owen Young,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/owenyoung7i4m,owenyoung7i4m,Oxnard,2016-17,oxnard,2017
6,Brian Camacho,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/briancamachoeu2a,briancamachoeu2a,Oxnard,2016-17,oxnard,2017
1,Alfonso Aguilera,"C,OF",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/alfonsoaguileraambl,alfonsoaguileraambl,Oxnard,2016-17,oxnard,2017
7,Angel Mauricio,"C,OF",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/angelmauriciootsa,angelmauriciootsa,Oxnard,2016-17,oxnard,2017
34,Jesus Chavez,"1B,P",Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jesuschavezgf0x,jesuschavezgf0x,Oxnard,2016-17,oxnard,2017
17,Antonio Gaxiola,"1B, P",So,https://www.cccaasports.org/sports/bsb/2016-17/players/antoniogaxiolaaeby,antoniogaxiolaaeby,Oxnard,2016-17,oxnard,2017
9,Rudy Villavicencio,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/rudyvillavicenciogh1n,rudyvillavicenciogh1n,Oxnard,2016-17,oxnard,2017
19,Evan McMillin,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/evanmcmillinkea4,evanmcmillinkea4,Oxnard,2016-17,oxnard,2017
