No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
25,Derek Laferriere,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/dereklaferriere1vzx,dereklaferriere1vzx,Mendocino,2021-22,mendocino,2022
27,Shane Poe,UTL,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/shanepoem3ms,shanepoem3ms,Mendocino,2021-22,mendocino,2022
10,Brenden Coffindaffer,C/1B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/brendencoffindaffercsv3,brendencoffindaffercsv3,Mendocino,2021-22,mendocino,2022
3,Adrian Villalobos,SS,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/adrianvillalobosx43h,adrianvillalobosx43h,Mendocino,2021-22,mendocino,2022
5,Jacob Monday,OF/P,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/jacobmondayvwmh,jacobmondayvwmh,Mendocino,2021-22,mendocino,2022
6,Aidan Rowan,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/aidanrowanj4dg,aidanrowanj4dg,Mendocino,2021-22,mendocino,2022
17,Tucker Morgan,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/tuckermorgan3cs1,tuckermorgan3cs1,Mendocino,2021-22,mendocino,2022
11,Angel Ponce,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/angelponceap0p,angelponceap0p,Mendocino,2021-22,mendocino,2022
15,Joey Thomas,C/1B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/joeythomasxobt,joeythomasxobt,Mendocino,2021-22,mendocino,2022
21,Collin Patterson,3B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/collinpatterson62gp,collinpatterson62gp,Mendocino,2021-22,mendocino,2022
20,Liam Maizner,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/liammaizner2cnr,liammaizner2cnr,Mendocino,2021-22,mendocino,2022
2,Wyatt Curti,2B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/wyattcurti2a3j,wyattcurti2a3j,Mendocino,2021-22,mendocino,2022
18,Diego Velasco,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/diegovelasco1m1r,diegovelasco1m1r,Mendocino,2021-22,mendocino,2022
22,Brett Baxman,1B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/brettbaxmanhc6h,brettbaxmanhc6h,Mendocino,2021-22,mendocino,2022
9,Cole Killion,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/colekillions5ft,colekillions5ft,Mendocino,2021-22,mendocino,2022
14,Alex Whitehead,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/alexwhiteheadtpjr,alexwhiteheadtpjr,Mendocino,2021-22,mendocino,2022
28,Kyle Stewart,2B/OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/kylestewartil71,kylestewartil71,Mendocino,2021-22,mendocino,2022
4,Alex Tamayo,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/alextamayo0tzw,alextamayo0tzw,Mendocino,2021-22,mendocino,2022
29,Will Scola,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/willscolafixf,willscolafixf,Mendocino,2021-22,mendocino,2022
1,Gavin Hawkinson,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/gavinhawkinsonnm0m,gavinhawkinsonnm0m,Mendocino,2021-22,mendocino,2022
35,Josue Jaquez,1B,So,https://www.cccaasports.org/sports/bsb/2021-22/players/josuejaquezgu1w,josuejaquezgu1w,Mendocino,2021-22,mendocino,2022
24,Beau Thurston,UTL,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/beauthurstonukff,beauthurstonukff,Mendocino,2021-22,mendocino,2022
