No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
15,Nick Murphy,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/nickmurphyx6ji,nickmurphyx6ji,LA Pierce,2012-13,lapierce,2013
5,Justin Davis,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/justindavisjgjy,justindavisjgjy,LA Pierce,2012-13,lapierce,2013
34,Kevin Torres,OF/RHP,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kevintorresgizd,kevintorresgizd,LA Pierce,2012-13,lapierce,2013
12,Michael Hymes,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/michaelhymes17fq,michaelhymes17fq,LA Pierce,2012-13,lapierce,2013
26,Alex Sawleson,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/alexsawlesonxm0d,alexsawlesonxm0d,LA Pierce,2012-13,lapierce,2013
30,Jason D'Andrea,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jasondandrea1eye,jasondandrea1eye,LA Pierce,2012-13,lapierce,2013
1,Dylan Tashjian,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/dylantashjianyu53,dylantashjianyu53,LA Pierce,2012-13,lapierce,2013
21,Aldo Zamora,C/1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/aldozamorazye2,aldozamorazye2,LA Pierce,2012-13,lapierce,2013
17,Joe Christian,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/joechristiand3d6,joechristiand3d6,LA Pierce,2012-13,lapierce,2013
23,Michael Colon,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/michaelcolonpvsc,michaelcolonpvsc,LA Pierce,2012-13,lapierce,2013
6,Cody Despain,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/codydespaino4sz,codydespaino4sz,LA Pierce,2012-13,lapierce,2013
24,Jeremy Vasquez,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jeremyvasquezptqw,jeremyvasquezptqw,LA Pierce,2012-13,lapierce,2013
9,Adam Ramirez,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/adamramirezx8wf,adamramirezx8wf,LA Pierce,2012-13,lapierce,2013
10,Brandon Rapoport,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/brandonrapoportxyn7,brandonrapoportxyn7,LA Pierce,2012-13,lapierce,2013
8,Mitchell Hobbs,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mitchellhobbsuog4,mitchellhobbsuog4,LA Pierce,2012-13,lapierce,2013
35,Arthur Chavez,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/arthurchaveznfx4,arthurchaveznfx4,LA Pierce,2012-13,lapierce,2013
20,Joseph McFaddin,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/josephmcfaddinbdwe,josephmcfaddinbdwe,LA Pierce,2012-13,lapierce,2013
4,Jordan Fischer,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jordanfischermnqa,jordanfischermnqa,LA Pierce,2012-13,lapierce,2013
36,Rhet Montana,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/rhetmontana0w74,rhetmontana0w74,LA Pierce,2012-13,lapierce,2013
