No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
3,Dorian Asher,SS/P,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/dorianashery6td,dorianashery6td,LA Valley,2021-22,lavalley,2022
14,Jackson Lapiner,OF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/jacksonlapinery6yp,jacksonlapinery6yp,LA Valley,2021-22,lavalley,2022
5,Tyler Olivas,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/tylerolivas8zpl,tylerolivas8zpl,LA Valley,2021-22,lavalley,2022
6,Maddox Latta,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/maddoxlattaevwj,maddoxlattaevwj,LA Valley,2021-22,lavalley,2022
10,Josh Wood,RHP/OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/joshwoodo50q,joshwoodo50q,LA Valley,2021-22,lavalley,2022
24,Lee Brandzel,SS/3B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/leebrandzel4tpc,leebrandzel4tpc,LA Valley,2021-22,lavalley,2022
55,Manolo Tafolla,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/manolotafolla8d9f,manolotafolla8d9f,LA Valley,2021-22,lavalley,2022
23,Robert Velasco,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/robertvelascoepq5,robertvelascoepq5,LA Valley,2021-22,lavalley,2022
8,Elvis Park,Utility,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/elvisparkog1b,elvisparkog1b,LA Valley,2021-22,lavalley,2022
51,Yeonwon Jeong,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/yeonwonjeongffzy,yeonwonjeongffzy,LA Valley,2021-22,lavalley,2022
28,Jonathan Castaneda,C,So,https://www.cccaasports.org/sports/bsb/2021-22/players/jonathancastanedad06p,jonathancastanedad06p,LA Valley,2021-22,lavalley,2022
19,Miles Gravelle,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/milesgravelle0lea,milesgravelle0lea,LA Valley,2021-22,lavalley,2022
11,Brandon Cuervo,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/brandoncuervoxcbl,brandoncuervoxcbl,LA Valley,2021-22,lavalley,2022
0,Bryant Colon,INF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/bryantcolonr6se,bryantcolonr6se,LA Valley,2021-22,lavalley,2022
2,Owen Jennings,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/owenjenningsr2f6,owenjenningsr2f6,LA Valley,2021-22,lavalley,2022
25,Jack Coscolluela,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/jackcoscollueladuen,jackcoscollueladuen,LA Valley,2021-22,lavalley,2022
9,Jesus Garcia,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/jesusgarciaqv0l,jesusgarciaqv0l,LA Valley,2021-22,lavalley,2022
20,Connor Kelly,C,So,https://www.cccaasports.org/sports/bsb/2021-22/players/connorkelly0vep,connorkelly0vep,LA Valley,2021-22,lavalley,2022
35,Grant Rasmussen,OF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/grantrasmussenomup,grantrasmussenomup,LA Valley,2021-22,lavalley,2022
22,Lucas Escalante,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/lucasescalante2b3e,lucasescalante2b3e,LA Valley,2021-22,lavalley,2022
44,David Ramirez,1B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/davidramireze8a5,davidramireze8a5,LA Valley,2021-22,lavalley,2022
26,Diego Campos,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/diegocamposn5e4,diegocamposn5e4,LA Valley,2021-22,lavalley,2022
57,Andrew Howe,OF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/andrewhowecl22,andrewhowecl22,LA Valley,2021-22,lavalley,2022
13,Danny Veloz,RHP/INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/dannyvelozf4pe,dannyvelozf4pe,LA Valley,2021-22,lavalley,2022
34,Cody Ginolfi,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/codyginolfie1yj,codyginolfie1yj,LA Valley,2021-22,lavalley,2022
15,Kyle Ayers,RHP/OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/kyleayers2isx,kyleayers2isx,LA Valley,2021-22,lavalley,2022
33,Tyler Geraty,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/tylergeratyzad6,tylergeratyzad6,LA Valley,2021-22,lavalley,2022
