No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
10,Blake Chiaramonte,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/blakechiaramonteichi,blakechiaramonteichi,Ventura,2016-17,ventura,2017
11,Chris McKee,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/chrismckeebip6,chrismckeebip6,Ventura,2016-17,ventura,2017
3,Brendan Griffith,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/brendangriffithdkwm,brendangriffithdkwm,Ventura,2016-17,ventura,2017
2,Rodolfo Aguilar,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/rodolfoaguilar8kfb,rodolfoaguilar8kfb,Ventura,2016-17,ventura,2017
20,Bryson Wallet,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/brysonwalletx7q3,brysonwalletx7q3,Ventura,2016-17,ventura,2017
36,Kaden Betsch,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kadenbetschi7dy,kadenbetschi7dy,Ventura,2016-17,ventura,2017
12,Elijah Alexander,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/elijahalexanderlawv,elijahalexanderlawv,Ventura,2016-17,ventura,2017
17,Shane Gipson,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/shanegipsonrfrw,shanegipsonrfrw,Ventura,2016-17,ventura,2017
7,Nick Bero,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/nickbero0bqq,nickbero0bqq,Ventura,2016-17,ventura,2017
27,T.J. Durfee,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/tjdurfeehpdk,tjdurfeehpdk,Ventura,2016-17,ventura,2017
6,Taylor Campos,UTL,So,https://www.cccaasports.org/sports/bsb/2016-17/players/taylorcamposjans,taylorcamposjans,Ventura,2016-17,ventura,2017
16,Brett Steinberger,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/brettsteinberger8i0b,brettsteinberger8i0b,Ventura,2016-17,ventura,2017
9,Alex Gutierrez,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/alexgutierrezo6hp,alexgutierrezo6hp,Ventura,2016-17,ventura,2017
8,Tyler Burton,SS,So,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerburtonp3qj,tylerburtonp3qj,Ventura,2016-17,ventura,2017
4,Jacob Alonso,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jacobalonsoot1n,jacobalonsoot1n,Ventura,2016-17,ventura,2017
28,Baylor Mitchell,3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/baylormitchellvtvd,baylormitchellvtvd,Ventura,2016-17,ventura,2017
34,Eric Thrower,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ericthrowerl987,ericthrowerl987,Ventura,2016-17,ventura,2017
39,Kodi Koorndyk,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kodikoorndykp1qs,kodikoorndykp1qs,Ventura,2016-17,ventura,2017
40,Bradley Rippy,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/bradleyrippypavl,bradleyrippypavl,Ventura,2016-17,ventura,2017
