No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
11,Daniel Renteria,IF/P,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/danielrenteriakgn8,danielrenteriakgn8,Cerritos,2011-12,cerritos,2012
4,Joshua Ancona,IF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/joshuaancona1wp4,joshuaancona1wp4,Cerritos,2011-12,cerritos,2012
15,Chris Hefner,IF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/chrishefnerapmp,chrishefnerapmp,Cerritos,2011-12,cerritos,2012
33,Zach Johnson,IF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/zachjohnsonb11h,zachjohnsonb11h,Cerritos,2011-12,cerritos,2012
2,Cesar Castillo,IF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/cesarcastillo2jgl,cesarcastillo2jgl,Cerritos,2011-12,cerritos,2012
3,Chase Holland,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/chasehollandzld8,chasehollandzld8,Cerritos,2011-12,cerritos,2012
10,Bubby Rossman,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/bubbyrossmankhyc,bubbyrossmankhyc,Cerritos,2011-12,cerritos,2012
14,Evan Sanchez,IF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/evansanchezllvu,evansanchezllvu,Cerritos,2011-12,cerritos,2012
22,Christian Esparza,IF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/christianesparzajaw9,christianesparzajaw9,Cerritos,2011-12,cerritos,2012
7,Sergio Barboza,C/OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/sergiobarbozavy0w,sergiobarbozavy0w,Cerritos,2011-12,cerritos,2012
44,Joseph Aguirre,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/josephaguirrefrep,josephaguirrefrep,Cerritos,2011-12,cerritos,2012
18,Andres Dorantes,IF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/andresdorantes1z4t,andresdorantes1z4t,Cerritos,2011-12,cerritos,2012
5,Zach Mello,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/zachmello5kaj,zachmello5kaj,Cerritos,2011-12,cerritos,2012
12,Sebastian Frutos,RHP,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/sebastianfrutossbb5,sebastianfrutossbb5,Cerritos,2011-12,cerritos,2012
17,Kyle Harper,RHP,So,https://www.cccaasports.org/sports/bsb/2011-12/players/kyleharper8t4a,kyleharper8t4a,Cerritos,2011-12,cerritos,2012
