No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
10,Hanz Harker,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/hanzharkerds49,hanzharkerds49,Bakersfield,2014-15,bakersfield,2015
7,Harrison Smith,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/harrisonsmith8svr,harrisonsmith8svr,Bakersfield,2014-15,bakersfield,2015
25,Zach Tanner,,So,https://www.cccaasports.org/sports/bsb/2014-15/players/zachtanner2qa5,zachtanner2qa5,Bakersfield,2014-15,bakersfield,2015
5,Brooks Douglass,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/brooksdouglassd4wc,brooksdouglassd4wc,Bakersfield,2014-15,bakersfield,2015
9,Eddie Torres,,So,https://www.cccaasports.org/sports/bsb/2014-15/players/eddietorresfve8,eddietorresfve8,Bakersfield,2014-15,bakersfield,2015
2,Josh Stone,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/joshstonepe59,joshstonepe59,Bakersfield,2014-15,bakersfield,2015
16,Jacob Herrera,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/jacobherrerargac,jacobherrerargac,Bakersfield,2014-15,bakersfield,2015
21,Anthony Avila,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/anthonyavilaxb3a,anthonyavilaxb3a,Bakersfield,2014-15,bakersfield,2015
15,Junior Felix,,So,https://www.cccaasports.org/sports/bsb/2014-15/players/juniorfelixhjcs,juniorfelixhjcs,Bakersfield,2014-15,bakersfield,2015
23,Luis Martinez,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/luismartinez46yu,luismartinez46yu,Bakersfield,2014-15,bakersfield,2015
24,Kaidan Meadows,,So,https://www.cccaasports.org/sports/bsb/2014-15/players/kaidanmeadowssv87,kaidanmeadowssv87,Bakersfield,2014-15,bakersfield,2015
6,Kyle Speaks,,So,https://www.cccaasports.org/sports/bsb/2014-15/players/kylespeaksub2h,kylespeaksub2h,Bakersfield,2014-15,bakersfield,2015
13,Tim Billingsley,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/timbillingsleygnk7,timbillingsleygnk7,Bakersfield,2014-15,bakersfield,2015
3,Kyle James,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/kylejameshssp,kylejameshssp,Bakersfield,2014-15,bakersfield,2015
29,Colton Blankenship,,So,https://www.cccaasports.org/sports/bsb/2014-15/players/coltonblankenshipwvbk,coltonblankenshipwvbk,Bakersfield,2014-15,bakersfield,2015
20,Vinnie Manning,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/vinniemanningwhkn,vinniemanningwhkn,Bakersfield,2014-15,bakersfield,2015
8,Ryne Engelman,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/ryneengelman96pm,ryneengelman96pm,Bakersfield,2014-15,bakersfield,2015
1,Juan Gonzalez,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/juangonzalezscb8,juangonzalezscb8,Bakersfield,2014-15,bakersfield,2015
11,Chris Ransick,,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/chrisransick6fjk,chrisransick6fjk,Bakersfield,2014-15,bakersfield,2015
