No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
14,Diego Fisher,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/diegofisher9hs3,diegofisher9hs3,Hartnell,2019-20,hartnell,2020
21,Carlos Drain,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/carlosdrainq3v0,carlosdrainq3v0,Hartnell,2019-20,hartnell,2020
5,Isaiah Bueno,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/isaiahbuenouv02,isaiahbuenouv02,Hartnell,2019-20,hartnell,2020
23,Chris Wright,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/chriswrightw3pj,chriswrightw3pj,Hartnell,2019-20,hartnell,2020
27,Michael Vivo,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/michaelvivofg2h,michaelvivofg2h,Hartnell,2019-20,hartnell,2020
18,Amier Bowen,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/amierbowenposx,amierbowenposx,Hartnell,2019-20,hartnell,2020
6,TJ L'Hommedieu,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/tjlhommedieucirq,tjlhommedieucirq,Hartnell,2019-20,hartnell,2020
4,Travis Madison,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/travismadisonkay3,travismadisonkay3,Hartnell,2019-20,hartnell,2020
7,Tyler Triano,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/tylertrianonz53,tylertrianonz53,Hartnell,2019-20,hartnell,2020
1,Nikko Crivello,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/nikkocrivelloyccn,nikkocrivelloyccn,Hartnell,2019-20,hartnell,2020
8,Ruben Gomez,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/rubengomezfui9,rubengomezfui9,Hartnell,2019-20,hartnell,2020
2,CJ Drain,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/cjdrainl60h,cjdrainl60h,Hartnell,2019-20,hartnell,2020
33,Logan Sheasgreen,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/logansheasgreenao7t,logansheasgreenao7t,Hartnell,2019-20,hartnell,2020
25,Javier Rodriguez,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/javierrodriguezsfdp,javierrodriguezsfdp,Hartnell,2019-20,hartnell,2020
9,Wyatt Hankard,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/wyatthankard22q7,wyatthankard22q7,Hartnell,2019-20,hartnell,2020
15,Anthony Aguilar,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/anthonyaguilar04cf,anthonyaguilar04cf,Hartnell,2019-20,hartnell,2020
20,Eric Crouse,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/ericcrouse1ei5,ericcrouse1ei5,Hartnell,2019-20,hartnell,2020
