No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
12,Nick Rodda,INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/nickroddagj7m,nickroddagj7m,Santa Rosa,2011-12,santarosa,2012
22,Siosi Poti,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/siosipoti9qjk,siosipoti9qjk,Santa Rosa,2011-12,santarosa,2012
8,Ryan Strouse,INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/ryanstrouse103n,ryanstrouse103n,Santa Rosa,2011-12,santarosa,2012
18,Alex Sasloff,C,So,https://www.cccaasports.org/sports/bsb/2011-12/players/alexsasloff65qp,alexsasloff65qp,Santa Rosa,2011-12,santarosa,2012
2,Brandon Baranzini,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/brandonbaranziniuh9j,brandonbaranziniuh9j,Santa Rosa,2011-12,santarosa,2012
28,Anthony Sequeira,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/anthonysequeiran9gs,anthonysequeiran9gs,Santa Rosa,2011-12,santarosa,2012
5,Brian Bynum,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/brianbynumngpu,brianbynumngpu,Santa Rosa,2011-12,santarosa,2012
3,Dalton Johnson,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/daltonjohnson41l8,daltonjohnson41l8,Santa Rosa,2011-12,santarosa,2012
19,Patrick Moniz,INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/patrickmoniz43nk,patrickmoniz43nk,Santa Rosa,2011-12,santarosa,2012
29,Matt Nadolski,P/OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/mattnadolskiebg2,mattnadolskiebg2,Santa Rosa,2011-12,santarosa,2012
25,Ryan Xepoleas,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/ryanxepoleasktm8,ryanxepoleasktm8,Santa Rosa,2011-12,santarosa,2012
1,Brent Gillespie,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/brentgillespiel231,brentgillespiel231,Santa Rosa,2011-12,santarosa,2012
14,Stephen McElroy,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/stephenmcelroypin4,stephenmcelroypin4,Santa Rosa,2011-12,santarosa,2012
31,Daniel Smith,C,So,https://www.cccaasports.org/sports/bsb/2011-12/players/danielsmithzth6,danielsmithzth6,Santa Rosa,2011-12,santarosa,2012
11,Nick Mossi,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nickmossiatb1,nickmossiatb1,Santa Rosa,2011-12,santarosa,2012
6,Kurtis Huffman,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/kurtishuffmank1mc,kurtishuffmank1mc,Santa Rosa,2011-12,santarosa,2012
4,Nico Filice,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nicofilicectvj,nicofilicectvj,Santa Rosa,2011-12,santarosa,2012
23,Chris Bottini,C,So,https://www.cccaasports.org/sports/bsb/2011-12/players/chrisbottiniyv18,chrisbottiniyv18,Santa Rosa,2011-12,santarosa,2012
