No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
21,Jordan Grubbs,P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jordangrubbstlw6,jordangrubbstlw6,Napa,2012-13,napa,2013
6,Kevin Coffee,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kevincoffeeebnw,kevincoffeeebnw,Napa,2012-13,napa,2013
13,Rico Rodriguez,P/1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ricorodriguez4j89,ricorodriguez4j89,Napa,2012-13,napa,2013
7,Christain Gazdar,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/christaingazdarxw0a,christaingazdarxw0a,Napa,2012-13,napa,2013
24,Steven Contursi,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/stevencontursinsca,stevencontursinsca,Napa,2012-13,napa,2013
5,Brandon Ortega,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/brandonortegaivrd,brandonortegaivrd,Napa,2012-13,napa,2013
3,Alex Fernandez,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/alexfernandezv80m,alexfernandezv80m,Napa,2012-13,napa,2013
19,Eric Peruzzi,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ericperuzzimboy,ericperuzzimboy,Napa,2012-13,napa,2013
9,Tim Nunn,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/timnunnrj6k,timnunnrj6k,Napa,2012-13,napa,2013
15,Kurtis Huffman,OF/P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/kurtishuffmanpfu4,kurtishuffmanpfu4,Napa,2012-13,napa,2013
31,Bryce Brewer,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/brycebrewerwcqg,brycebrewerwcqg,Napa,2012-13,napa,2013
14,Randy Keen,OF/P,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/randykeen0tkc,randykeen0tkc,Napa,2012-13,napa,2013
33,Nick Villazon,C/1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/nickvillazonz7ef,nickvillazonz7ef,Napa,2012-13,napa,2013
10,Devante Harris,1B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/devanteharriss23l,devanteharriss23l,Napa,2012-13,napa,2013
1,Chris Bruno,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/chrisbrunor6is,chrisbrunor6is,Napa,2012-13,napa,2013
25,Brandon Maio,P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/brandonmaioa56w,brandonmaioa56w,Napa,2012-13,napa,2013
