No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
9,Josh Miller,SS,So,https://www.cccaasports.org/sports/bsb/2011-12/players/joshmillerag50,joshmillerag50,Cuesta,2011-12,cuesta,2012
7,Alex Detz,2B,So,https://www.cccaasports.org/sports/bsb/2011-12/players/alexdetzo2tw,alexdetzo2tw,Cuesta,2011-12,cuesta,2012
3,Labronze Sanderson,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/labronzesanderson1e79,labronzesanderson1e79,Cuesta,2011-12,cuesta,2012
19,Cody Lavalli,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/codylavallit3zl,codylavallit3zl,Cuesta,2011-12,cuesta,2012
6,Chris Lindmark,C/3B,So,https://www.cccaasports.org/sports/bsb/2011-12/players/chrislindmarkmfl3,chrislindmarkmfl3,Cuesta,2011-12,cuesta,2012
32,Michael Nieporte,C,So,https://www.cccaasports.org/sports/bsb/2011-12/players/michaelnieportec8y7,michaelnieportec8y7,Cuesta,2011-12,cuesta,2012
4,Lee Sheller,1B/OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/leesheller541q,leesheller541q,Cuesta,2011-12,cuesta,2012
5,Bryce Marcoullier,C/1B,So,https://www.cccaasports.org/sports/bsb/2011-12/players/brycemarcoullierlxdw,brycemarcoullierlxdw,Cuesta,2011-12,cuesta,2012
2,Brandon Oliver,C/INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/brandonoliverd4k8,brandonoliverd4k8,Cuesta,2011-12,cuesta,2012
49,Jack Colick,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/jackcolicksojj,jackcolicksojj,Cuesta,2011-12,cuesta,2012
39,Spencer Ruggles,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/spencerrugglesmjr1,spencerrugglesmjr1,Cuesta,2011-12,cuesta,2012
21,Gavin Susca,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/gavinsuscaa3xe,gavinsuscaa3xe,Cuesta,2011-12,cuesta,2012
8,Jordan Goldsmith,RHP/OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/jordangoldsmitho6jj,jordangoldsmitho6jj,Cuesta,2011-12,cuesta,2012
12,Manny Castaneda,1B,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/mannycastanedavnv8,mannycastanedavnv8,Cuesta,2011-12,cuesta,2012
31,Brent Poulin,3B,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/brentpoulinjkkd,brentpoulinjkkd,Cuesta,2011-12,cuesta,2012
17,Chris Coates,RHP,So,https://www.cccaasports.org/sports/bsb/2011-12/players/chriscoatesfrz2,chriscoatesfrz2,Cuesta,2011-12,cuesta,2012
28,Brett Haringa,RHP,So,https://www.cccaasports.org/sports/bsb/2011-12/players/brettharinga38ye,brettharinga38ye,Cuesta,2011-12,cuesta,2012
