No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
3,Rolando Martinez,INF/OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/rolandomartinezgva8,rolandomartinezgva8,Bakersfield,2013-14,bakersfield,2014
9,Eddie Torres,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/eddietorresa3u6,eddietorresa3u6,Bakersfield,2013-14,bakersfield,2014
10,Cole Hallum,OF/RHP,So,https://www.cccaasports.org/sports/bsb/2013-14/players/colehallumb3in,colehallumb3in,Bakersfield,2013-14,bakersfield,2014
25,Zach Tanner,OF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/zachtanner4xxt,zachtanner4xxt,Bakersfield,2013-14,bakersfield,2014
23,Erik Williams,3B,So,https://www.cccaasports.org/sports/bsb/2013-14/players/erikwilliamstvaw,erikwilliamstvaw,Bakersfield,2013-14,bakersfield,2014
24,Kaidan Meadows,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/kaidanmeadowsmldw,kaidanmeadowsmldw,Bakersfield,2013-14,bakersfield,2014
15,Junior Felix,C,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/juniorfelixk50a,juniorfelixk50a,Bakersfield,2013-14,bakersfield,2014
1,Jake Verdugo,OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/jakeverdugo9e8x,jakeverdugo9e8x,Bakersfield,2013-14,bakersfield,2014
6,Kyle Speaks,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/kylespeaks0781,kylespeaks0781,Bakersfield,2013-14,bakersfield,2014
33,Matt Lemon,1B,So,https://www.cccaasports.org/sports/bsb/2013-14/players/mattlemonj9e6,mattlemonj9e6,Bakersfield,2013-14,bakersfield,2014
12,Jared Solf,1B/C/RHP,So,https://www.cccaasports.org/sports/bsb/2013-14/players/jaredsolf8gfh,jaredsolf8gfh,Bakersfield,2013-14,bakersfield,2014
13,Austin Tijerina,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/austintijerinapyox,austintijerinapyox,Bakersfield,2013-14,bakersfield,2014
29,Colton Blankenship,3B/C,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/coltonblankenshiprg7x,coltonblankenshiprg7x,Bakersfield,2013-14,bakersfield,2014
