No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
8,Max Blessinger,OF,SO,https://www.cccaasports.org/sports/bsb/2021-22/players/maxblessingere4yj,maxblessingere4yj,Pasadena City,2021-22,pasadenacity,2022
33,Raider Tello,SS,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/raidertelloizc2,raidertelloizc2,Pasadena City,2021-22,pasadenacity,2022
19,Jake Trabbie,1B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/jaketrabbief62m,jaketrabbief62m,Pasadena City,2021-22,pasadenacity,2022
3,Andrew Scannell,2B,SO,https://www.cccaasports.org/sports/bsb/2021-22/players/andrewscannellxvpn,andrewscannellxvpn,Pasadena City,2021-22,pasadenacity,2022
6,Aryonis Harrison,OF,*FR,https://www.cccaasports.org/sports/bsb/2021-22/players/aryonisharrisonqryu,aryonisharrisonqryu,Pasadena City,2021-22,pasadenacity,2022
25,Kenny Kim,OF,SO,https://www.cccaasports.org/sports/bsb/2021-22/players/kennykim5rez,kennykim5rez,Pasadena City,2021-22,pasadenacity,2022
21,Toshiki Kuriya,3B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/toshikikuriyai011,toshikikuriyai011,Pasadena City,2021-22,pasadenacity,2022
18,Jakob Guardado,P/OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/jakobguardadocz8e,jakobguardadocz8e,Pasadena City,2021-22,pasadenacity,2022
12,Matt Rice,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/mattriceat7m,mattriceat7m,Pasadena City,2021-22,pasadenacity,2022
23,Matthew Delgado,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/matthewdelgado3qrm,matthewdelgado3qrm,Pasadena City,2021-22,pasadenacity,2022
24,Marco Martinez,3B,*SO,https://www.cccaasports.org/sports/bsb/2021-22/players/marcomartinez40e3,marcomartinez40e3,Pasadena City,2021-22,pasadenacity,2022
1,Isaac Luevano,SS/3B,SO,https://www.cccaasports.org/sports/bsb/2021-22/players/isaacluevanol7xl,isaacluevanol7xl,Pasadena City,2021-22,pasadenacity,2022
7,Josh Hernandez,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/joshhernandezq11h,joshhernandezq11h,Pasadena City,2021-22,pasadenacity,2022
20,Damien Ureta,P/OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/damienuretaxwvy,damienuretaxwvy,Pasadena City,2021-22,pasadenacity,2022
14,Collin Johnson,1B,*FR,https://www.cccaasports.org/sports/bsb/2021-22/players/collinjohnsone69l,collinjohnsone69l,Pasadena City,2021-22,pasadenacity,2022
5,Yuto Mimura,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/yutomimurazz73,yutomimurazz73,Pasadena City,2021-22,pasadenacity,2022
9,Brennan Beckley,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/brennanbeckleyqmbc,brennanbeckleyqmbc,Pasadena City,2021-22,pasadenacity,2022
16,Blake Beckley,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/blakebeckleylsr3,blakebeckleylsr3,Pasadena City,2021-22,pasadenacity,2022
15,Nicolas Day,P/OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/nicolasdaysw3n,nicolasdaysw3n,Pasadena City,2021-22,pasadenacity,2022
30,Andrew Fernandez,P,*SO,https://www.cccaasports.org/sports/bsb/2021-22/players/andrewfernandezjauk,andrewfernandezjauk,Pasadena City,2021-22,pasadenacity,2022
13,Kyle Noell,P,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/kylenoellilrf,kylenoellilrf,Pasadena City,2021-22,pasadenacity,2022
