No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
4,Mason Bowden,OF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/masonbowdenhj34,masonbowdenhj34,Siskiyous,2019-20,siskiyous,2020
10,Zanden Shim,INF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/zandenshimpv5d,zandenshimpv5d,Siskiyous,2019-20,siskiyous,2020
24,Tyler Tapia,INF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/tylertapiaddie,tylertapiaddie,Siskiyous,2019-20,siskiyous,2020
6,Adam Villasenor,IF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/adamvillasenor2cjz,adamvillasenor2cjz,Siskiyous,2019-20,siskiyous,2020
15,Jackson Grigsby,OF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/jacksongrigsbye2gt,jacksongrigsbye2gt,Siskiyous,2019-20,siskiyous,2020
23,Manny Carino,IF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/mannycarinog63i,mannycarinog63i,Siskiyous,2019-20,siskiyous,2020
30,Paxton Andrade,OF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/paxtonandrademus7,paxtonandrademus7,Siskiyous,2019-20,siskiyous,2020
9,Andres Villasenor,CF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/andresvillasenor4214,andresvillasenor4214,Siskiyous,2019-20,siskiyous,2020
3,Andrew Enwiya,OF,Sophomore,https://www.cccaasports.org/sports/bsb/2019-20/players/andrewenwiyai0du,andrewenwiyai0du,Siskiyous,2019-20,siskiyous,2020
14,Kaimana Ferguson,OF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/kaimanafergusonkdpo,kaimanafergusonkdpo,Siskiyous,2019-20,siskiyous,2020
5,Dylan Angelo,C,Sophomore,https://www.cccaasports.org/sports/bsb/2019-20/players/dylanangeloxb8j,dylanangeloxb8j,Siskiyous,2019-20,siskiyous,2020
34,Joseph Saenz,RHP,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/josephsaenzonmc,josephsaenzonmc,Siskiyous,2019-20,siskiyous,2020
18,Gavin Gately,UTIL,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/gavingately7ix3,gavingately7ix3,Siskiyous,2019-20,siskiyous,2020
26,Makael Shaw,OF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/makaelshawrdov,makaelshawrdov,Siskiyous,2019-20,siskiyous,2020
12,Bryce Culp,OF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/bryceculp5j23,bryceculp5j23,Siskiyous,2019-20,siskiyous,2020
0,Robby Weeks,OF,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/robbyweekswa1x,robbyweekswa1x,Siskiyous,2019-20,siskiyous,2020
56,Tallon Vanetti,C,Freshman,https://www.cccaasports.org/sports/bsb/2019-20/players/tallonvanettic3i6,tallonvanettic3i6,Siskiyous,2019-20,siskiyous,2020
