No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
4,Chad Jones,INF,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/chadjoneseob8,chadjoneseob8,Allan Hancock,2017-18,allanhancock,2018
29,Cordell Bowie,INF,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/cordellbowieiltq,cordellbowieiltq,Allan Hancock,2017-18,allanhancock,2018
15,Daniel Curiel,OF,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/danielcuriel8ah5,danielcuriel8ah5,Allan Hancock,2017-18,allanhancock,2018
6,Quinntin Perez,INF,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/quinntinperez0x9p,quinntinperez0x9p,Allan Hancock,2017-18,allanhancock,2018
16,Jake Shusterich,INF/RHP,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/jakeshusterichd3dg,jakeshusterichd3dg,Allan Hancock,2017-18,allanhancock,2018
27,Brendan Gomez,OF,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/brendangomezkus1,brendangomezkus1,Allan Hancock,2017-18,allanhancock,2018
21,Ismael Hernandez,RHP/INF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/ismaelhernandezw8ru,ismaelhernandezw8ru,Allan Hancock,2017-18,allanhancock,2018
30,Josh Tonascia,1B,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/joshtonascianjkk,joshtonascianjkk,Allan Hancock,2017-18,allanhancock,2018
20,Reed Odland,C,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/reedodland7y0v,reedodland7y0v,Allan Hancock,2017-18,allanhancock,2018
7,Josh Harmonay,IF,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/joshharmonayu16c,joshharmonayu16c,Allan Hancock,2017-18,allanhancock,2018
10,Dylan Maiden,INF/RHP,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/dylanmaidena4qy,dylanmaidena4qy,Allan Hancock,2017-18,allanhancock,2018
12,Shane Flaningam,C,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/shaneflaningam420h,shaneflaningam420h,Allan Hancock,2017-18,allanhancock,2018
26,Brian Dowell,OF,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/briandowello9cf,briandowello9cf,Allan Hancock,2017-18,allanhancock,2018
40,Tanner Thompson,OF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/tannerthompson31yw,tannerthompson31yw,Allan Hancock,2017-18,allanhancock,2018
36,Nick Proffitt,OF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/nickproffittph54,nickproffittph54,Allan Hancock,2017-18,allanhancock,2018
23,"Marcus Nix, Jr.",OF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/marcusnixjrwnda,marcusnixjrwnda,Allan Hancock,2017-18,allanhancock,2018
24,Davy Demeter,INF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/davydemeter3xiw,davydemeter3xiw,Allan Hancock,2017-18,allanhancock,2018
2,Diego Martinez,INF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/diegomartinezszn6,diegomartinezszn6,Allan Hancock,2017-18,allanhancock,2018
5,Jacob Camarena,INF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/jacobcamarenaavfs,jacobcamarenaavfs,Allan Hancock,2017-18,allanhancock,2018
35,Zac Fernandez,OF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/zacfernandezrq50,zacfernandezrq50,Allan Hancock,2017-18,allanhancock,2018
8,Zach Rudd,INF,Fr.,https://www.cccaasports.org/sports/bsb/2017-18/players/zachruddxs7b,zachruddxs7b,Allan Hancock,2017-18,allanhancock,2018
22,Phil Almanza,RHP,So.,https://www.cccaasports.org/sports/bsb/2017-18/players/philalmanzanc4m,philalmanzanc4m,Allan Hancock,2017-18,allanhancock,2018
