No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
11,Darrel Doll,INF/P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/darreldollm7gg,darreldollm7gg,Yuba,2016-17,yuba,2017
3,Billy Mason,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/billymason02mg,billymason02mg,Yuba,2016-17,yuba,2017
27,Taylor Doyle,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/taylordoyles3el,taylordoyles3el,Yuba,2016-17,yuba,2017
2,Tanner Seibel,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/tannerseibelunpd,tannerseibelunpd,Yuba,2016-17,yuba,2017
30,Eddy Cruz,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/eddycruza2xv,eddycruza2xv,Yuba,2016-17,yuba,2017
20,Weston Gaddis,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/westongaddisi5b6,westongaddisi5b6,Yuba,2016-17,yuba,2017
31,Alec Garrett,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/alecgarrett4zyh,alecgarrett4zyh,Yuba,2016-17,yuba,2017
13,Michael Shoenberger,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/michaelshoenbergeru0f0,michaelshoenbergeru0f0,Yuba,2016-17,yuba,2017
1,Carter Cunningham,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/cartercunninghamiw80,cartercunninghamiw80,Yuba,2016-17,yuba,2017
9,Tommy Gill,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tommygillb56q,tommygillb56q,Yuba,2016-17,yuba,2017
4,Keith Dougherty,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/keithdoughertyqfcw,keithdoughertyqfcw,Yuba,2016-17,yuba,2017
15,Joe Ramos,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joeramos2huz,joeramos2huz,Yuba,2016-17,yuba,2017
28,Andrew Schnitzius,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/andrewschnitziusch7p,andrewschnitziusch7p,Yuba,2016-17,yuba,2017
6,Jeramiah Blattman,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jeramiahblattmani9ui,jeramiahblattmani9ui,Yuba,2016-17,yuba,2017
26,Henry Stewart,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/henrystewartj6qp,henrystewartj6qp,Yuba,2016-17,yuba,2017
10,Walker Musso,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/walkermusso7vmp,walkermusso7vmp,Yuba,2016-17,yuba,2017
32,David Miller,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/davidmillerb2ye,davidmillerb2ye,Yuba,2016-17,yuba,2017
34,Brock Piscoran,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/brockpiscoran4d6y,brockpiscoran4d6y,Yuba,2016-17,yuba,2017
12,Drew Rodriguez,P,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/drewrodrigueztus4,drewrodrigueztus4,Yuba,2016-17,yuba,2017
