No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_njcaa_season,team_id,team_season
20,Alejandro Velasco,IF,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/alejandrovelascovta1,alejandrovelascovta1,San Diego City,2019-20,sandiegocity,2020
22,Ethan Workinger,OF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/ethanworkinger9ckq,ethanworkinger9ckq,San Diego City,2019-20,sandiegocity,2020
2,Hector Carreon,OF,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/hectorcarreonqy0h,hectorcarreonqy0h,San Diego City,2019-20,sandiegocity,2020
7,Jorge Lucero,IF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/jorgelucerobfh4,jorgelucerobfh4,San Diego City,2019-20,sandiegocity,2020
11,Carlos Oquita,IF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/carlosoquitayl3b,carlosoquitayl3b,San Diego City,2019-20,sandiegocity,2020
21,Chris Barkley,UTIL,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/chrisbarkleyhh7e,chrisbarkleyhh7e,San Diego City,2019-20,sandiegocity,2020
6,Jack Early,UTIL,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/jackearlymww3,jackearlymww3,San Diego City,2019-20,sandiegocity,2020
12,Israel Tafolla,IF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/israeltafollay2bg,israeltafollay2bg,San Diego City,2019-20,sandiegocity,2020
3,Angel Morales,IF,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/angelmoralesraxp,angelmoralesraxp,San Diego City,2019-20,sandiegocity,2020
15,Nic Ayala,OF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/nicayalatol7,nicayalatol7,San Diego City,2019-20,sandiegocity,2020
26,James Teets,C,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/jamesteetsdu00,jamesteetsdu00,San Diego City,2019-20,sandiegocity,2020
8,Payton Caviar,C,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/paytoncaviarbg2w,paytoncaviarbg2w,San Diego City,2019-20,sandiegocity,2020
4,Andre Petties-Wilson,OF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/andrepettieswilsonc4cw,andrepettieswilsonc4cw,San Diego City,2019-20,sandiegocity,2020
23,Jesse De Hoyos,C,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/jessedehoyoshnna,jessedehoyoshnna,San Diego City,2019-20,sandiegocity,2020
,Derrick Clark,UTIL,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/derrickclarkvjr0,derrickclarkvjr0,San Diego City,2019-20,sandiegocity,2020
28,Clayton Lewis,LHP,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/claytonlewisgw2i,claytonlewisgw2i,San Diego City,2019-20,sandiegocity,2020
17,Connor Guise,LHP,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/connorguisejs1a,connorguisejs1a,San Diego City,2019-20,sandiegocity,2020
25,Charlie Nies,RHP,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/charlieniesjq6y,charlieniesjq6y,San Diego City,2019-20,sandiegocity,2020
9,Nick Petro,RHP,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/nickpetroi8op,nickpetroi8op,San Diego City,2019-20,sandiegocity,2020
27,Chris Reuter,LHP,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/chrisreuter2y8d,chrisreuter2y8d,San Diego City,2019-20,sandiegocity,2020
