date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Ventura,L,11-6,11,6,5,win,20170127_frm9,4,0,0,,,,1,,1,,,1,,,0,0,1,1,2,0.50,5,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Jan 28,home,Fullerton,L,4-3,4,3,1,win,20170128_pkyw,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Feb 3,home,Hartnell,W,4-2,4,2,2,win,20170202_qezx,2,0,0,,,,0,,,,,,,1,0,0,,1,2,0.50,3,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Feb 9,home,El Camino,L,4-0,4,0,4,win,20170209_8vaf,3,0,0,,,,0,,3,,,,,,0,0,,,,,3,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Feb 14,home,Moorpark,L,5-4,5,4,1,win,20170214_3omq,2,0,1,,,,0,,1,,,,,,1,0,,,,,2,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Feb 18,home,Golden West,L,6-2,6,2,4,win,20170218_kkr1,1,1,1,,,,0,1,,,,,,,1,0,,,,,2,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Feb 23,home,Fullerton,L,21-4,21,4,17,win,20170223_kmhk,3,0,0,,,,0,,,,,,,,0,0,,,3,,3,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Mar 21,home,LA Valley,W,9-5,9,5,4,win,20170321_45o5,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Apr 18,home,LA Pierce,L,5-1,5,1,4,win,20170418_qjrl,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Apr 20,home,LA Mission,L,8-0,8,0,8,win,20170420_e173,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
Apr 22,home,LA Valley,W,9-1,9,1,8,win,20170422_lfdo,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2017,,Bakersfield,bakersfield,ryandickersonn6ik,Ryan Dickerson
