date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Butte,L,10-4,10,4,6,win,20220127_xpro,3,1,1,,,,1,,1,,,1,,,1,0,,1,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Jan 28,home,Butte,L,8-4,8,4,4,win,20220128_24hv,3,0,0,,,,1,,1,,,,1,,0,0,,2,2,1.00,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Jan 29,home,Butte,W,9-5,9,5,4,win,20220129_ozu3,3,0,0,,,,1,1,1,,,,,,0,0,,1,1,1.00,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 1,home,Modesto,L,22-5,22,5,17,win,20220201_d9qa,3,2,2,1,,,0,,1,,,,,,3,1,,,,,3,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 3,home,Modesto,L,9-1,9,1,8,win,20220203_d2p3,3,0,2,,,,0,1,,,,,,,2,0,,1,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 11,home,Lassen,L,8-0,8,0,8,win,20220211_9kjj,3,0,0,,,,0,1,2,,,,,,0,0,,1,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 11,home,Lassen,L,3-2,3,2,1,win,20220211_gn4k,3,0,0,,,,0,,2,,,,,1,0,0,,1,1,1.00,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 15,home,Shasta,L,9-5,9,5,4,win,20220215_pwai,4,0,0,,,,0,,1,,,,,,0,0,,,3,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 18,home,Sierra,L,15-11,15,11,4,win,20220218_nny7,4,0,2,,,,1,1,1,,,,,,2,0,,,1,,5,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 25,home,Monterey Peninsula,L,6-3,6,3,3,win,20220225_gwzu,4,0,1,,,,0,,3,,,,,,1,0,,,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 26,home,Monterey Peninsula,L,10-0,10,0,10,win,20220226_cnz1,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Feb 26,home,Monterey Peninsula,W,5-0,5,0,5,win,20220226_0q8l,3,0,0,,,,0,,3,,,1,,,0,0,,,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 1,home,Folsom Lake,L,5-3,5,3,2,win,20220301_sgmr,3,0,1,,,,0,1,1,,,,,,1,0,,,1,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 3,home,Folsom Lake,L,6-5,6,5,1,win,20220303_x11c,4,0,2,2,,,2,,,,,,,,4,2,,1,1,1.00,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 5,home,Napa Valley,L,5-3,5,3,2,win,20220305_0trm,5,1,1,1,,,0,,2,,,,,,2,1,,,2,,5,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 8,home,Marin,W,6-3,6,3,3,win,20220308_8m78,4,0,0,,,,0,,2,,,,,,0,0,,,2,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 10,home,Contra Costa,L,6-5,6,5,1,win,20220310_g79r,4,0,2,1,,,1,,,,,,,,3,1,,1,1,1.00,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 15,home,Solano,W,14-7,14,7,7,win,20220315_iml6,5,2,3,1,,1,5,,1,,,,,,7,2,,,1,,5,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 17,home,Solano,W,6-5,6,5,1,win,20220317_aeur,4,1,1,,,1,2,,,,,,,,4,1,,1,2,0.50,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 18,home,Solano,L,9-5,9,5,4,win,20220318_amz6,3,0,1,,,,0,1,1,1,,,,,1,0,,,1,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 22,home,Los Medanos,W,11-4,11,4,7,win,20220322_itn7,2,0,0,,,,1,1,2,,,,1,,0,0,,,1,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 24,home,Los Medanos,L,9-6,9,6,3,win,20220324_at2h,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 25,home,Los Medanos,L,8-2,8,2,6,win,20220325_oyiu,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 29,home,Laney,W,6-3,6,3,3,win,20220329_7mt7,2,0,0,,,,1,,1,,,2,,,0,0,,,1,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Mar 31,home,Laney,W,9-0,9,0,9,win,20220331_m8yh,4,2,1,,,,1,,,,1,,,,1,0,,1,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 2,home,Laney,W,4-3,4,3,1,win,20220402_rhj3,3,1,1,,,,0,,1,,,,,1,1,0,,1,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 5,home,Mendocino,L,17-12,17,12,5,win,20220405_cgai,3,0,1,,,,1,,1,,,,,,1,0,,,1,,3,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 6,home,Mendocino,L,8-7,8,7,1,win,20220406_o58q,2,1,1,,,,0,2,1,,,,,,1,0,,,,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 8,home,Mendocino,W,7-4,7,4,3,win,20220408_g0n5,3,1,1,,,,0,1,,1,,,,,1,0,,,2,,4,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 12,home,Napa Valley,W,9-7,9,7,2,win,20220412_pr2j,3,0,1,1,,,1,1,1,,,1,,,2,1,,1,,,5,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 13,home,Napa Valley,W,6-4,6,4,2,win,20220413_38zd,5,1,2,,,1,2,,1,,,,,,5,1,,,2,,5,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 18,home,Napa Valley,W,25-6,25,6,19,win,20220418_g1g1,4,2,1,,,,0,1,,,,,,,1,0,1,1,2,0.50,5,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 19,home,Marin,L,21-6,21,6,15,win,20220419_avcz,2,0,0,,,,0,,,,,,,,0,0,,,2,,2,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
Apr 22,home,Marin,L,14-6,14,6,8,win,20220422_znt1,4,0,0,,,,0,,2,,,1,,,0,0,,,2,,5,2022,2021-22,Yuba,yuba,johnniepantlickzcvm,Johnnie Pantlick
