date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Saddleback,L,6-2,6,2,4,win,20170127_od0p,4,0,2,,,,0,,1,,,,,,2,0,,1,,,4,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Jan 28,home,Saddleback,L,10-1,10,1,9,win,20170128_rbt2,3,0,2,,,,0,1,1,,,,,,2,0,,,,,4,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 3,home,Long Beach,L,5-0,5,0,5,win,20170203_02jj,5,0,1,,,,0,,2,,,,,,1,0,,2,,,5,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 4,home,EC-Compton Center,W,2-0,2,0,2,win,20170204_cc6l,3,1,1,,1,,1,,,,,,1,,3,1,,2,1,2.00,4,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 10,home,Barstow,W,11-6,11,6,5,win,20170210_xewc,4,2,0,,,,0,,,,,,,1,0,0,,3,1,3.00,5,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 14,home,West LA,W,5-4,5,4,1,win,20170214_hkbi,4,0,2,,,,1,,,,,,,,2,0,,2,,,4,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 16,home,Long Beach,L,18-6,18,6,12,win,20170216_44lr,3,0,0,,,,1,,1,,,,1,,0,0,1,1,2,0.50,4,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 18,home,Barstow,,,,,12,win,,,,,,,,,,,,,,,,,,,,,,,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 18,home,Barstow,,,,,12,win,,,,,,,,,,,,,,,,,,,,,,,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 18,home,Barstow,,,,,12,win,,,,,,,,,,,,,,,,,,,,,,,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 18,home,Barstow,,,,,12,win,,,,,,,,,,,,,,,,,,,,,,,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
Feb 23,home,East Los Angeles,W,7-5,7,5,2,win,20170223_6qrl,7,1,2,,,,0,,2,,,,,,2,0,,1,2,0.50,7,2017,,San Diego City,sandiego,cesarfitchrdx3,Cesar Fitch
