date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 31,home,Imperial Valley,W,7-2,7,2,5,win,20230131_0nus,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Feb 4,home,Southwestern,W,8-3,8,3,5,win,20230204_lte3,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Feb 7,home,Taft,W,11-4,11,4,7,win,20230207_hpfs,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Feb 9,home,Porterville,W,18-1,18,1,17,win,20230209_s6mt,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Feb 17,home,West Hills Coalinga,L,7-2,7,2,5,win,20230217_muzu,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Feb 24,home,Imperial Valley,W,10-8,10,8,2,win,20230224_gpl2,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Mar 4,home,Victor Valley,W,17-4,17,4,13,win,20230304_pq7j,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Mar 6,home,San Bernardino Valley,W,4-1,4,1,3,win,20230306_rpc3,3,0,0,,,,0,,1,,,,,1,0,0,,1,2,0.50,4,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Mar 18,home,San Bernardino Valley,L,6-4,6,4,2,win,20230318_1k1c,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Mar 26,home,Desert,L,5-4,5,4,1,win,20230326_we2g,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Mar 28,home,Barstow,W,18-4,18,4,14,win,20230328_f59i,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Apr 1,home,Barstow,W,20-5,20,5,15,win,20230401_ffcr,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Apr 4,home,Victor Valley,W,20-9,20,9,11,win,20230404_dls6,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Apr 7,home,Victor Valley,W,6-1,6,1,5,win,20230407_mvd9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Apr 14,home,Mt. San Jacinto,W,10-7,10,7,3,win,20230414_mkc6,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
Apr 20,home,Chaffey,L,11-2,11,2,9,win,20230420_mljs,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
May 5,home,Cypress,L,10-8,10,8,2,win,20230505_ivka,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,Cerro Coso,cerrocoso,stephenmoraskipfws,Stephen Moraski
