date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 3,home,Lassen,W,5-3,5,3,2,win,20120203_7enc,3,1,1,,,,2,,,1,,,1,,1,0,,1,2,0.50,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 4,home,Lassen,W,5-2,5,2,3,win,20120204_mqqa,4,0,0,,,,0,,,,,,,,0,0,,1,3,0.33,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 4,home,Lassen,L,10-6,10,6,4,win,20120204_2ih8,2,0,0,,,,0,,,,,1,,,0,0,,2,,,3,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 8,home,Sierra,L,12-4,12,4,8,win,20120208_gfim,4,0,1,,,,1,,,,,,,,1,0,,2,1,2.00,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 11,home,San Joaquin  Delta,L,13-1,13,1,12,win,20120211_1k7b,4,0,1,,,,0,,,,,,,,1,0,,2,1,2.00,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 14,home,American River,W,9-5,9,5,4,win,20120214_lpwm,5,0,2,,,,2,,,,,,,,2,0,,2,1,2.00,5,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 17,home,Feather River,L,14-2,14,2,12,win,20120217_p4dw,4,0,1,,,,1,,,,,,,,1,0,1,2,1,2.00,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 18,home,Feather River,L,7-5,7,5,2,win,20120218_pvb6,4,0,0,,,,0,,,,,,,,0,0,,4,,,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 18,home,Feather River,L,10-5,10,5,5,win,20120218_wowf,5,0,2,,,,1,,2,,,,,,2,0,,1,,,5,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 23,home,Butte,L,22-11,22,11,11,win,20120223_0dgu,5,2,3,1,,,2,,,,,,,,4,1,,2,,,5,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 24,home,Butte,W,6-0,6,0,6,win,20120224_g6zg,4,0,1,,,,0,,,,,,,1,1,0,,2,1,2.00,5,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Feb 25,home,Butte,L,8-7,8,7,1,win,20120225_lpqc,4,1,1,,,,0,,,,,,,,1,0,,2,1,2.00,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 3,home,Los Medanos,L,17-8,17,8,9,win,20120303_q2g8,5,0,2,,,,0,,1,,1,,,,2,0,,2,,,5,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 6,home,Marin,L,5-2,5,2,3,win,20120306_dfsu,4,0,2,,1,,2,,,,,,,,4,1,,,2,,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 8,home,Napa,L,4-1,4,1,3,win,20120308_bp2q,3,0,2,,,,1,1,,,,,,,2,0,1,1,,,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 10,home,Contra Costa,L,10-3,10,3,7,win,20120310_n3tk,4,0,2,,,,0,,1,,,,,,2,0,,1,,,4,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 10,home,Contra Costa,W,6-5,6,5,1,win,20120310_dk5k,5,1,1,,,,1,,,,,,1,,1,0,,1,4,0.25,6,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 15,home,Laney,W,4-2,4,2,2,win,20120315_0936,3,1,0,,,,0,2,1,,,,,,0,0,,2,,,5,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 20,home,Marin,L,4-3,4,3,1,win,20120320_qfoi,4,1,1,,,,0,,,,,,,1,1,0,,2,2,1.00,5,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
Mar 22,home,Los Medanos,L,8-0,8,0,8,win,20120322_l2yb,3,0,1,,,,0,,1,,,,,,1,0,,,1,,3,2012,2011-12,Yuba,yuba,azsuttonwikc,Az Sutton
