date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Riverside,L,11-4,11,4,7,win,20220127_o6no,1,0,0,,,,0,1,1,,,1,,,0,0,,,,,3,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Jan 28,home,Riverside,W,7-5,7,5,2,win,20220128_hw5j,3,0,2,,,,1,1,1,,,1,,,2,0,,,,,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Jan 29,home,Riverside,L,6-3,6,3,3,win,20220129_rt7p,4,1,2,,,,1,1,1,,,,,,2,0,,,1,,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 3,home,Orange Coast,L,11-6,11,6,5,win,20220203_zr64,3,1,1,,,,0,1,1,,,,,,1,0,,,1,,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 5,home,Orange Coast,L,13-12,13,12,1,win,20220205_3sb3,5,3,3,,,,0,,,,,,,,3,0,,,2,,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 8,home,Reedley,L,7-4,7,4,3,win,20220208_93n9,4,2,2,2,,,1,,1,,,1,,,4,2,,,1,,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 10,home,Sequoias,L,4-3,4,3,1,win,20220210_qd4o,3,0,0,,,,0,2,,,,,,,0,0,,2,1,2.00,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 11,home,Sequoias,W,9-0,9,0,9,win,20220211_7xxj,2,2,0,,,,0,1,,1,,2,,,0,0,,,2,,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 12,home,Sequoias,L,13-12,13,12,1,win,20220212_608q,4,0,1,,,,1,,1,,,,,,1,0,,,1,,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 15,home,Reedley,W,5-3,5,3,2,win,20220215_tzmx,3,0,0,,,,0,1,1,,1,1,,,0,0,1,1,1,1.00,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 17,home,Saddleback,W,10-9,10,9,1,win,20220217_t8m4,5,1,0,,,,0,1,1,1,,,,,0,0,,1,2,0.50,6,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 18,home,Saddleback,L,10-2,10,2,8,win,20220218_lfg5,4,0,1,,,,0,,,,,,,,1,0,,2,1,2.00,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 22,home,Ventura,W,12-6,12,6,6,win,20220222_1gdw,3,2,0,,,,0,1,1,1,,2,,,0,0,,1,1,1.00,6,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 24,home,Ventura,W,14-5,14,5,9,win,20220224_tjxu,3,2,1,1,,,2,2,,,,,,,2,1,,1,1,1.00,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Feb 26,home,Ventura,W,11-1,11,1,10,win,20220226_0en0,4,1,2,1,,,2,,1,,,1,,,3,1,,1,,,5,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Mar 1,home,Allan Hancock,W,20-8,20,8,12,win,20220301_amvg,6,1,2,1,,,2,,3,,,,,,3,1,,,1,,6,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Mar 3,home,Allan Hancock,L,10-8,10,8,2,win,20220303_xt62,3,1,0,,,,1,,1,,,,1,,0,0,,1,1,1.00,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Mar 5,home,Allan Hancock,L,12-5,12,5,7,win,20220305_0ipy,4,0,0,,,,0,,1,,,,,,0,0,,1,2,0.50,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Mar 8,home,LA Pierce,W,10-7,10,7,3,win,20220307_cxr1,3,0,0,,,,1,,1,,,,1,,0,0,,1,2,0.50,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Mar 10,home,LA Pierce,W,6-0,6,0,6,win,20220310_z186,2,0,1,1,,,0,1,,,,,,1,2,1,,2,,,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Mar 12,home,LA Pierce,W,9-1,9,1,8,win,20220312_cn8t,3,0,0,,,,1,,1,,,,1,,0,0,,1,2,0.50,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
Mar 15,home,Moorpark,W,8-0,8,0,8,win,20220315_1a25,2,1,0,,,,1,1,,,,,1,,0,0,,1,2,0.50,4,2022,2021-22,Cuesta,cuesta,daltoncrame3qj,Dalton Cram
