date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Merced,L,11-3,11,3,8,win,20190125_bzz4,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Jan 26,home,San Joaquin Delta,L,6-0,6,0,6,win,20190126_wk20,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Jan 29,home,West Hills Coalinga,W,10-3,10,3,7,win,20190129_qoxa,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Jan 31,home,West Hills Coalinga,W,20-12,20,12,8,win,20190131_4tdd,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Feb 16,home,Ventura,L,8-1,8,1,7,win,20190216_jih8,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Feb 19,home,Los Medanos,L,4-2,4,2,2,win,20190219_823t,3,0,1,,,,0,,1,,,,,,1,0,,1,,,3,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Feb 23,home,Reedley,L,5-1,5,1,4,win,20190223_njxp,1,0,0,,,,0,,,,,,,,0,0,1,1,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Mar 4,home,Canada,L,6-3,6,3,3,win,20190304_30yd,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Mar 7,home,Canada,L,3-0,3,0,3,win,20190307_lrp5,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Mar 10,home,Canada,W,5-2,5,2,3,win,20190310_uglf,3,0,0,,,,0,1,1,,,,,,0,0,1,2,,,4,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Mar 12,home,Skyline,L,9-3,9,3,6,win,20190312_eg38,1,0,0,,,,0,1,,,,,,,0,0,,1,,,2,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Mar 28,home,San Francisco,W,7-3,7,3,4,win,20190328_r0il,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 4,home,Gavilan,W,18-1,18,1,17,win,20190404_81gh,0,0,0,,,,1,,,,,,1,,0,0,,,1,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 6,home,Gavilan,W,19-6,19,6,13,win,20190406_55jq,0,1,0,,,,0,1,,,,,,,0,0,,,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 11,home,Santa Rosa,L,13-3,13,3,10,win,20190411_e6w9,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 18,home,Hartnell,W,10-9,10,9,1,win,20190418_dw7d,4,1,1,,,,1,1,2,,,,,,1,0,,1,,,5,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 20,home,Hartnell,W,14-10,14,10,4,win,20190420_8u94,6,1,2,1,,,1,,,,,,,,3,1,,2,1,2.00,6,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 23,home,Ohlone,L,9-0,9,0,9,win,20190423_qxag,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 25,home,Ohlone,L,8-0,8,0,8,win,20190425_5c0t,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 26,home,Ohlone,W,4-2,4,2,2,win,20190426_osw9,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
Apr 27,home,San Mateo,L,3-2,3,2,1,win,20190427_1sm1,4,0,1,,,,0,,2,,,,,1,1,0,,2,,,5,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
May 4,home,San Joaquin Delta,L,12-1,12,1,11,win,20190504_7642,2,0,1,1,,,0,,,,,,,,2,1,,1,,,2,2019,2018-19,Monterey Peninsula,montereypeninsula,jamesbostickjro0gf,James Bostick Jr.
