date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Modesto,W,1-0,1,0,1,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Jan 25,home,Modesto,W,2-1,2,1,1,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Jan 31,home,Fresno City,L,4-2,4,2,2,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 1,home,Fresno City,L,4-2,4,2,2,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 4,home,Chabot,W,11-6,11,6,5,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 11,home,Chabot,W,7-3,7,3,4,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 13,home,Feather River,L,8-1,8,1,7,win,20200213_hsco,1,0,0,,,,0,1,1,,,,,,0,0,,,,,2,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 14,home,Redwoods,L,10-5,10,5,5,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 14,home,Redwoods,W,14-5,14,5,9,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 15,home,Redwoods,W,4-3,4,3,1,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 18,home,Monterey Peninsula,W,11-5,11,5,6,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 20,home,Monterey Peninsula,W,16-1,16,1,15,win,20200220_bop7,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 21,home,Hartnell,W,7-1,7,1,6,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 22,home,Hartnell,W,15-4,15,4,11,win,20200222_8hk8,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 25,home,Diablo Valley,W,7-3,7,3,4,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Feb 27,home,Diablo Valley,W,5-0,5,0,5,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 3,home,Marin,L,10-1,10,1,9,win,20200303_2ecw,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 5,home,Contra Costa,W,18-1,18,1,17,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 6,home,Yuba,W,12-0,12,0,12,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 10,home,Contra Costa,W,5-1,5,1,4,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 12,home,Contra Costa,,,,,4,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 13,home,Contra Costa,,,,,4,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 17,home,Napa Valley,,,,,4,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
Mar 19,home,Napa Valley,,,,,4,win,,,,,,,,,,,,,,,,,,,,,,,2020,,Los Medanos,losmedanos,prestonwilsonfkq0,Preston Wilson
