date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Sierra,L,8-1,8,1,7,win,20190127_r9qa,2,0,1,,,,0,,,,,,,,1,0,,1,,,2,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Feb 1,home,Golden West,L,8-2,8,2,6,win,20190201_sfdy,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Feb 21,home,Monterey Peninsula,L,11-10,11,10,1,win,20190221_k7eb,1,1,1,1,,,0,,,,,,,,2,1,,,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Feb 22,home,De Anza,L,10-9,10,9,1,win,20190222_68k8,4,1,1,,,,1,1,,,,,1,,1,0,,2,1,2.00,6,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Feb 28,home,Modesto,L,5-4,5,4,1,win,20190228_b5du,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Mar 1,home,Modesto,L,15-4,15,4,11,win,20190301_5zgz,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Mar 7,home,Porterville,W,18-1,18,1,17,win,20190307_lvzh,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Mar 9,home,Porterville,W,22-0,22,0,22,win,20190309_ol82,1,1,0,,,,0,1,,,,,,,0,0,,1,,,2,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Apr 5,home,Cerro Coso,W,18-4,18,4,14,win,20190405_scyf,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Apr 9,home,Sequoias,L,17-9,17,9,8,win,20190409_bsou,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Apr 16,home,Bakersfield,L,8-2,8,2,6,win,20190416_luyv,1,1,0,,,,0,,,,,,,,0,0,,1,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Apr 23,home,West Hills Coalinga,W,16-15,16,15,1,win,20190423_edpk,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Apr 25,home,West Hills Coalinga,W,11-3,11,3,8,win,20190425_dxly,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
Apr 26,home,West Hills Coalinga,W,11-4,11,4,7,win,20190426_hzgd,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2019,,Reedley,reedley,jtaranda1vog,JT Aranda
