date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Mt. San Jacinto,L,13-8,13,8,5,win,20230127_4ltt,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Jan 28,home,Compton,L,13-6,13,6,7,win,20230128_ham2,2,0,1,,,,1,,,,,2,,,1,0,1,1,,,4,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Feb 2,home,Desert,W,8-3,8,3,5,win,20230202_v6ox,1,1,0,,,,0,,1,,,,,,0,0,,,,,1,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Feb 11,home,Chaffey,L,5-3,5,3,2,win,20230211_czry,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Feb 18,home,Victor Valley,W,10-1,10,1,9,win,20230218_2rre,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Mar 4,home,Palomar,L,2-1,2,1,1,win,20230304_dk4d,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Mar 9,home,Grossmont,W,8-2,8,2,6,win,20230309_dn9v,1,0,0,,,,0,,,,,,,,0,0,1,1,,,1,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Mar 16,home,Imperial Valley,W,6-5,6,5,1,win,20230316_qxoi,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Mar 17,home,Southwestern,L,5-3,5,3,2,win,20230317_mtb1,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
Mar 18,home,Imperial Valley,W,21-3,21,3,18,win,20230318_8cou,3,1,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2023,2022-23,San Diego City,sandiegocity,isaiahhilke4eir,Isaiah Hilke
