date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 24,home,Fresno City,W,5-2,5,2,3,win,20200124_xz1d,4,0,3,,,,2,1,,1,,,,,3,0,,1,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Jan 25,home,Fresno City,L,2-1,2,1,1,win,20200125_djzw,4,0,1,,,,0,,1,,,,,,1,0,,1,1,1.00,4,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Jan 28,home,Laney,W,10-4,10,4,6,win,20200128_l9so,4,2,1,,,,1,,1,1,,1,,,1,0,,1,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Jan 31,home,Cosumnes River,W,7-1,7,1,6,win,20200131_xnu1,4,1,3,,,,0,,,1,,,,1,3,0,,2,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 1,home,Cosumnes River,W,8-6,8,6,2,win,20200201_cfib,3,0,2,1,,,3,,,1,,1,,1,3,1,,2,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 6,home,Shasta,L,5-2,5,2,3,win,20200206_u4cn,4,0,0,,,,0,,1,,,,,,0,0,,1,2,0.50,4,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 7,home,Shasta,W,6-3,6,3,3,win,20200207_ojj4,5,1,1,,,,0,,,2,,,,,1,0,1,1,1,1.00,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 8,home,Shasta,W,4-3,4,3,1,win,20200208_o2jh,4,0,0,,,,1,,,,,,,1,0,0,,4,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 11,home,Solano,W,8-6,8,6,2,win,20200211_bdh9,2,0,1,,,,1,1,,,,,,2,1,0,,2,1,2.00,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 18,home,Solano,W,9-1,9,1,8,win,20200218_iv9m,4,3,2,,,,1,1,1,4,,,,,2,0,,,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 20,home,Gavilan,W,8-1,8,1,7,win,20200220_31u3,3,2,1,1,,,0,2,,1,,,,,2,1,,1,1,1.00,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 22,home,Laney,W,8-2,8,2,6,win,20200222_x05q,4,1,1,,,,0,,,,,,,1,1,0,,2,2,1.00,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 25,home,Gavilan,W,11-0,11,0,11,win,20200225_qhdv,4,3,3,1,,,0,1,,1,,,,,4,1,,1,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 27,home,De Anza,W,16-1,16,1,15,win,20200227_gpv4,4,2,3,1,,,3,1,,1,,,1,,4,1,,,2,,6,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Feb 29,home,Monterey Peninsula,L,5-4,5,4,1,win,20200229_3ejb,5,1,1,1,,,0,,1,,,,,,2,1,,,2,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Mar 3,home,Canada,W,9-7,9,7,2,win,20200303_7ohq,5,1,3,1,,,2,,,1,,,,,4,1,,,1,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Mar 5,home,Canada,L,5-3,5,3,2,win,20200305_zwvl,3,0,1,,,,0,2,,,,,,,1,0,,2,,,5,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
Mar 7,home,West Valley,W,7-2,7,2,5,win,20200307_wkdz,2,0,1,,,,0,,,,,,,,1,0,,,1,,2,2020,2019-20,Skyline,skyline,jackmettamvhp4,Jack Mettam
