date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Glendale,W,6-5,6,5,1,win,20130201_hhqh,1,0,0,,,,0,1,,,,,,,0,0,,,1,,2,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 2,home,Citrus,L,4-1,4,1,3,win,20130202_5dah,4,0,0,,,,0,1,,,,,,,0,0,,2,2,1.00,5,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 3,home,LA Valley,W,11-3,11,3,8,win,20130203_j5it,3,0,1,,,,0,,2,,,,,,1,0,,,,,3,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 7,home,Glendale,W,3-1,3,1,2,win,20130207_tw3c,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 8,home,San Diego Mesa,W,16-4,16,4,12,win,20130208_dziv,5,1,0,,,,1,1,2,,,,,,0,0,1,2,1,2.00,6,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 9,home,San Diego Mesa,L,7-6,7,6,1,win,20130209_m712,3,0,0,,,,1,,,,,,,1,0,0,,2,1,2.00,4,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 13,home,Pasadena,W,12-4,12,4,8,win,20130213_o8ra,2,2,2,1,,,2,,,,,1,,,3,1,,,,,3,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 14,home,Merced,W,4-3,4,3,1,win,20130214_e8az,3,1,1,,,,0,,,,,,,,1,0,1,2,,,3,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 16,home,Mt. San Antonio,W,5-4,5,4,1,win,20130216_0v1y,5,0,0,,,,0,,,,,,,,0,0,,3,2,1.50,5,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 26,home,Desert,W,5-3,5,3,2,win,20130226_hlou,2,1,2,2,,,0,,,,,,,,4,2,,,,,2,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Feb 28,home,Desert,L,9-5,9,5,4,win,20130228_b2h6,5,1,2,,,,1,,2,,,,,,2,0,,,1,,5,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 2,home,Desert,L,7-1,7,1,6,win,20130302_jh4t,4,1,1,1,,,0,,,,,,,,2,1,,,3,,4,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 5,home,Cerro Coso,L,13-11,13,11,2,win,20130305_vs3e,4,2,2,1,,,1,,,,,1,,,3,1,,,2,,5,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 7,home,Cerro Coso,W,31-2,31,2,29,win,20130307_3crb,4,3,2,1,1,,2,3,,,,,1,,5,2,,1,2,0.50,8,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 9,home,Cerro Coso,W,5-1,5,1,4,win,20130309_e9m5,4,0,1,,,,0,,,,,1,,,1,0,,2,1,2.00,5,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 19,home,San Bernardino,L,6-0,6,0,6,win,20130319_z9ut,3,0,0,,,,0,,2,,,,,,0,0,,,1,,3,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 21,home,San Bernardino,L,4-2,4,2,2,win,20130321_7ht5,3,1,1,,,,0,1,,,,,,,1,0,,1,1,1.00,4,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 23,home,San Bernardino,L,6-2,6,2,4,win,20130323_nm66,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Mar 27,home,LA Pierce,L,8-7,8,7,1,win,20130327_y0jl,5,0,0,,,,0,,2,,,,,,0,0,,1,2,0.50,5,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Apr 2,home,Barstow,W,7-1,7,1,6,win,20130402_siss,1,1,0,,,,0,,,,,,,,0,0,,,1,,1,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
Apr 4,home,Barstow,L,8-7,8,7,1,win,20130404_9pgn,5,1,1,,,,0,,2,,,,,,1,0,,1,1,1.00,5,2013,2012-13,Rio Hondo,riohondo,andrewmedinaroqo,Andrew Medina
