date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 26,home,Desert,W,8-4,8,4,4,win,20180126_mcpl,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Jan 28,home,Desert,W,12-1,12,1,11,win,20180128_r4h1,1,0,0,,,,0,,1,,,1,,,0,0,,,,,2,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Feb 8,home,Citrus,L,10-3,10,3,7,win,20180208_izd9,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Feb 10,home,Riverside,L,5-2,5,2,3,win,20180210_wgpr,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Feb 18,home,San Diego City,W,17-7,17,7,10,win,20180218_1263,3,2,1,1,,,1,,2,,,2,,,2,1,,,,,5,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Feb 22,home,Moorpark,L,13-5,13,5,8,win,20180222_xl21,4,0,3,,,,0,,1,,,,,,3,0,,,,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Feb 23,home,Santa Ana,L,8-3,8,3,5,win,20180223_isgv,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Mar 6,home,Long Beach,L,5-4,5,4,1,win,20180306_3nw2,0,0,0,,,,0,1,,,,,,,0,0,,,,,1,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Mar 12,home,Compton,W,6-1,6,1,5,win,20180312_od5q,4,2,1,,,,0,,1,,,,,,1,0,,1,,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Mar 13,home,Compton,W,11-1,11,1,10,win,20180313_738r,2,0,0,,,,0,2,1,,,,,,0,0,,1,,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Mar 15,home,LA Harbor,W,11-3,11,3,8,win,20180315_pphj,3,1,1,1,,,1,,,,,1,,,2,1,,,2,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Mar 17,home,LA Harbor,L,4-3,4,3,1,win,20180317_nk2h,1,0,0,,,,0,1,1,,,,,,0,0,,,,,2,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Mar 24,home,Chaffey,W,4-3,4,3,1,win,20180324_8br4,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Mar 28,home,Merced,W,15-3,15,3,12,win,20180328_2z14,4,1,0,,,,0,,2,,,,,,0,0,,,1,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Apr 3,home,Rio Hondo,W,6-4,6,4,2,win,20180403_uawg,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Apr 5,home,Rio Hondo,W,4-3,4,3,1,win,20180405_gb6h,4,0,0,,,,0,,1,,,,,,0,0,,1,2,0.50,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Apr 17,home,El Camino,W,5-3,5,3,2,win,20180417_2cs4,3,0,0,,,,0,,1,,,1,,,0,0,,,2,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Apr 19,home,El Camino,W,8-4,8,4,4,win,20180419_5ym2,4,1,1,,,,1,,2,,,,,,1,0,,,1,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Apr 24,home,Mt. San Antonio,L,11-7,11,7,4,win,20180424_6ckv,3,1,2,2,,,2,1,1,,,,,,4,2,,,,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Apr 26,home,Mt. San Antonio,W,7-4,7,4,3,win,20180426_afdb,3,1,2,1,,,1,2,1,,,,,,3,1,,,,,5,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
Apr 27,home,Mt. San Antonio,L,6-3,6,3,3,win,20180427_sp06,3,1,0,,,,0,1,1,,,,,,0,0,,,1,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
May 4,home,Saddleback,L,16-5,16,5,11,win,20180504_kt12,4,0,0,,,,0,,2,,,,,,0,0,,2,,,4,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
May 5,home,Saddleback,L,7-5,7,5,2,win,20180505_kd5v,5,1,3,,,,0,,,,,,,,3,0,,1,,,5,2018,2017-18,East Los Angeles,eastlosangeles,logangibbons30qq,Logan Gibbons
