date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,San Diego City,L,6-5,6,5,1,win,20150127_7jrj,2,1,1,,,,0,,,,,,,,1,0,,,,,2,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Jan 29,home,El Camino-Compton Center,T,3-3,3,3,0,tie,,,,,,,,,,,,,,,,,,,,,,,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Jan 31,home,El Camino-Compton Center,W,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 3,home,Saddleback,L,9-4,9,4,5,win,20150203_1sk5,4,1,0,,,,0,,,,,,,,0,0,,3,1,3.00,4,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 6,home,Southwestern,L,4-0,4,0,4,win,20150206_9bb5,2,0,0,,,,0,,,,,,,,0,0,,,2,,2,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 7,home,Grossmont,W,3-1,3,1,2,win,20150207_hc1j,2,0,2,,,,1,2,,,,1,,,2,0,,,,,5,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 12,home,Southwestern,L,11-9,11,9,2,win,20150212_gtll,5,1,1,1,,,0,,1,,,,,,2,1,,2,1,2.00,5,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 14,home,Grossmont,L,3-2,3,2,1,win,20150214_wgc2,3,0,1,,,,0,,,,,,,1,1,0,,3,,,4,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 19,home,Saddleback,L,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 21,home,Cerro Coso,W,10-3,10,3,7,win,20150221_6902,4,1,1,,,,2,,,1,,,,,1,0,,2,1,2.00,4,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 24,home,Victor Valley,W,2-1,2,1,1,win,20150224_qc2i,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Feb 26,home,Desert,L,5-1,5,1,4,win,20150226_ywbl,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Mar 3,home,Rio Hondo,W,8-5,8,5,3,win,20150303_3yps,4,1,3,,,,0,,,,,,,,3,0,,1,,,4,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Mar 5,home,San Bernardino,L,11-4,11,4,7,win,20150305_kugx,4,0,0,,,,0,,,,,,,,0,0,1,3,1,3.00,4,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
Mar 7,home,Barstow,L,6-4,6,4,2,win,20150307_vnjn,4,0,1,1,,,0,,,,,,,,2,1,,1,2,0.50,4,2015,,Chaffey,chaffey,breyergayle4hz1,Breyer Gayle
