date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Merced,L,10-8,10,8,2,win,20180127_r1ld,4,1,1,,,,0,,1,,,,,,1,0,1,2,,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Jan 30,home,San Mateo,L,12-5,12,5,7,win,20180130_p2aj,3,1,0,,,,0,,,,,2,,,0,0,,1,1,1.00,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 1,home,San Mateo,L,11-0,11,0,11,win,20180201_v4p6,2,0,0,,,,0,,1,,,,,,0,0,,,1,,2,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 3,home,San Mateo,L,7-5,7,5,2,win,20180203_j3in,3,2,1,,,,0,1,,,,1,,,1,0,,1,,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 6,home,Skyline,W,6-4,6,4,2,win,20180206_153y,6,0,1,,,,0,,,,,,,,1,0,,4,1,4.00,6,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 10,home,Sierra,L,13-1,13,1,12,win,20180210_0aal,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 13,home,Skyline,W,11-7,11,7,4,win,20180213_h0z3,5,0,2,,,,1,,1,,,,,,2,0,,1,1,1.00,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 17,home,Santa Rosa,L,8-2,8,2,6,win,20180217_0pg9,2,0,0,,,,0,1,1,,,,,,0,0,,1,,,3,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 22,home,Chabot,W,13-10,13,10,3,win,20180222_vdph,5,1,3,2,,,2,,1,,,,,,5,2,,1,,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 23,home,American River,L,5-4,5,4,1,win,20180223_3mtg,4,0,0,,,,0,,,,,,,,0,0,,3,1,3.00,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 24,home,Chabot,L,10-3,10,3,7,win,20180224_zw3p,4,0,2,1,,,0,,,,,,,,3,1,,1,1,1.00,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Feb 27,home,Merced,L,16-13,16,13,3,win,20180227_gc8w,4,2,2,,,1,2,2,,,,,,,5,1,,,2,,6,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 3,home,Santa Rosa,L,7-3,7,3,4,win,20180303_jmt8,2,1,0,,,,0,2,,,,,,,0,0,,,2,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 6,home,Laney,L,11-2,11,2,9,win,20180306_7mbf,3,0,0,,,,0,1,,,,,,,0,0,,3,,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 8,home,Marin,L,12-3,12,3,9,win,20180308_718c,2,0,1,,,,0,1,,,,1,,,1,0,,,1,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 10,home,Los Medanos,W,17-7,17,7,10,win,20180310_jn2d,6,0,2,,,,1,,2,,,,,,2,0,,,1,,6,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 17,home,Mendocino,W,7-5,7,5,2,win,20180317_m5cn,2,1,0,,,,0,2,,,,,,,0,0,,1,1,1.00,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 18,home,Mendocino,L,4-1,4,1,3,win,20180318_v0cz,3,0,1,,,,1,,,,,,,1,1,0,,3,,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 19,home,Mendocino,L,14-5,14,5,9,win,20180319_9ch6,5,2,4,,,,1,,,1,,,,,4,0,,,1,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 22,home,Contra Costa,W,22-11,22,11,11,win,20180322_xeea,4,1,2,,,,2,1,,1,,,1,,2,0,,1,2,0.50,6,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 23,home,Contra Costa,W,3-2,3,2,1,win,20180323_q542,4,1,2,,,,1,,,,,,,,2,0,,,2,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 24,home,Contra Costa,W,4-1,4,1,3,win,20180324_27a1,4,0,0,,,,1,1,,,,,,,0,0,,1,3,0.33,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 27,home,Yuba,L,6-4,6,4,2,win,20180327_uvhp,3,1,0,,,,0,2,2,,,,,,0,0,,1,,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 29,home,Yuba,W,10-7,10,7,3,win,20180329_g3uq,5,1,3,,,,3,,,,,,,,3,0,,,1,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Mar 30,home,Yuba,W,9-5,9,5,4,win,20180330_5qp3,4,1,1,,,,0,,,,,1,,,1,0,,2,1,2.00,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 3,home,Napa Valley,W,15-4,15,4,11,win,20180403_qip9,4,0,1,,,,2,2,,,,,,,1,0,,1,2,0.50,6,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 5,home,Napa Valley,W,6-5,6,5,1,win,20180405_cl85,2,0,2,,,,2,1,,1,,,,1,2,0,,1,,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 10,home,Los Medanos,L,6-3,6,3,3,win,20180410_9f23,3,1,1,,,,0,2,,,,,,,1,0,,,2,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 12,home,Los Medanos,W,4-3,4,3,1,win,20180412_fpji,3,0,0,,,,0,1,,,,,,1,0,0,,4,,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 14,home,Los Medanos,L,10-2,10,2,8,win,20180414_29s6,3,1,1,,,,0,1,,,,,,,1,0,,2,,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 17,home,Marin,L,4-0,4,0,4,win,20180417_snc1,3,0,1,,,,0,,1,,,,,,1,0,,1,,,3,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 19,home,Marin,L,4-2,4,2,2,win,20180419_1x6p,3,0,0,,,,0,1,2,,,,,,0,0,,,1,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 21,home,Marin,L,12-6,12,6,6,win,20180421_svyo,5,0,0,,,,0,,,,,,,,0,0,,1,4,0.25,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 23,home,Napa Valley,L,11-6,11,6,5,win,20180423_lk2h,5,1,2,1,,,2,,1,1,,,,,3,1,,2,,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 24,home,Laney,L,2-0,2,0,2,win,20180424_feeg,4,0,1,,,,0,,1,,,,,,1,0,,1,1,1.00,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 26,home,Laney,L,11-2,11,2,9,win,20180426_rrpn,3,1,1,,,,0,,1,,,1,,,1,0,,,1,,4,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
Apr 27,home,Laney,W,7-3,7,3,4,win,20180427_vo5o,5,1,4,1,,,1,,,,,,,,5,1,,,1,,5,2018,2017-18,Solano,solano,kylekrebsiwf6,Kyle Krebs
