date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,Reedley,W,3-0,3,0,3,win,20180127_2w4l,1,0,0,,,,0,,,,,,,,0,0,1,1,,,1,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Jan 28,home,Reedley,W,16-5,16,5,11,win,20180128_47ul,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 2,home,Shasta,W,20-2,20,2,18,win,20180202_jb78,2,0,0,,,,0,1,1,,,,,,0,0,,1,,,3,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 8,home,Solano,W,11-6,11,6,5,win,20180208_sfwa,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 10,home,Solano,W,13-1,13,1,12,win,20180210_0aal,4,1,1,,1,,1,,1,,,,1,,3,1,1,2,1,2.00,5,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 15,home,Laney,W,8-4,8,4,4,win,20180215_pfp2,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 16,home,Contra Costa,W,15-5,15,5,10,win,20180216_39n3,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 20,home,Shasta,W,12-6,12,6,6,win,20180220_9aok,5,1,3,,,,1,1,,,,,,,3,0,,1,1,1.00,6,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 23,home,Yuba,W,11-5,11,5,6,win,20180223_44sp,4,3,4,,,,1,,,,,1,1,,4,0,,,1,,6,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 27,home,Modesto,W,15-5,15,5,10,win,20180227_5149,5,1,1,,,,1,1,2,,,,,1,1,0,,3,,,7,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Feb 28,home,Modesto,W,11-2,11,2,9,win,20180228_bq0a,2,1,1,,,,1,1,,,1,,1,,1,0,,,2,,4,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Mar 6,home,American River,W,21-2,21,2,19,win,20180306_02wk,2,2,2,1,1,,2,,,,,,,,5,2,,,,,2,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Mar 8,home,American River,W,10-1,10,1,9,win,20180308_mf95,5,2,2,1,,,0,,,,,,,,3,1,,2,1,2.00,5,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
Mar 10,home,American River,W,13-9,13,9,4,win,20180310_4xz1,6,3,3,,,,1,,1,,,,,,3,0,,1,1,1.00,6,2018,,Sierra,sierra,harutonakanoapxh,Haruto Nakano
