date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 28,home,Napa Valley,W,18-7,18,7,11,win,20220128_0p1o,3,1,0,,,,0,,,,,,,,0,0,,,1,,3,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Jan 29,home,Napa Valley,W,10-8,10,8,2,win,20220129_zuoi,3,1,1,,,,0,,1,,,,,,1,0,,1,,,3,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Feb 3,home,San Francisco,W,6-5,6,5,1,win,20220203_5fat,2,1,0,,,,0,1,2,,,,,,0,0,,,,,3,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Feb 8,home,Monterey Peninsula,L,14-1,14,1,13,win,20220208_fc23,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Feb 10,home,Ohlone,L,16-3,16,3,13,win,20220210_cjam,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Feb 20,home,Folsom Lake,L,13-2,13,2,11,win,20220220_kyo6,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Feb 25,home,Modesto,L,5-1,5,1,4,win,20220225_jppq,2,0,1,,,,0,,,,,,,,1,0,,1,,,2,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Mar 8,home,Fresno City,L,10-2,10,2,8,win,20220308_7y7d,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Mar 10,home,Fresno City,L,20-5,20,5,15,win,20220310_ndn3,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Mar 12,home,Fresno City,L,13-2,13,2,11,win,20220312_652a,3,0,1,,,,0,,,,,,,,1,0,,,1,,3,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Mar 20,home,Merced,L,10-3,10,3,7,win,20220320_75nv,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Mar 26,home,Taft,L,17-1,17,1,16,win,20220326_g961,2,0,1,,,,1,,1,,,,,,1,0,,,,,2,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Apr 9,home,Reedley,L,9-6,9,6,3,win,20220409_m85s,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Apr 13,home,Antelope Valley,L,7-5,7,5,2,win,20220413_4pam,4,0,1,,,,0,,1,,,,,,1,0,,,2,,4,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
Apr 29,home,Sequoias,L,17-5,17,5,12,win,20220429_vmbd,4,1,1,,,,0,,1,,,,,,1,0,,,1,,4,2022,2021-22,West Hills Coalinga,westhillscoalinga,ericgalosich9569,Eric Galosich
