date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 27,home,West Hills Coalinga,W,6-4,6,4,2,win,20160127_xfxz,3,0,1,,,,1,,,,,1,,,1,0,,1,,,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Jan 28,home,West Hills Coalinga,W,9-3,9,3,6,win,20160128_1bdf,1,2,0,,,,0,3,1,,,1,,,0,0,,,,,5,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Jan 30,home,Marin,W,4-1,4,1,3,win,20160130_4ev5,3,2,2,1,,1,3,,,,,,1,,6,2,,1,1,1.00,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 2,home,Laney,W,7-3,7,3,4,win,20160202_04bm,4,2,0,,,,0,,,1,,,,,0,0,,2,1,2.00,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 4,home,Reedley,L,8-1,8,1,7,win,20160204_tkw2,4,0,1,,,,0,,1,1,,,,,1,0,,2,,,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 5,home,Golden West,L,6-1,6,1,5,win,20160205_nsl7,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 6,home,El Camino,W,7-5,7,5,2,win,20160206_nz09,4,3,3,1,,,0,,,,,,,,4,1,,1,,,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 12,home,American River,W,6-2,6,2,4,win,20160212_168a,5,1,2,1,,,1,,1,,,,,,3,1,,1,1,1.00,5,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 13,home,American River,L,3-2,3,2,1,win,20160213_abgz,4,0,0,,,,0,,,,,,,,0,0,,2,2,1.00,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 16,home,San Mateo,L,9-0,9,0,9,win,20160216_p8ax,4,0,1,,,,0,,,,,,,,1,0,,2,1,2.00,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Feb 17,home,Reedley,W,5-0,5,0,5,win,20160217_9isl,3,0,1,,,,1,,,,,,,,1,0,,2,,,3,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Mar 10,home,Chabot,W,5-4,5,4,1,win,20160310_77ce,4,1,1,,,,0,,,1,,,,,1,0,,1,2,0.50,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Mar 12,home,West Valley,L,3-2,3,2,1,win,20160312_s1ld,4,0,0,,,,0,,1,,,,,,0,0,,1,2,0.50,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Mar 15,home,Monterey,L,13-4,13,4,9,win,20160315_k2zc,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Mar 17,home,Monterey,L,12-7,12,7,5,win,20160317_0j69,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Mar 19,home,Skyline,W,11-4,11,4,7,win,20160319_72nj,5,0,1,1,,,0,,1,,,,,,2,1,1,2,1,2.00,5,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Mar 22,home,Skyline,L,4-0,4,0,4,win,20160322_b3nb,4,0,2,,,,0,,1,,,,,,2,0,,,1,,4,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
Mar 24,home,Canada,L,10-6,10,6,4,win,20160324_cqoq,6,1,2,2,,,1,,,1,,,,,4,2,,3,1,3.00,6,2016,,Hartnell,hartnell,jacobregesterswax,Jacob Regester
