date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 29,home,Orange Coast,L,6-2,6,2,4,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Jan 30,home,Golden West,L,5-2,5,2,3,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 1,home,Golden West,L,2-1,2,1,1,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 4,home,Orange Coast,L,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 6,home,Desert,W,5-2,5,2,3,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 7,home,Cypress,W,2-1,2,1,1,win,20140207_zxk7,2,0,1,,,,2,1,,,,,,,1,0,,,1,,3,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 8,home,San Bernardino,L,7-3,7,3,4,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 11,home,Santa Ana,L,6-5,6,5,1,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 13,home,Fullerton,W,4-2,4,2,2,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 15,home,Fullerton,W,5-1,5,1,4,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 18,home,Santa Ana,L,6-3,6,3,3,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 20,home,Desert,W,5-0,5,0,5,win,20140220_ww67,0,0,0,,,,0,,,,,1,,,0,0,,,,,1,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 22,home,Southwestern,W,7-5,7,5,2,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 25,home,Mt. San Jacinto,W,13-2,13,2,11,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Feb 27,home,San Diego City,W,10-0,10,0,10,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 6,home,Imperial Valley,W,10-3,10,3,7,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 7,home,San Diego Mesa,W,4-1,4,1,3,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 8,home,Grossmont,W,1-0,1,0,1,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 11,home,Southwestern,W,9-5,9,5,4,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 13,home,Southwestern,L,7-2,7,2,5,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 15,home,Southwestern,L,4-2,4,2,2,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 18,home,Mt. San Jacinto,W,5-1,5,1,4,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 20,home,Mt. San Jacinto,W,13-4,13,4,9,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
Mar 22,home,Mt. San Jacinto,W,4-0,4,0,4,win,,,,,,,,,,,,,,,,,,,,,,,2014,,Palomar,palomar,dakotathompsontm85,Dakota Thompson
