date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,San Diego Mesa,L,5-2,5,2,3,win,20130201_agvo,3,0,0,,,,0,,2,,,,,,0,0,,1,,,3,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Feb 5,home,Saddleback,L,16-0,16,0,16,win,20130205_3uj8,3,0,0,,,,0,,2,,,,,,0,0,,,1,,3,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Feb 7,home,Grossmont,L,8-2,8,2,6,win,20130207_chxu,4,0,1,,,,0,,2,,,,,,1,0,,1,,,4,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Feb 13,home,Mt. San Antonio,L,9-8,9,8,1,win,20130213_iuvg,3,1,1,1,,,1,2,2,,,,,,2,1,,,,,5,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Feb 14,home,Imperial Valley,W,11-4,11,4,7,win,20130214_7cls,3,1,1,,,,2,,,,,,,,1,0,,2,,,3,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Feb 21,home,Rio Hondo,L,10-1,10,1,9,win,20130221_gj55,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Feb 23,home,Rio Hondo,L,5-2,5,2,3,win,20130223_asum,3,0,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Mar 2,home,San Bernardino,W,16-5,16,5,11,win,20130302_szeu,5,1,1,,,,2,,3,,,,,,1,0,,1,,,5,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Mar 7,home,Barstow,W,8-2,8,2,6,win,20130307_qshc,3,2,0,,,,0,,1,,,1,,,0,0,,1,,,4,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Mar 19,home,Victor Valley,L,7-6,7,6,1,win,20130319_sgk4,4,0,1,,,,3,1,,,1,1,,,1,0,,1,,,6,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Mar 30,home,Taft,W,10-5,10,5,5,win,20130330_nllw,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Apr 2,home,Antelope Valley,W,13-1,13,1,12,win,20130402_y17m,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Apr 6,home,Antelope Valley,W,8-0,8,0,8,win,20130406_bcrq,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Apr 25,home,Cerro Coso,W,25-4,25,4,21,win,20130425_g5g5,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
Apr 26,home,Cerro Coso,W,18-3,18,3,15,win,20130426_9qb6,1,0,0,,,,0,,,,,,,,0,0,,,,,1,2013,2012-13,Mt. San Jacinto,mtsanjacinto,francescocampanile0puk,Francesco Campanile
