date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 30,home,LA Pierce,L,9-6,9,6,3,win,20150130_junl,1,0,0,,,,1,,,,1,1,1,1,0,0,,2,1,2.00,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Jan 31,home,Mt. San Jacinto,W,5-2,5,2,3,win,20150131_gwb5,3,0,0,,,,0,1,,,,,,,0,0,,,1,,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 6,home,Riverside,L,4-3,4,3,1,win,20150206_9rbe,3,1,1,,,,0,1,,1,,,,,1,0,,,2,,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 7,home,Riverside,L,9-2,9,2,7,win,20150207_tegn,4,1,1,,,,0,,,,,,,,1,0,1,1,2,0.50,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 12,home,Santa Barbara,L,5-0,5,0,5,win,20150212_755v,3,0,0,,,,0,,,,,,,,0,0,,2,1,2.00,3,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 14,home,Citrus,W,3-1,3,1,2,win,20150214_lbze,3,0,0,,,,0,,1,,,,,,0,0,,1,,,3,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 18,home,Victor Valley,W,11-5,11,5,6,win,20150218_jp05,3,0,1,1,,,1,,,,,,,2,2,1,,3,1,3.00,5,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 19,home,Southwestern,W,6-1,6,1,5,win,20150219_n49o,3,1,2,,,,1,,,,,1,,,2,0,,1,,,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 20,home,Grossmont,W,5-3,5,3,2,win,20150220_zj06,3,0,0,,,,1,,1,,,,,1,0,0,,1,1,1.00,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Feb 24,home,Glendale,W,2-1,2,1,1,win,20150224_2p9z,3,0,0,,,,0,1,,,,,,,0,0,1,1,2,0.50,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 3,home,El Camino-Compton Center,L,2-1,2,1,1,win,20150303_4okn,3,0,1,,,,0,,,,,,,,1,0,,1,1,1.00,3,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 5,home,El Camino-Compton Center,L,4-0,4,0,4,win,20150305_r3wx,4,0,1,,,,0,,,,,,,,1,0,,1,2,0.50,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 7,home,El Camino-Compton Center,W,10-3,10,3,7,win,20150307_22es,4,1,1,,,,0,,,,,1,,,1,0,1,1,2,0.50,5,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 10,home,Pasadena,L,8-7,8,7,1,win,20150310_18as,3,0,0,,,,0,,2,,,,,,0,0,,1,,,3,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 12,home,Pasadena,L,5-4,5,4,1,win,20150312_trzc,4,1,1,1,,,1,1,,,,,,,2,1,,3,,,5,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 14,home,Pasadena,W,14-0,14,0,14,win,20150314_ei8a,3,1,0,,,,1,1,1,,,,,1,0,0,,2,1,2.00,5,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 17,home,Mt. San Antonio,W,3-2,3,2,1,win,20150317_z9g7,2,0,0,,,,0,,2,,,,,,0,0,,,,,2,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Mar 31,home,Allan Hancock,L,12-10,12,10,2,win,20150331_49gs,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 1,home,Canyons,L,6-5,6,5,1,win,20150401_uk08,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 2,home,Merced,L,7-1,7,1,6,win,20150402_62q7,4,0,0,,,,0,,2,,,,,,0,0,,1,1,1.00,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 7,home,Cerritos,L,3-2,3,2,1,win,20150407_8uos,3,0,0,,,,0,,2,,,,,1,0,0,,2,,,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 9,home,Cerritos,L,6-1,6,1,5,win,20150409_jus8,3,0,0,,,,0,,1,,,1,,,0,0,,1,1,1.00,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 11,home,Cerritos,L,9-1,9,1,8,win,20150411_z29t,2,0,1,,,,0,,1,,,1,,,1,0,,,,,3,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 14,home,LA Harbor,L,3-1,3,1,2,win,20150414_2tbr,3,0,0,,,,0,,,,,,,,0,0,1,1,1,1.00,3,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 16,home,LA Harbor,W,5-4,5,4,1,win,20150416_r8d0,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 18,home,LA Harbor,L,4-1,4,1,3,win,20150418_ofz1,3,0,0,,,,0,1,1,,,,,,0,0,,1,1,1.00,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 21,home,El Camino,L,10-4,10,4,6,win,20150421_lqpx,4,0,1,,,,0,,2,,,,,1,1,0,,2,,,5,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
Apr 23,home,El Camino,L,10-4,10,4,6,win,20150423_tten,4,2,2,1,1,,0,,,,,,,,5,2,,,1,,4,2015,2014-15,East Los Angeles,eastlosangeles,javiergarcia23h9,Javier Garcia
