date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 7,home,Saddleback,L,17-3,17,3,14,win,20220207_jei1,1,0,0,,,,0,,1,,,,,,0,0,,,,,1,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Feb 9,home,Mt. San Jacinto,W,12-8,12,8,4,win,20220209_nso1,1,0,0,,,,0,,1,,,1,,,0,0,,,,,2,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Feb 18,home,Pasadena City,L,16-2,16,2,14,win,20220218_2h0p,2,0,0,,,,0,,,,,,,,0,0,,,2,,2,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Feb 26,home,Ohlone,L,9-1,9,1,8,win,20220226_4xtp,1,1,1,,,,0,,,,,,,,1,0,,,,,1,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Feb 26,home,Ohlone,L,10-2,10,2,8,win,20220226_7uvn,3,0,0,,,,0,,,,,,,,0,0,,1,2,0.50,3,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Mar 3,home,Golden West,L,14-1,14,1,13,win,20220303_sgmj,2,0,1,,,,0,,1,,,,,,1,0,,,,,2,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Mar 8,home,Glendale,L,23-2,23,2,21,win,20220308_ylnd,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Mar 17,home,Antelope Valley,L,28-6,28,6,22,win,20220317_l1yz,2,0,0,,,,0,,1,,,,,,0,0,,1,,,2,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Mar 18,home,Antelope Valley,W,25-6,25,6,19,win,20220318_4dgd,1,0,1,,,,0,,,,,,,,1,0,,,,,1,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Apr 2,home,Canyons,L,9-8,9,8,1,win,20220402_hamu,4,0,1,1,,,2,,1,,,,,,2,1,,1,1,1.00,4,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Apr 5,home,LA Mission,L,14-3,14,3,11,win,20220405_xp94,3,1,0,,,,0,,1,,,,,,0,0,,,1,,3,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Apr 12,home,Ventura,L,23-10,23,10,13,win,20220412_z3r4,1,0,0,,,,0,,,,,,,,0,0,,,1,,1,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Apr 16,home,Moorpark,W,9-6,9,6,3,win,20220416_a0ls,4,1,0,,,,0,,1,,,,,,0,0,,2,1,2.00,4,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Apr 21,home,Bakersfield,W,9-5,9,5,4,win,20220421_gh62,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
Apr 29,home,LA Valley,L,7-6,7,6,1,win,20220429_kdjw,3,0,0,,,,0,,1,,,,,,0,0,,,2,,3,2022,2021-22,West LA,westla,fernandogonzalezmcag,Fernando Gonzalez
