date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Feb 1,home,Solano,W,11-0,11,0,11,win,20180201_v4p6,5,2,3,,1,,1,,,,,,,,5,1,,,2,,5,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 3,home,Solano,W,7-5,7,5,2,win,20180203_j3in,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 6,home,Merced,L,9-7,9,7,2,win,20180206_pftx,3,0,0,,,,0,2,2,,,,,,0,0,,,1,,5,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 10,home,Diablo Valley,W,12-11,12,11,1,win,20180210_rd5v,2,0,0,,,,0,1,,,,,,,0,0,,1,1,1.00,3,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 13,home,Hartnell,W,11-3,11,3,8,win,20180213_71op,2,0,0,,,,1,1,1,,,,,,0,0,,1,,,3,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 15,home,Gavilan,W,1-0,1,0,1,win,20180215_ga27,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 17,home,Feather River,L,3-2,3,2,1,win,20180217_c3o0,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 22,home,Marin,W,7-0,7,0,7,win,20180222_3zl6,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 24,home,Marin,L,3-2,3,2,1,win,20180224_in3u,1,0,0,,,,0,1,,,,,,,0,0,,1,,,2,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Feb 27,home,Ohlone,L,6-5,6,5,1,win,20180227_3vfq,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Mar 8,home,West Valley,W,10-1,10,1,9,win,20180308_h3ka,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Mar 10,home,De Anza,W,9-2,9,2,7,win,20180310_u33c,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Mar 15,home,Chabot,L,22-10,22,10,12,win,20180315_67x0,1,0,0,,,,0,,,,,,,,0,0,,1,,,1,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Mar 17,home,Chabot,L,8-3,8,3,5,win,20180317_qldf,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Mar 22,home,San Francisco,W,18-5,18,5,13,win,20180322_23le,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Mar 30,home,Skyline,W,3-1,3,1,2,win,20180330_xysa,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Apr 5,home,West Valley,L,7-6,7,6,1,win,20180405_vyen,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
Apr 7,home,West Valley,W,2-1,2,1,1,win,20180407_xjew,0,0,0,,,,0,,,,,,,,0,0,,,,,0,2018,2017-18,San Mateo,sanmateo,justinberrynwye,Justin Berry
