date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,cccaa_season,team,team_id,player_id,player_name
Jan 25,home,Santa Rosa,L,4-2,4,2,2,win,20200125_tnzi,2,0,0,,,,1,2,1,,,,,,0,0,,1,,,4,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Jan 28,home,Sacramento City,L,13-9,13,9,4,win,20200128_wh5c,2,0,1,,,,0,,,1,,,,1,1,0,,2,,,3,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Jan 31,home,Sacramento City,L,6-5,6,5,1,win,20200131_o6tx,3,1,1,,,,2,,1,,,,,1,1,0,,2,,,4,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 4,home,Los Medanos,L,11-6,11,6,5,win,20200204_guqw,2,1,0,,,,1,2,1,,,,1,,0,0,,,2,,5,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 8,home,Fresno City,L,14-6,14,6,8,win,20200208_5l9a,3,1,2,,,,0,2,1,,,,,,2,0,,,,,5,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 11,home,Los Medanos,L,7-3,7,3,4,win,20200211_g7d3,4,0,1,,,,0,,1,,,,,,1,0,,2,,,4,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 15,home,Mission,W,4-0,4,0,4,win,20200215_myfw,4,0,0,,,,0,1,2,,,,,,0,0,,2,,,5,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 18,home,Diablo Valley,L,2-1,2,1,1,win,20200218_ls40,5,0,1,,,,0,,1,,,,,,1,0,,1,1,1.00,5,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 20,home,Diablo Valley,W,14-5,14,5,9,win,20200220_8fgi,6,1,1,,,,1,,3,,,,,,1,0,,1,1,1.00,6,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 21,home,Laney,W,3-2,3,2,1,win,20200221_zic8,3,0,0,,,,0,1,1,,,,,,0,0,1,,2,,4,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Feb 25,home,Monterey Peninsula,L,9-3,9,3,6,win,20200225_fu98,2,0,0,,,,0,2,,,,,,,0,0,,2,,,4,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Mar 3,home,San Mateo,L,8-2,8,2,6,win,20200303_iks8,4,0,1,,,,0,,2,,,,,,1,0,,,1,,4,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Mar 5,home,San Mateo,L,2-0,2,0,2,win,20200305_26ez,3,0,0,,,,0,,1,,,,,,0,0,,,2,,3,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Mar 7,home,Canada,W,4-3,4,3,1,win,20200307_pxb9,4,0,1,1,,,0,1,,1,,,,,2,1,,1,2,0.50,5,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
Mar 10,home,Canada,W,13-6,13,6,7,win,20200310_knuv,3,2,1,,,,0,2,1,,,,,,1,0,,,1,,5,2020,2019-20,Chabot,chabot,loganmullints1d,Logan Mullin
